Gene = Tdrd3
index = 1549
Annotated 5SS: [  91  228 2423]
Annotated 3SS: [ 142  301 2527]
SMsplice 5SS: [  91  228 2423 2807]
SMsplice 3SS: [ 142  301 2527 2868]
top_k =  100
Partition function (log Z): 7.147447798996745

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9943090393061988
Position 91: 0.9885348313245268
Position 2423: 0.9845240549310782
Position 2807: 0.8472505722611825
Position 1218: 0.05153554363480771
Position 366: 0.03136800765895518
Position 1622: 0.009642619307103584
Position 724: 0.006364796563881076
Position 2448: 0.006111548088241346
Position 1922: 0.004886913404709003
Position 2606: 0.004267387108473727
Position 2462: 0.003168797213978534
Position 235: 0.0026043186778763948
Position 383: 0.0018245809501775407
Position 2456: 0.0017664086074427885
Position 1064: 0.0010620466956845767
Position 2826: 0.000561324552166577
Position 926: 0.0004361476439900967
Position 2433: 0.0003759754671996006
Position 2404: 0.00036993965552450166
Position 88: 0.0003143386024475894
Position 2817: 0.00027151781727585483
Position 2427: 0.00020149960507420233
Position 210: 0.00019732677697268227
Position 95: 0.00015163674777064865
Position 232: 0.00013846785696216323
Position 2765: 0.00010813848275153403
Position 83: 9.463599135518209e-05
Position 1890: 7.753765960833319e-05
Position 2615: 7.75329363033736e-05
Position 1381: 4.969150323410434e-05
Position 2745: 3.0580916117929356e-05
Position 1953: 2.5075666908393493e-05
Position 1430: 2.171390889311012e-05
Position 1046: 1.2263870536213012e-05
Position 2771: 8.750097555066133e-06
Position 21: 1.0294092073500594e-07
Position 42: 7.534162516600987e-08
Position 687: 6.111313296022821e-08
Position 1434: 5.97076911569667e-08
Position 28: 4.149606813500372e-08
Position 465: 3.8983233225081354e-08
Position 143: 3.0802621744654956e-08
Position 1599: 2.1373052048750586e-08
Position 198: 1.992079986598867e-08
Position 110: 7.279917202507283e-09
Position 183: 1.3632699792720712e-09
Position 11: 1.1444832706614497e-09
Position 171: 5.75647797406783e-10
Position 1133: 5.571049530992006e-11
Position 264: 5.715471919231792e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2527: 0.9970275992920711
Position 142: 0.9854526556243844
Position 301: 0.9704764451540727
Position 2868: 0.8483791605026557
Position 1297: 0.08974919546738927
Position 2095: 0.01908677967767713
Position 1684: 0.010175649026023893
Position 2649: 0.0047909609998051375
Position 781: 0.0036455617868460448
Position 1343: 0.0036056393715619894
Position 180: 0.0024508532318050684
Position 1688: 0.0012428579626677942
Position 848: 0.0009761036062483599
Position 2542: 0.0008905912080760135
Position 415: 0.0008515573045779581
Position 153: 0.0007343676571198595
Position 1380: 0.0005360651565265466
Position 2671: 0.00044113377145639976
Position 2698: 0.0004390291316689908
Position 382: 0.0004340129118362088
Position 454: 0.0003170031449808495
Position 613: 0.00026731244990482945
Position 753: 0.00026061521936395236
Position 487: 0.00015999371319060007
Position 2674: 7.949600080707224e-05
Position 2677: 6.128899512999619e-05
Position 2536: 4.556154019711793e-05
Position 2692: 4.2381982918400636e-05
Position 2666: 3.9032488190657104e-05
Position 2713: 3.847216843713501e-05
Position 2719: 2.2333968806306376e-05
Position 190: 1.4013186518747524e-05
Position 2468: 1.1191736273262106e-05
Position 155: 7.057242451414538e-07
Position 210: 2.9932169366987517e-07
Position 158: 8.239551253662423e-08
Position 305: 9.541242994199603e-09
Position 194: 5.7298336775926365e-09
Position 350: 4.374058301704658e-09
Position 65: 8.500122904613419e-10
Position 83: 2.2106500837146128e-10
