Gene = Plp
index = 1385
Annotated 5SS: [ 4933 12140 13100 13392 13779 18805 20041 20400 22196 24793 27047 27223]
Annotated 3SS: [10129 12205 13250 13562 18678 18876 20231 21529 24090 24890 27111 27745]
SMsplice 5SS: [  477 11018 12140 13100 13392 13779 18805 20041 20400 24793 27047 27223]
SMsplice 3SS: [10129 11356 12205 13250 13679 18678 18876 20231 24090 24890 27111 27745]
top_k =  100
Partition function (log Z): 21.34489096503712

Sorted 5' Splice Sites (High to Low Probability):
Position 24793: 0.9999999990566678
Position 18805: 0.9999807054994385
Position 12140: 0.9965072710382015
Position 20400: 0.9954611529845736
Position 20041: 0.9905894798430849
Position 27047: 0.9903941180151735
Position 13100: 0.9865155316292752
Position 477: 0.9861676380206461
Position 13392: 0.9574407505885427
Position 13779: 0.9357919840151884
Position 27223: 0.9202917551239598
Position 11018: 0.7267522788491783
Position 22196: 0.5594254190537034
Position 256: 0.24329699257530232
Position 21418: 0.2358242413665903
Position 19271: 0.12554119924285315
Position 22391: 0.08957805286007321
Position 17242: 0.035211939936514794
Position 15643: 0.030980002820962818
Position 311: 0.021416857936960677
Position 27196: 0.020329600069607868
Position 19454: 0.01403619961787249
Position 12287: 0.009069544014208772
Position 27239: 0.008472620385336905
Position 14671: 0.0076302224242369154
Position 12332: 0.005439525079617663
Position 988: 0.005269543181839281
Position 12938: 0.004768801233648985
Position 12305: 0.004625771955793418
Position 13329: 0.003708195015106481
Position 12420: 0.0036421918592530406
Position 27387: 0.0035892686150914006
Position 19038: 0.003007005234080533
Position 13375: 0.002312339840515362
Position 27873: 0.0019323336564922818
Position 12345: 0.0017812853440920767
Position 12392: 0.001334416571626037
Position 13104: 0.0011883635526028563
Position 149: 0.00102416696776215
Position 13420: 0.0009149106747407415
Position 26598: 0.000750117908161127
Position 23: 0.0005261327547830176
Position 155: 0.000357121448996094
Position 258: 0.00035613528177924365
Position 171: 0.0001581409453594906
Position 123: 0.00011330435900191513
Position 13827: 7.2246026927225e-05
Position 45: 3.625860367564188e-05
Position 19052: 2.865089787101191e-05
Position 203: 2.601756456122223e-05
Position 19127: 2.10840416836563e-05
Position 314: 2.0535609235543442e-05
Position 18809: 1.9294500563971294e-05
Position 176: 1.6288561087384634e-05
Position 25503: 1.5162004092343907e-05
Position 95: 1.4446638403100326e-05
Position 585: 5.625049016260115e-06
Position 6: 5.517332397201471e-06
Position 74: 5.259953553016235e-06
Position 12: 3.985927179936254e-06
Position 631: 2.8729744761282696e-06
Position 79: 1.5668962626631107e-06
Position 10383: 1.4787616271381652e-06
Position 40: 7.166614292824499e-07
Position 12832: 4.529089223068339e-07
Position 12679: 4.106020999369573e-07
Position 25033: 2.1731645454127601e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 27111: 0.9990395095370819
Position 12205: 0.9949152581010638
Position 18678: 0.9930983897060242
Position 24890: 0.9921185656155539
Position 13250: 0.9773679870235267
Position 24090: 0.9679130419997255
Position 20231: 0.9621157747892972
Position 18876: 0.9481709840149246
Position 10129: 0.9349435458319143
Position 27745: 0.782452193998755
Position 11356: 0.5064783962772736
Position 13679: 0.4537865391137303
Position 13562: 0.4292902147895035
Position 21512: 0.27373455340688513
Position 375: 0.2538918983099316
Position 21529: 0.19447444402038627
Position 20704: 0.17722909308513804
Position 11381: 0.17021534067435048
Position 11522: 0.09075586295364073
Position 22261: 0.08973210573037158
Position 20584: 0.08658987106596118
Position 19342: 0.08276171473601786
Position 27306: 0.055719490046557026
Position 27748: 0.04523876484197266
Position 19585: 0.03610349216955397
Position 20252: 0.035866261760992016
Position 18909: 0.034967411114958484
Position 14326: 0.030977256810269437
Position 17150: 0.030233723427208405
Position 22723: 0.025734811503542298
Position 20901: 0.022979297894328947
Position 12703: 0.021389214301209793
Position 27947: 0.018335361638554884
Position 27690: 0.01671134420431508
Position 27722: 0.01591974495452622
Position 10587: 0.01511945646894101
Position 19512: 0.011306939510232898
Position 20633: 0.010958890412649705
Position 13688: 0.0103761113793651
Position 13601: 0.008837768112630822
Position 13166: 0.008747199074155014
Position 18949: 0.008017662843610935
Position 13301: 0.007813856726477561
Position 15538: 0.007597134583632624
Position 27631: 0.007415174478755353
Position 21571: 0.007269502650675887
Position 17165: 0.007218071861196304
Position 20717: 0.007065334589706599
Position 10042: 0.005748426442882499
Position 28217: 0.0053652750597483565
Position 12274: 0.004494133531581492
Position 27970: 0.0044043730106760335
Position 18906: 0.003886870723544143
Position 20616: 0.0038047834587996467
Position 19359: 0.0038041032750511013
Position 22288: 0.0035485848446573493
Position 27267: 0.003053855616629152
Position 19109: 0.0030276087528006857
Position 20642: 0.0030026600488629145
Position 20605: 0.0029650753959957377
Position 676: 0.002653349697165858
Position 22667: 0.0026495078384464136
Position 17988: 0.0024733901448445927
Position 17467: 0.002188364797242655
Position 18895: 0.0017191481446211041
Position 13199: 0.0010971140277976615
Position 814: 0.001009861392956348
Position 20963: 0.0008995292145682088
Position 20087: 0.0007228277233671782
Position 609: 0.0006719700476617718
Position 79: 0.0003077823015131186
Position 681: 0.000290263494480282
Position 12456: 0.00026926303321120944
Position 20249: 0.0002428199343377478
Position 20151: 0.00021864612421058802
Position 13266: 0.0001703064813724017
Position 13745: 3.688855106440274e-05
Position 14345: 3.5833851297646865e-05
Position 19202: 2.913142083451552e-05
Position 13655: 1.4866665472876189e-05
Position 25083: 1.5400912458737621e-06
