Gene = Prp3
index = 1389
Annotated 5SS: [1220]
Annotated 3SS: [1273]
SMsplice 5SS: [1220]
SMsplice 3SS: [1273]
top_k =  100
Partition function (log Z): -6.604188981200735

Sorted 5' Splice Sites (High to Low Probability):
Position 1220: 0.7376642831977677
Position 1151: 0.2624751366033208
Position 1135: 0.029946321245669528
Position 133: 0.02370283460913412
Position 329: 0.020893773119164516
Position 75: 0.0035648475689098766
Position 745: 0.00128208083790132
Position 437: 0.0008223710858532133
Position 1098: 0.0005238817525154836
Position 35: 0.00040036895657608935
Position 468: 0.0003068002579774199
Position 80: 0.00027589478309485307
Position 895: 0.0002579555463670392
Position 1391: 0.00016726546995433661
Position 725: 6.264166906649455e-05
Position 815: 6.0000889903866534e-05
Position 1940: 5.4537219509463154e-05
Position 37: 5.276744257150726e-05
Position 2025: 4.2370012852716906e-05
Position 73: 4.0020331166400326e-05
Position 326: 1.4793644869670146e-05
Position 129: 1.1478790755324833e-05
Position 10: 3.29329353129164e-07
Position 27: 8.70745656275234e-08
Position 119: 5.507051527563857e-08
Position 257: 2.7208341373986828e-08
Position 154: 8.774374380874357e-09
Position 260: 4.361488844025251e-09
Position 263: 3.775202190021018e-09
Position 809: 2.7720194948504148e-09
Position 183: 9.651103789538624e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1273: 0.9926141585638937
Position 1192: 0.02713776667426052
Position 378: 0.013701164875745629
Position 1065: 0.01096104219121353
Position 201: 0.008513772268720984
Position 1009: 0.007014401285901193
Position 1212: 0.0068192255440522355
Position 154: 0.004333297141728913
Position 1317: 0.003684840995841572
Position 247: 0.0018857461589774304
Position 231: 0.0015939497827074233
Position 1344: 0.0010179242128225473
Position 1291: 0.0008478047540173068
Position 493: 0.0005887895791058043
Position 621: 0.0003063144831655435
Position 502: 0.00027194793378249895
Position 1485: 0.0002664406378706681
Position 2149: 0.00021980543621679692
Position 1953: 0.00018221174403283013
Position 1956: 9.233573752208316e-05
Position 1455: 8.477979543694597e-05
Position 1062: 6.819351107804027e-05
Position 880: 5.99972698981442e-05
Position 1235: 5.7970440344219044e-05
Position 405: 5.710676777848079e-05
Position 1321: 5.3757150770212274e-05
Position 780: 4.711527459487406e-05
Position 611: 4.6508312549969923e-05
Position 384: 4.333079570740634e-05
Position 216: 1.8532883320369237e-05
Position 315: 1.7182111572707225e-05
Position 257: 1.4787027628273032e-05
Position 108: 6.085061103526674e-07
Position 129: 1.0732501133810207e-07
Position 280: 2.719249204579365e-08
