Gene = DOR
index = 1128
Annotated 5SS: [  442 11552 12320 12721]
Annotated 3SS: [10876 11838 12485 12796]
SMsplice 5SS: [   78 11552 12230 12721]
SMsplice 3SS: [10876 11838 12485 12796]
top_k =  100
Partition function (log Z): 11.692982992450586

Sorted 5' Splice Sites (High to Low Probability):
Position 12721: 0.997248412818372
Position 11552: 0.9968385839733239
Position 78: 0.6725621823438658
Position 12320: 0.495745088711933
Position 12230: 0.48240326442997045
Position 442: 0.32275137347384997
Position 13044: 0.10206643338562507
Position 11731: 0.03802812717491693
Position 2469: 0.028090786433905342
Position 692: 0.027204623529959407
Position 2765: 0.02459882324743774
Position 11943: 0.011623543911858313
Position 11774: 0.011549949752858004
Position 2945: 0.009568252857476034
Position 11733: 0.0076780496242652985
Position 11706: 0.00633367891473029
Position 12425: 0.0036783916621227625
Position 11532: 0.0031610976365696137
Position 12747: 0.002273052216895898
Position 12152: 0.001696086996000984
Position 12234: 0.0008686164347914059
Position 13509: 0.0006377617334913095
Position 12202: 0.00043176938586838486
Position 12713: 0.00032747697155362904
Position 304: 0.00031905013593523494
Position 12920: 0.00025549246805592986
Position 12324: 0.00024190561984309422
Position 12184: 0.00021915611606840627
Position 12857: 0.00020954526610595438
Position 11917: 0.0001436724588857433
Position 971: 0.0001421408932341517
Position 995: 0.00013933409602509165
Position 400: 7.057476158922961e-05
Position 11898: 5.726168220116261e-05
Position 82: 4.415762694253921e-05
Position 283: 3.961774726266209e-05
Position 214: 2.9904577913225325e-05
Position 11949: 2.6532720631729958e-05
Position 119: 2.032397348811238e-05
Position 287: 1.7404855142610804e-05
Position 185: 1.6479418675063303e-05
Position 11966: 1.5774191202495187e-05
Position 177: 1.2061455911665061e-05
Position 12707: 2.7289192242136104e-06
Position 12753: 1.7646461852865482e-06
Position 12679: 5.662673438029586e-07
Position 12684: 3.673649762994695e-07
Position 13221: 1.3511543473582455e-07
Position 12336: 7.150870065050691e-08
Position 11892: 3.852195107485092e-08
Position 11889: 2.367694103696347e-08
Position 1688: 1.7114196324493792e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10876: 0.9995882219086674
Position 11838: 0.9960293977154705
Position 12796: 0.965377885738371
Position 12485: 0.8066808423114864
Position 13109: 0.09900443118400852
Position 12366: 0.0934586980630185
Position 11619: 0.05540316197420442
Position 12509: 0.036363155088530615
Position 12770: 0.03435239098136376
Position 2743: 0.024692489618203587
Position 12503: 0.018044695142525748
Position 12402: 0.015719084234037423
Position 12013: 0.011593072093653702
Position 2328: 0.011293948019094615
Position 2103: 0.00927831647561467
Position 1048: 0.007595762847901251
Position 12336: 0.007420374839976168
Position 11685: 0.006955697482032132
Position 12519: 0.005776152906159217
Position 390: 0.005571122522110053
Position 11802: 0.0034487213456360576
Position 192: 0.0034124622613041847
Position 2553: 0.002941745712682727
Position 287: 0.0027222511717456916
Position 1887: 0.0022588271846607577
Position 1929: 0.0021655526920114454
Position 218: 0.0018761702412303687
Position 254: 0.0017798944641093817
Position 567: 0.0017665184122646672
Position 13276: 0.0015948371581400356
Position 2014: 0.001538259880470611
Position 468: 0.0015190652530465095
Position 551: 0.0013695609577395998
Position 11601: 0.001327322264744873
Position 366: 0.0012323667208313982
Position 12349: 0.0011323727251516058
Position 607: 0.0010946480074476427
Position 515: 0.001025168877964519
Position 13617: 0.0008096185392506787
Position 12533: 0.0007382513274869365
Position 13172: 0.0006057494044837265
Position 13451: 0.0004848525163682715
Position 9698: 0.0004114597012249121
Position 11866: 0.0003561507594197497
Position 1070: 0.00026600461131571156
Position 12802: 0.00024291177783663238
Position 1280: 0.00022697261106006955
Position 13646: 0.00021410664154833538
Position 13169: 0.00020652501115846973
Position 13571: 0.0001539113543085548
Position 12319: 0.00014096370083120584
Position 13596: 9.533615944654823e-05
Position 12871: 9.713054582736258e-06
Position 12834: 9.466063774611897e-06
Position 12798: 7.632384071321558e-06
Position 11656: 7.2561918490016e-06
Position 11785: 2.5340767884525915e-09
