Gene = hale
index = 1722
Annotated 5SS: [314]
Annotated 3SS: [372]
SMsplice 5SS: [314]
SMsplice 3SS: [372]
top_k =  100
Partition function (log Z): -4.953148694173052

Sorted 5' Splice Sites (High to Low Probability):
Position 314: 0.9889910277324404
Position 489: 0.4734456391314835
Position 989: 0.01734318631761262
Position 307: 0.007819773925614166
Position 504: 0.003447850834630078
Position 723: 0.0015431839850837898
Position 785: 0.0009557480307499334
Position 994: 0.0007127651231132523
Position 510: 0.00034812598254221395
Position 462: 0.0003036519933855248
Position 976: 0.00021632582768205564
Position 58: 9.85495860019503e-05
Position 258: 6.352688274347173e-05
Position 112: 3.7676792316171124e-05
Position 251: 1.2325988804265504e-05
Position 281: 5.2537247271745335e-06
Position 137: 5.0607909243599894e-06
Position 498: 3.221973960325389e-06
Position 166: 2.768965380766207e-06
Position 516: 2.2540043587323013e-06
Position 37: 2.1771791043001987e-06
Position 342: 1.8480710218953375e-06
Position 298: 1.839437284074336e-06
Position 296: 1.4263671493901173e-06
Position 79: 1.2555710263647803e-06
Position 3: 6.072682106084018e-07
Position 25: 5.403046262182366e-07
Position 288: 4.298349495414532e-07
Position 203: 1.762865784685308e-07
Position 76: 1.36444469351373e-07
Position 86: 1.0754053843349815e-07
Position 240: 7.979508010315603e-08
Position 386: 5.757743558938408e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 372: 0.9718779756100443
Position 556: 0.25289451260680335
Position 570: 0.18442415833456066
Position 844: 0.030200338492944522
Position 1052: 0.019547957484533217
Position 1070: 0.008269084789289703
Position 753: 0.005840967006037169
Position 1112: 0.004409357811292575
Position 625: 0.004154878843193954
Position 593: 0.0022764344163234756
Position 583: 0.001883999349207177
Position 865: 0.0017200434317623478
Position 444: 0.0013542805200051425
Position 973: 0.001213079887684
Position 474: 0.0010114204012812056
Position 454: 0.0007437852662800463
Position 764: 0.000630452662894251
Position 823: 0.0006144051151693148
Position 805: 0.0005884531255412895
Position 652: 0.000503465816675979
Position 736: 0.00048581416178371587
Position 714: 0.0004185191622042079
Position 639: 0.00017670922048330283
Position 107: 3.96159536148122e-05
Position 179: 3.38256249114271e-05
Position 197: 2.343510614162452e-05
Position 185: 1.227657574604922e-05
Position 146: 1.098425596512445e-05
Position 203: 2.6795521585603974e-06
Position 251: 1.5563226046108483e-06
Position 84: 1.492208031848047e-06
Position 342: 7.87754859114176e-07
Position 484: 5.972888747589554e-07
Position 62: 5.30877345901877e-07
Position 257: 3.776697539140199e-07
Position 86: 1.6949286906549097e-07
Position 303: 6.017939016846408e-08
Position 92: 5.93210886737589e-08
