Gene = spir
index = 1888
Annotated 5SS: [ 1196 10862 22980 23512 25186 25331 28157 28475 28894 32454 32729 34041
 34452 35026 35293 35673]
Annotated 3SS: [10790 22861 23401 25067 25244 28025 28362 28760 32379 32523 33953 34305
 34686 35088 35358 35730]
SMsplice 5SS: [ 1196 10862 22980 23512 25186 25331 28157 28475 28894 32454 32729 34452
 35026 35293 35673]
SMsplice 3SS: [10790 22861 23401 25067 25247 28025 28362 28760 32379 32523 34305 34686
 35088 35358 35730]
top_k =  100
Partition function (log Z): 65.01803257420656

Sorted 5' Splice Sites (High to Low Probability):
Position 25331: 0.9999979954006669
Position 28894: 0.999960405218836
Position 32729: 0.999895941943635
Position 25186: 0.9998227230148808
Position 10862: 0.999766681119271
Position 35673: 0.9997517600696258
Position 32454: 0.9996960588143576
Position 22980: 0.9989593066232284
Position 35293: 0.9987656407866218
Position 28157: 0.997623776540225
Position 1196: 0.9962502761800776
Position 35026: 0.991958766843617
Position 34452: 0.9894776120903277
Position 28475: 0.9379547407098234
Position 23512: 0.9062477670191663
Position 19020: 0.6264019338842792
Position 24558: 0.3175338518644732
Position 23632: 0.31335619501920065
Position 34041: 0.24578748470437606
Position 9670: 0.20424393207013153
Position 3962: 0.12467202604561893
Position 24990: 0.10416760788349766
Position 3166: 0.08399894851033976
Position 23941: 0.08383247515638473
Position 27870: 0.05686189363531863
Position 27381: 0.05387767367136652
Position 50: 0.04334434649932862
Position 23315: 0.042015959689574695
Position 24679: 0.040422985167907405
Position 36481: 0.03941365833454571
Position 24851: 0.03893325149977196
Position 36000: 0.0353179034110006
Position 2543: 0.03223422959918959
Position 24847: 0.028185143212936734
Position 29602: 0.027234927179507536
Position 23286: 0.02406234308957722
Position 19302: 0.02215527207704101
Position 36138: 0.021881928291415345
Position 34066: 0.021073076268508593
Position 30432: 0.020078019824056745
Position 345: 0.01946931850833925
Position 19895: 0.01738097965306958
Position 147: 0.01716178406235258
Position 35985: 0.01704051106593234
Position 19083: 0.015098912480478104
Position 23324: 0.012901085830793368
Position 492: 0.012865927235022325
Position 34074: 0.011666445936963426
Position 11930: 0.011407877083102138
Position 34472: 0.0095886193486252
Position 30041: 0.008381843771848356
Position 35030: 0.007109494445666017
Position 35947: 0.006900814498758342
Position 864: 0.0065838047409660675
Position 19719: 0.006032372787755783
Position 12792: 0.005599650100414946
Position 2908: 0.0055562181605243515
Position 225: 0.005003554746053794
Position 25700: 0.004526486121146621
Position 28479: 0.004033330692303632
Position 391: 0.003944134340471287
Position 26203: 0.003563272394699181
Position 23653: 0.0034775393047521653
Position 28601: 0.0028949611864401174
Position 2547: 0.0028519247640262212
Position 32: 0.0026635603692216465
Position 23761: 0.002157363104722215
Position 2878: 0.0018107347450226677
Position 2599: 0.0017699926306457754
Position 34802: 0.0013501862997443044
Position 65: 0.0012415266383905936
Position 28453: 0.00121750070056097
Position 2364: 0.0011564140582149937
Position 22984: 0.0009443449446341962
Position 35037: 0.0007578524053812454
Position 23556: 0.0007050798939310594
