Gene = NaPi-III
index = 1308
Annotated 5SS: [  119  5397  6533  7202  9677 10250]
Annotated 3SS: [ 5343  5463  6604  9299  9746 10318]
SMsplice 5SS: [  119  5397  6533  7202  9677 10250]
SMsplice 3SS: [ 5343  5463  6604  9299  9746 10318]
top_k =  100
Partition function (log Z): 9.328152171091983

Sorted 5' Splice Sites (High to Low Probability):
Position 10250: 0.9999515652536484
Position 9677: 0.9994946718580084
Position 6533: 0.9915907019801946
Position 5397: 0.9681215433141991
Position 7202: 0.9652889484590679
Position 119: 0.892994122697709
Position 1794: 0.2930050601199286
Position 5768: 0.11346151203030841
Position 7916: 0.09114953615326417
Position 9816: 0.062068187911518226
Position 10607: 0.04200466405381677
Position 10431: 0.04124274483964685
Position 333: 0.03329970686433287
Position 8678: 0.02195722281302368
Position 329: 0.01908447949722388
Position 9819: 0.012768321542943436
Position 87: 0.01055537653723139
Position 1403: 0.009518326953533322
Position 10687: 0.008183417777044259
Position 10642: 0.0077013950664477325
Position 7198: 0.005801780043376187
Position 7823: 0.005574696823071278
Position 309: 0.005483134071061191
Position 9949: 0.004846842322841854
Position 520: 0.00483905825061576
Position 7254: 0.004671778417209111
Position 10404: 0.004338086939043821
Position 726: 0.004091041488938307
Position 6886: 0.003999235465757738
Position 576: 0.0028947251665752227
Position 243: 0.002106606127268795
Position 245: 0.002005870570776719
Position 560: 0.0019946442382320004
Position 247: 0.0019597833495909292
Position 1017: 0.0016954513182725387
Position 992: 0.0016166830402508574
Position 249: 0.0015867224495122515
Position 911: 0.0014523501860719194
Position 1374: 0.0013847299599328371
Position 239: 0.0013826736667517713
Position 11093: 0.0011349059672955094
Position 5934: 0.0010441741476971123
Position 10059: 0.0009995455143440985
Position 1944: 0.0003373515109008344
Position 9882: 0.0003168333687861187
Position 1788: 0.0002804773446303825
Position 457: 5.451356611806381e-05
Position 10254: 3.183960125368474e-05
Position 10176: 1.4742708206218456e-05
Position 10422: 1.2381359676674009e-05
Position 10180: 3.2314376110692246e-07
Position 10190: 6.3767613248910655e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10318: 0.9999795393402781
Position 9746: 0.9983857887323123
Position 9299: 0.9958359875096006
Position 6604: 0.9944279724497078
Position 5343: 0.9829366081241906
Position 5463: 0.9621181034529256
Position 1651: 0.28626695069985814
Position 5855: 0.11304366907807867
Position 9877: 0.0752223442781636
Position 7474: 0.0668267619134328
Position 11029: 0.06474885718489581
Position 5580: 0.01615981467063618
Position 8594: 0.013618654512247084
Position 10829: 0.010397377255475484
Position 10936: 0.009706269851381108
Position 7247: 0.006714661011624638
Position 10764: 0.005560554394717377
Position 10013: 0.005422091029253723
Position 7253: 0.005172215685434062
Position 10487: 0.005087337675951029
Position 7533: 0.005067841853890908
Position 8547: 0.004681557839684013
Position 676: 0.004151191647175944
Position 11283: 0.004119407856089553
Position 10594: 0.0032155262667101295
Position 1602: 0.0032047466284256506
Position 8730: 0.002742048551972523
Position 7582: 0.002026550668473555
Position 10890: 0.0017458011879491577
Position 6936: 0.0009757366548625747
Position 10127: 0.000772056453105497
Position 9881: 0.000611051996703416
Position 10109: 0.0002259840991267756
Position 9748: 0.00013873888579551383
Position 10475: 3.1433000163275266e-05
Position 6612: 2.777021265117191e-05
Position 10292: 2.015565245824237e-05
Position 10500: 5.031329638705809e-06
Position 10335: 3.0459263447102277e-07
