Gene = Pus7
index = 1394
Annotated 5SS: [ 201  449  882 1040]
Annotated 3SS: [ 260  509  936 1098]
SMsplice 5SS: [ 201  445  882 1040]
SMsplice 3SS: [ 273  509  936 1098]
top_k =  100
Partition function (log Z): 3.555999534239281

Sorted 5' Splice Sites (High to Low Probability):
Position 1040: 0.9999572121012837
Position 882: 0.9316099881348154
Position 201: 0.7540557552346336
Position 445: 0.7458882792267059
Position 1430: 0.21928889613216143
Position 449: 0.16586530142571806
Position 857: 0.023019401846417098
Position 798: 0.021763705712111517
Position 1626: 0.012879547620091397
Position 188: 0.008852569971744658
Position 827: 0.003633855307097097
Position 453: 0.00322841241703707
Position 403: 0.0028646758233304035
Position 632: 0.00264584908970714
Position 436: 0.002392565707615543
Position 152: 0.0005735262812681057
Position 354: 0.0005102006494711641
Position 182: 0.0004966518351128789
Position 425: 0.00043051652196612916
Position 107: 0.00031368336880363714
Position 886: 0.00021681442449981802
Position 298: 0.0001442452433442411
Position 376: 0.00013398362179121854
Position 427: 0.00010182753949662939
Position 557: 5.885588136293089e-05
Position 755: 4.0264096537011606e-05
Position 3: 3.7122766033679273e-05
Position 1199: 3.624237328842446e-05
Position 1044: 2.644336521592362e-05
Position 229: 8.97887908685313e-06
Position 149: 5.217683773775041e-06
Position 1223: 4.335193235246313e-06
Position 34: 4.15040051080959e-06
Position 22: 3.598846294737034e-06
Position 1176: 1.927906240966105e-06
Position 1179: 8.366102235589471e-07
Position 25: 3.5049850723595734e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 936: 0.9829372882507733
Position 1098: 0.9578059866920607
Position 509: 0.9349085731946282
Position 273: 0.38082304331498795
Position 260: 0.366063832845885
Position 1716: 0.09565881945102053
Position 1786: 0.08546335345613337
Position 1114: 0.04215859298439176
Position 1943: 0.011997710598532378
Position 1507: 0.011381362908523434
Position 2022: 0.006827650880972421
Position 1528: 0.006779624958900778
Position 1657: 0.004741151956484809
Position 1646: 0.004419288164480714
Position 2951: 0.0028146360158427634
Position 1701: 0.0020848453613617887
Position 697: 0.001448226496348939
Position 739: 0.0008849219770320481
Position 685: 0.0005186927230211386
Position 871: 0.0004967683303054252
Position 903: 0.0002616095155852747
Position 736: 0.0002570347415839096
Position 291: 8.894550859760752e-05
Position 354: 8.199038367179092e-05
Position 1264: 2.8848832179981486e-05
Position 81: 2.752515529899799e-05
Position 425: 2.5728764183488378e-05
Position 392: 2.262445473319754e-05
Position 298: 1.6974810357685743e-05
Position 1279: 1.259191475623968e-05
Position 1205: 1.141218310737781e-05
Position 384: 1.1049412780388118e-05
Position 1393: 1.083986977356244e-05
Position 1006: 1.0406553905909878e-05
Position 436: 1.0240261219931235e-05
Position 1268: 2.9177048680720367e-06
Position 1125: 2.619466759778626e-07
Position 1135: 1.8504816876496864e-07
Position 1162: 1.5909099263960025e-07
Position 1360: 7.302240642850936e-08
