Gene = Max
index = 1270
Annotated 5SS: [ 204  345  768 1101]
Annotated 3SS: [ 278  659  976 1165]
SMsplice 5SS: [ 204  768 1101]
SMsplice 3SS: [ 278  976 1165]
top_k =  100
Partition function (log Z): 2.9608133969794923

Sorted 5' Splice Sites (High to Low Probability):
Position 1101: 0.9793444724328707
Position 204: 0.9343439132792309
Position 768: 0.7547539690197518
Position 345: 0.4385970959306272
Position 788: 0.20184424142774848
Position 25: 0.09425774088901374
Position 487: 0.05003115252615638
Position 215: 0.024644654001518964
Position 840: 0.016716836523608402
Position 449: 0.015835968128864186
Position 371: 0.013818927678964062
Position 1122: 0.007939594613863735
Position 199: 0.005836591053391527
Position 235: 0.005542206661355819
Position 1582: 0.003492888094009744
Position 1471: 0.0032399153544863174
Position 1537: 0.0024987584128210736
Position 468: 0.001723622103668421
Position 1641: 0.0013767818927537816
Position 736: 0.0011734936264132766
Position 51: 0.0009034988500215047
Position 1271: 0.0005364958572279993
Position 424: 0.0002942167416142182
Position 426: 0.0002672986380051267
Position 744: 0.00026491602746109717
Position 15: 0.0002128726487247575
Position 429: 0.00019635835696392515
Position 163: 0.0001616547212232144
Position 149: 3.476703323827573e-05
Position 3: 3.847102497102659e-06
Position 95: 1.5048435364684534e-06
Position 1437: 6.461104028804105e-07
Position 237: 8.10442129477501e-08
Position 239: 3.946178683985306e-08
Position 1041: 7.249138080650744e-09
Position 138: 1.17103463286505e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 976: 0.9981059151672701
Position 1165: 0.9843129978422754
Position 278: 0.8232443056371721
Position 659: 0.5144292587355124
Position 444: 0.06543959631940165
Position 95: 0.059428453683300575
Position 281: 0.04426195385753169
Position 109: 0.029459714022183055
Position 414: 0.019663401944404555
Position 1658: 0.00599164650683082
Position 1171: 0.0033519074674620147
Position 1534: 0.0032405614648891978
Position 668: 0.0028214032363659512
Position 149: 0.0016977196729355093
Position 1791: 0.0013767818927537838
Position 569: 0.00104187941170662
Position 344: 0.0007559205936545175
Position 1339: 0.0005364958572279992
Position 697: 0.00041945301018960965
Position 1021: 0.00020572017717627585
Position 154: 0.00010586863896893249
Position 189: 4.691433213426872e-08
Position 163: 1.9279048047671142e-08
Position 169: 2.9944866676705687e-09
Position 199: 2.934682506141895e-09
Position 212: 1.036086075793819e-09
Position 218: 4.049452976446924e-11
