Gene = nompC
index = 1820
Annotated 5SS: [ 1030  2339  5982  7464  9086 10196 10722 11079 12565 13163 13438 14206
 14679 16613 17585 18218]
Annotated 3SS: [ 2236  5879  7346  8992  9981 10425 10775 11136 12625 13230 13511 14591
 16382 17455 18108 18573]
SMsplice 5SS: [ 1030  2339  5817  5982  7464  9086 10196 10722 11079 12565 13163 13438
 14206 14679 18792]
SMsplice 3SS: [ 2236  5254  5879  7346  8992  9981 10425 10775 11136 12625 13230 13511
 14591 18573 18910]
top_k =  100
Partition function (log Z): 39.99707242664927

Sorted 5' Splice Sites (High to Low Probability):
Position 11079: 0.9999280932353614
Position 9086: 0.9998899525603658
Position 10196: 0.9992662580893988
Position 13163: 0.9974049362544408
Position 2339: 0.9913384581085581
Position 12565: 0.9911733460552983
Position 14206: 0.9822361934808677
Position 10722: 0.872733022736224
Position 5982: 0.8710171025882006
Position 18792: 0.8603777182142788
Position 14679: 0.8036041198681387
Position 13438: 0.7336063238177034
Position 1030: 0.6684259258151982
Position 5817: 0.5658472368029388
Position 7464: 0.5645699776686929
Position 5690: 0.4362329494948882
Position 13761: 0.34703674412573177
Position 13417: 0.251506444166113
Position 19284: 0.24957597932017395
Position 1169: 0.1914580577916409
Position 6319: 0.1748097407444835
Position 10726: 0.1230024793080045
Position 7865: 0.12091404385255053
Position 5647: 0.11515177074353161
Position 16010: 0.09540834543188742
Position 11257: 0.09231220596553658
Position 969: 0.09128342657995334
Position 9369: 0.07373856903018325
Position 2146: 0.06194181066222366
Position 9783: 0.049875898246684536
Position 9405: 0.04806071816791232
Position 5404: 0.04628820929318039
Position 7784: 0.035913011737277206
Position 15521: 0.029478896378629917
Position 13635: 0.025457434832600212
Position 9490: 0.023572353356309167
Position 9538: 0.01588573254064998
Position 16613: 0.014164695160399273
Position 1217: 0.013919176428534004
Position 11366: 0.013218959138451556
Position 6310: 0.011159492808061163
Position 13754: 0.010989921923813548
Position 11314: 0.010567466834998469
Position 9453: 0.010172750371897509
Position 1618: 0.008413706373840554
Position 13649: 0.007674756068816744
Position 13658: 0.007171646090406763
Position 13440: 0.006127527718163061
Position 11225: 0.005527622056755003
Position 2517: 0.005043549104436162
Position 1893: 0.004940215990443858
Position 13875: 0.004798207280688141
Position 13402: 0.004593861356664738
Position 4475: 0.003929099123031371
Position 5083: 0.003889873132026622
Position 10704: 0.0036460533637437276
Position 2640: 0.003558615043712621
Position 9751: 0.0034674230170168375
Position 13442: 0.0033418198869261547
Position 2916: 0.003113933383423479
Position 1757: 0.0030658565173014253
Position 11995: 0.0026636636677008023
Position 67: 0.002655214293527126
Position 5558: 0.0026485565742827917
Position 9443: 0.0026146662204779778
Position 5387: 0.002595520651997827
Position 3345: 0.0025570014008008254
Position 300: 0.002097957659746566
Position 28: 0.0020685927605234695
Position 421: 0.002018865119571827
Position 703: 0.00197100999158289
Position 3966: 0.0016604407694166359
Position 302: 0.0015718505985610528
Position 3694: 0.0013102006379624098
Position 298: 0.0012610829883827862
Position 1180: 0.0011028082977608605
Position 686: 0.001053199297287405
Position 304: 0.0010344320671014965
Position 11188: 0.0010274903469030248
Position 10882: 0.0008352807358611447
Position 364: 0.000790535656601884
Position 377: 0.0007895331334960695
Position 10571: 0.0007757155601251718
Position 501: 0.0007509396057107047
Position 982: 0.0006892903938903767
Position 904: 0.0006858135890525234
Position 13148: 0.0006503773709897384
Position 393: 0.0006037467080268846
Position 9216: 0.0005981709866648433
Position 10561: 0.0005812414461757089
Position 1089: 0.000545752046079496
Position 13420: 0.000526055537660011
Position 12828: 0.0004199568259939681
Position 268: 0.0003007641893130959
Position 4335: 0.00029843044165628926
Position 220: 0.00027771781131088395
Position 276: 0.0002651266339581875
Position 414: 0.000253983397196955
Position 10319: 0.00019757084781464498
Position 13314: 0.00017432740604228373
Position 13097: 0.0001663993425124389
Position 1596: 0.0001618481107644957
Position 10200: 0.00016077102098964474
Position 10710: 0.00016013791767326347
Position 294: 0.00015134896257110202
Position 9090: 0.00011004743962883041
Position 88: 0.00010553574747609096
Position 12979: 8.344391239297261e-05
Position 545: 3.854845891814306e-05
Position 11083: 3.230059427225723e-05
Position 13625: 2.160100788335702e-05
Position 11066: 1.8669905921909527e-05
Position 13618: 1.7895741971356643e-05
Position 324: 1.5626857450839148e-05
Position 308: 1.3699465948106125e-05
Position 10928: 9.685028367437486e-06
Position 360: 9.514682582823101e-06
Position 2521: 7.151046202836215e-06
Position 13360: 3.901943753359242e-06
Position 1206: 3.7542085257612267e-06
Position 531: 1.261026676426819e-06
Position 13375: 5.37006228314187e-07
Position 13365: 5.061742796628957e-07
Position 10911: 4.894144809371508e-07
Position 11659: 2.168543099049308e-09
Position 10949: 1.0595275501088408e-09
Position 11209: 5.6056308180937724e-12
Position 11280: 3.2533259166969895e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 13230: 0.9999738741756499
Position 13511: 0.9998835837095833
Position 2236: 0.9989576888806866
Position 11136: 0.997800822273616
Position 10425: 0.9959715642032417
Position 10775: 0.9957032277980293
Position 5879: 0.9904453006987952
Position 8992: 0.9799694786209714
Position 9981: 0.9154590624659291
Position 18573: 0.9151386933777975
Position 18910: 0.9117275121194026
Position 5254: 0.9113139528604299
Position 12625: 0.8684732709782564
Position 14591: 0.776824768349432
Position 7346: 0.6827756092990657
Position 9286: 0.2896432199681261
Position 13818: 0.2788794470801615
Position 19344: 0.24957597932017395
Position 5754: 0.24762873057415685
Position 12718: 0.11983302679959941
Position 11479: 0.11087443529346676
Position 15797: 0.06832392975167849
Position 13985: 0.046281153175246066
Position 14846: 0.0425445971517846
Position 13725: 0.040343333741678436
Position 7573: 0.03478055772505859
Position 14515: 0.024746605693881037
Position 6050: 0.024056179515868314
Position 16725: 0.0235053370054638
Position 4875: 0.020039893125345622
Position 15329: 0.019872151246473707
Position 6032: 0.018997369598717957
Position 1259: 0.01854122443897409
Position 13949: 0.01639928772360186
Position 1955: 0.014992304802054345
Position 15239: 0.011726922566543518
Position 1287: 0.011475355304565175
Position 7998: 0.010621805990641338
Position 6600: 0.009906415683692854
Position 6227: 0.009085619616429478
Position 11340: 0.008138671244127014
Position 9141: 0.006711212232468549
Position 1379: 0.006501172927446125
Position 1852: 0.00625078982661869
Position 12048: 0.006066426268383296
Position 9452: 0.005541882429875873
Position 1324: 0.004393140694248801
Position 13913: 0.004376810898727438
Position 12690: 0.004053064220232902
Position 6172: 0.0038896806553535062
Position 2779: 0.0035129374427489497
Position 9216: 0.0034614257409171746
Position 3463: 0.0034112700065550574
Position 10788: 0.0032558640882852322
Position 5495: 0.003210222066218853
Position 9193: 0.0030175943960001014
Position 6117: 0.0030155219199243253
Position 4394: 0.0026658304991860142
Position 10622: 0.002353352319367904
Position 9323: 0.0023309837667220153
Position 15403: 0.002317538494148029
Position 545: 0.002305998542915324
Position 10295: 0.0022660312151657667
Position 15235: 0.002032200896958177
Position 15303: 0.0015697606579295105
Position 618: 0.0013830245861618771
Position 6154: 0.0013011481414348948
Position 14454: 0.0012623663710788133
Position 2852: 0.0012435586192075247
Position 2205: 0.0010371796132535966
Position 10949: 0.0008251301316121349
Position 1044: 0.0007593830937686306
Position 9171: 0.0007334904453857753
Position 10298: 0.000699219150701779
Position 10800: 0.0006382842830630951
Position 3666: 0.000633341465647223
Position 3231: 0.0005012876737150723
Position 3877: 0.0004877290006784257
Position 9152: 0.0003806907325155075
Position 2952: 0.0003609243514700508
Position 9146: 0.000257303776464469
Position 14402: 0.00024149930761498025
Position 14392: 0.00014134761894517178
Position 324: 0.00014026720804171162
Position 10854: 8.451305786789438e-05
Position 14356: 8.097308832273617e-05
Position 14330: 6.465025098994947e-05
Position 14649: 3.72890382538571e-05
