Gene = Saf6
index = 1465
Annotated 5SS: [ 476  676 1708 2000]
Annotated 3SS: [ 528  728 1765 2056]
SMsplice 5SS: [ 476  676 1708 2000]
SMsplice 3SS: [ 528  728 1772 2056]
top_k =  100
Partition function (log Z): 2.903969918702958

Sorted 5' Splice Sites (High to Low Probability):
Position 676: 0.9991875769571965
Position 476: 0.9668990321470098
Position 2000: 0.9290009659141273
Position 1708: 0.9151367148562841
Position 196: 0.022860957372022424
Position 176: 0.021335410343195464
Position 1699: 0.012305102742388881
Position 1001: 0.01092703859473111
Position 208: 0.009126128294417328
Position 1459: 0.008670409928499332
Position 1113: 0.008102993734001878
Position 507: 0.008084921562141158
Position 369: 0.006845749354058827
Position 1938: 0.006810182760867018
Position 2509: 0.004013964421822586
Position 1254: 0.003913659381729908
Position 16: 0.0030713035607913084
Position 187: 0.0019212195215899401
Position 335: 0.0014124850791888705
Position 2037: 0.0011284779392857255
Position 1017: 0.001117965629305367
Position 2446: 0.0010052901268295439
Position 49: 0.0009909789905394196
Position 823: 0.0009364892048831911
Position 2085: 0.0008434123191341657
Position 278: 0.0008029972894941974
Position 11: 0.0006446875637120881
Position 2378: 0.0006021594637298437
Position 1953: 0.0005531197300296299
Position 658: 0.0005239101912644444
Position 223: 0.00048296943862508247
Position 1930: 0.0004331575263224477
Position 1012: 0.00039729806713876935
Position 1117: 0.0003777442482150882
Position 59: 0.0002963647830088754
Position 46: 0.00018040714758279854
Position 160: 0.00014114597497088917
Position 525: 7.168152189237385e-05
Position 414: 6.47591380809046e-05
Position 296: 6.268295655217874e-05
Position 77: 2.294305864484101e-05
Position 468: 2.2257332635118398e-05
Position 37: 2.1576542442049887e-05
Position 290: 8.900350394765497e-06
Position 363: 5.762291893454192e-06
Position 2032: 3.0441505393178447e-06
Position 62: 2.1777175823265858e-07
Position 624: 2.0565731717702519e-07
Position 1826: 1.5073904120594685e-07
Position 622: 1.2225210316975118e-07
Position 1964: 1.2185603750296203e-07
Position 680: 1.1691847276757185e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 728: 0.9989697778098917
Position 2056: 0.8824842395867155
Position 528: 0.8736415444906058
Position 1772: 0.6980346137085077
Position 1765: 0.15923319531165478
Position 566: 0.08750970723247772
Position 1784: 0.06299937156548842
Position 2114: 0.061408767485095626
Position 278: 0.059786597433299664
Position 1079: 0.014126115046064773
Position 537: 0.00762234462300256
Position 431: 0.006493991912916758
Position 2576: 0.0057457564046450435
Position 1529: 0.00503816663599584
Position 1296: 0.004614643636489409
Position 540: 0.004214883931279086
Position 1523: 0.0031423643233811638
Position 588: 0.0023635183066824782
Position 1400: 0.002143055271798365
Position 2244: 0.0014895428202314413
Position 407: 0.0010421508687113307
Position 2119: 0.0010332606120864675
Position 1877: 0.0009448886044613468
Position 2081: 0.0008618020826529533
Position 1602: 0.0008566499033995343
Position 1638: 0.0007845862136463724
Position 1781: 0.000768213837735676
Position 1314: 0.0007153943711675569
Position 404: 0.0006725600379122613
Position 2433: 0.000602159463729844
Position 115: 0.0005644029683811104
Position 618: 0.0004749243747275718
Position 118: 0.0003717069780024183
Position 887: 0.00023966898450560343
Position 363: 0.00012123235953795858
Position 235: 9.763968926703153e-05
Position 573: 4.637844767802542e-05
Position 171: 4.3594209628548904e-05
Position 296: 2.770059902382485e-05
Position 597: 1.753668203244891e-05
Position 138: 9.484205272011085e-06
Position 54: 8.04132935928307e-06
Position 956: 2.2481785179936986e-06
Position 948: 5.121602764381905e-07
