Gene = ebd1
index = 1687
Annotated 5SS: [522]
Annotated 3SS: [857]
SMsplice 5SS: [522]
SMsplice 3SS: [857]
top_k =  100
Partition function (log Z): -6.481400450391973

Sorted 5' Splice Sites (High to Low Probability):
Position 522: 0.9985784003063662
Position 2226: 0.19857427203100853
Position 1038: 0.06872892229481671
Position 1554: 0.004508023671477657
Position 1618: 0.002291302832564802
Position 1536: 0.0016030430959435443
Position 588: 0.0012993760454179221
Position 377: 0.00042697391938032706
Position 276: 0.00038182724606344143
Position 1241: 0.0002296151631034839
Position 56: 7.515227777067511e-05
Position 272: 6.437334732261349e-05
Position 550: 4.270263723533247e-05
Position 280: 1.836013209617304e-05
Position 176: 7.561828879740249e-06
Position 306: 5.362793232007179e-06
Position 634: 5.137059253813712e-06
Position 320: 2.833083533900674e-06
Position 781: 2.0503204445500803e-06
Position 535: 1.2976116889721157e-06
Position 616: 1.2929777653888797e-06
Position 221: 9.53868184714729e-07
Position 10: 6.959765821854142e-07
Position 103: 6.038690913278965e-07
Position 764: 5.737371515446829e-07
Position 640: 5.495503705291825e-07
Position 72: 4.0028751261071543e-07
Position 297: 3.989613247105206e-07
Position 205: 2.860222748415212e-07
Position 375: 2.5344271883627985e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 857: 0.7435077334320772
Position 2270: 0.19722262041725142
Position 2052: 0.11356930946739564
Position 753: 0.0975863291616745
Position 833: 0.0467299494066769
Position 1877: 0.0269272426653635
Position 1361: 0.016375738688565046
Position 1105: 0.007216687171889128
Position 1836: 0.005560926950909204
Position 2301: 0.0050150608144688665
Position 578: 0.003852356476607029
Position 1177: 0.0016719982735999414
Position 1850: 0.0015554317563095442
Position 912: 0.0013621279501345926
Position 1110: 0.0012074259135572871
Position 1749: 0.0010499089404660755
Position 915: 0.0010306896448407106
Position 717: 0.0009117144305362479
Position 605: 0.000870059196205051
Position 949: 0.0008323761918227595
Position 431: 0.0006335372237556633
Position 1880: 0.00046012354728472936
Position 1393: 0.000397594254597991
Position 1797: 0.0002959595966742872
Position 1573: 0.0001791083317126984
Position 332: 0.00015024548311994015
Position 1439: 0.00012908932262084094
Position 1454: 0.00010834422654255799
Position 1037: 9.995308226128315e-05
Position 1304: 8.509434796954967e-05
Position 1136: 6.196404898368716e-05
Position 964: 5.73711287945907e-05
Position 205: 4.154748175694374e-05
Position 393: 2.5169384205135096e-05
Position 329: 1.8192458786383536e-05
Position 241: 9.639311782852674e-06
Position 352: 9.498789814298654e-06
Position 110: 7.813373447710438e-06
Position 335: 5.431096692656399e-06
Position 425: 4.623719806567535e-06
Position 263: 3.6456912595943434e-06
Position 885: 3.596694637059436e-06
Position 437: 2.7839270161156504e-06
Position 473: 2.447722866042713e-06
Position 133: 1.8910382000222575e-06
Position 291: 9.505991522311516e-07
Position 872: 9.500987733543908e-07
Position 624: 3.434577103082415e-07
