Gene = RapGAP1
index = 1409
Annotated 5SS: [  744 42706 79168 79715]
Annotated 3SS: [42506 77454 79225 79799]
SMsplice 5SS: [  744 42706 78679 79168 79715]
SMsplice 3SS: [42506 77454 78739 79225 79799]
top_k =  100
Partition function (log Z): -77.4457642209716

Sorted 5' Splice Sites (High to Low Probability):
Position 744: 0.9999999999999741
Position 5506: 1.2171691259401936e-11
Position 175: 6.003040484236333e-12
Position 273: 2.8995231183871845e-12
Position 109: 8.964038324521361e-13
Position 264: 7.115629585826927e-13
Position 364: 5.964017947848346e-13
Position 346: 2.67612921396434e-13
Position 147: 2.1598865237550313e-13
Position 353: 1.8406911149879282e-13
Position 384: 9.37413437659518e-14
Position 154: 5.047546237480403e-14
Position 402: 4.816626030176382e-14
Position 368: 3.901193957874884e-14
Position 214: 3.8968357240794436e-14
Position 1344: 2.916895951835315e-14
Position 1696: 1.8677348858830712e-14
Position 1364: 9.494266083172228e-15
Position 186: 8.29184428679992e-15
Position 1127: 8.273158028079614e-15
Position 905: 6.123275197673643e-15
Position 973: 3.322194996491198e-15
Position 748: 2.0729264522422305e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 26711: 0.9900913777238823
Position 23319: 0.009903949383164433
Position 17703: 3.7962138026435672e-06
Position 15985: 4.225998198775373e-07
Position 14732: 2.161073048263578e-07
Position 14773: 1.0185288925816904e-07
Position 14231: 9.172405021101023e-08
Position 13575: 2.282989799395365e-08
Position 13345: 2.0491225000509805e-08
Position 9384: 7.379349651468427e-10
Position 9060: 1.1178034109819969e-10
Position 7055: 1.1113012816183441e-10
Position 8572: 4.107570768196819e-11
Position 4856: 1.906783474121097e-11
Position 7980: 1.8410169186788496e-11
Position 7781: 1.358643615591165e-11
Position 7105: 9.299409657183262e-12
Position 6229: 8.216082317208367e-12
Position 6879: 4.856152103440369e-12
Position 466: 3.999425449363447e-12
Position 5556: 3.3201002673248453e-12
Position 5770: 3.1318714456571593e-12
Position 434: 2.5266869371914187e-12
Position 405: 2.2082966596136388e-12
Position 402: 1.729009963113005e-12
Position 847: 1.316243697209334e-12
Position 1575: 1.0506388569411524e-12
Position 368: 7.011519666780664e-13
Position 411: 5.270980167418704e-13
Position 2226: 3.148077646662801e-13
Position 3860: 2.9144407651845793e-13
Position 4368: 2.1294416718585438e-13
Position 3630: 2.093431674935475e-13
Position 4154: 1.9892875224451466e-13
Position 344: 1.8514580106831557e-13
Position 1192: 1.8312776727939487e-13
Position 1049: 1.6220504185106737e-13
Position 816: 1.1711917803036225e-13
Position 382: 9.58732792706432e-14
Position 1167: 8.880728659886715e-14
Position 214: 7.918954647515938e-14
Position 2255: 6.229721764765123e-14
Position 2577: 4.552882476169194e-14
Position 2778: 3.269523904382853e-14
Position 1522: 2.6237605377062016e-14
Position 2276: 1.9117287155830044e-14
Position 2377: 1.778662137527619e-14
Position 853: 1.032491097488298e-14
Position 991: 7.995614835198162e-15
Position 1206: 7.638933476080405e-15
Position 1617: 7.560361696133522e-15
Position 1389: 6.887410335576917e-15
Position 894: 6.78658853380145e-15
Position 1127: 5.479492549016782e-15
Position 823: 5.1052940001859565e-15
Position 384: 5.916395560983882e-16
Position 476: 4.397828615456631e-16
Position 346: 2.1664946608898284e-16
Position 173: 1.312013988153451e-16
