Gene = sty
index = 1901
Annotated 5SS: [511]
Annotated 3SS: [20013]
SMsplice 5SS: [511]
SMsplice 3SS: [20013]
top_k =  100
Partition function (log Z): -13.195678653742789

Sorted 5' Splice Sites (High to Low Probability):
Position 511: 0.9993367659154697
Position 1957: 0.11370842877455016
Position 260: 0.045586168687299
Position 176: 0.0406133008206647
Position 10103: 0.032829149980946465
Position 182: 0.016625095883821016
Position 1603: 0.005655920442675997
Position 166: 0.004445429198817495
Position 218: 0.004038633459472387
Position 151: 0.004018379349332947
Position 157: 0.00282671950985432
Position 101: 0.002060088380040214
Position 1789: 0.0006475479100230477
Position 327: 0.00013483246814105466
Position 15: 0.00013219279754038017
Position 188: 9.728634728066568e-05
Position 51: 6.822304615810937e-05
Position 190: 2.9736192384728575e-05
Position 32: 1.83041342446682e-05
Position 98: 1.5457845950341574e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 20013: 0.9998572923912994
Position 314: 0.06621564274705455
Position 1828: 0.039553313198013945
Position 9983: 0.0328296144322237
Position 258: 0.029411206630369262
Position 1875: 0.027120654902673492
Position 564: 0.022067044226692065
Position 1667: 0.014488787891191396
Position 1692: 0.014452669856335757
Position 377: 0.00989821819230816
Position 327: 0.005510864875833781
Position 332: 0.005190390222757795
Position 218: 0.0030277842784452703
Position 946: 0.0019303312021354054
Position 342: 0.00118501168550573
Position 15482: 0.00014089638576996396
Position 264: 4.125050484541074e-06
Position 98: 1.046905856637955e-06
Position 11533: 7.54365573496067e-07
Position 388: 7.194122436251358e-07
Position 11815: 5.867796463176686e-07
Position 479: 2.157861299207606e-07
Position 166: 1.8633704692677635e-07
Position 494: 1.6302947404127633e-07
Position 458: 1.3466231462954315e-07
Position 4834: 1.9922509760393482e-09
Position 6696: 1.5847270780433127e-09
Position 4663: 5.731351736874345e-10
Position 6050: 4.413756060992471e-10
Position 5641: 3.880093651298281e-10
Position 1731: 3.3733066900813843e-10
Position 3534: 1.5203399742672476e-10
Position 4041: 8.37168449649296e-11
Position 2096: 3.405786220734885e-11
Position 3754: 2.705082828039754e-11
Position 2964: 2.504635607338452e-11
Position 2694: 2.2747196787374196e-11
Position 2159: 1.2025300148907885e-11
Position 2752: 5.610884953693323e-12
Position 1298: 4.290673531587997e-12
Position 1099: 2.1443387673533827e-12
Position 1800: 2.12927634848149e-12
Position 1017: 1.9849594063072196e-12
Position 1837: 1.8963801477530113e-12
Position 570: 1.6543230079426867e-12
Position 589: 1.2514373126058636e-12
Position 663: 9.64278138847104e-13
Position 644: 7.300049622976279e-13
Position 904: 5.758962327373818e-13
Position 831: 5.04391379143526e-13
Position 1491: 4.783815481050696e-14
