Gene = cass
index = 1643
Annotated 5SS: [ 240  490 1196 1472 1730 1979]
Annotated 3SS: [ 327  661 1270 1526 1791 2045]
SMsplice 5SS: [ 277  490 1196 1472 1730 1979 2481]
SMsplice 3SS: [ 327  661 1270 1526 1791 2045 2533]
top_k =  100
Partition function (log Z): 27.23287259800523

Sorted 5' Splice Sites (High to Low Probability):
Position 1196: 0.9992256171040574
Position 1472: 0.9970850645538673
Position 1730: 0.9959780704055838
Position 1979: 0.9930536505397352
Position 490: 0.9848333544386918
Position 2481: 0.9474788679745563
Position 277: 0.7386026272443192
Position 240: 0.25265594944361125
Position 2301: 0.07572884671299383
Position 728: 0.012850145301831064
Position 2315: 0.01060153386616262
Position 2294: 0.010266094013412816
Position 52: 0.007459616514728734
Position 785: 0.0070613609737290505
Position 494: 0.006461217315144767
Position 2354: 0.0036053570458013263
Position 260: 0.0035316409356907367
Position 1734: 0.003141067587257823
Position 560: 0.0028639464429009716
Position 407: 0.0025401277591485132
Position 932: 0.0017762603245767726
Position 564: 0.0017327068030665647
Position 1463: 0.0015006831895625456
Position 114: 0.0012524999221086065
Position 2478: 0.0010999125763171364
Position 585: 0.0008987872440629037
Position 924: 0.0008546763000813631
Position 547: 0.0006299231885090058
Position 149: 0.0005443640336999947
Position 732: 0.00039716014992481803
Position 1485: 0.00035782239559118285
Position 1613: 0.000338720397978004
Position 1391: 0.0003183918206518284
Position 109: 0.00030238044097996456
Position 2863: 0.0002777963380292069
Position 43: 0.0002449818784498471
Position 895: 0.0002417392418460707
Position 212: 0.00023222321158690212
Position 1952: 0.0001537555403923604
Position 2641: 0.0001500539280541499
Position 1991: 0.0001487149972536316
Position 1478: 0.00014169874219741407
Position 79: 9.219600126555371e-05
Position 2713: 8.574299241427732e-05
Position 191: 6.732982097655096e-05
Position 508: 6.52189990182551e-05
Position 598: 5.864329964819059e-05
Position 1145: 5.610478356581974e-05
Position 2790: 4.8320814606142915e-05
Position 1967: 4.208131079348477e-05
Position 498: 3.7373182080497404e-05
Position 1304: 3.6070957977947354e-05
Position 18: 3.5431853104361114e-05
Position 1200: 3.294395446973457e-05
Position 468: 3.154270355277046e-05
Position 107: 3.040058746759945e-05
Position 29: 2.5677915655206773e-05
Position 1165: 1.553104983630961e-05
Position 1454: 1.0598640892703705e-05
Position 1476: 8.81566506381259e-06
Position 1651: 8.106127604018628e-06
Position 1148: 7.82507492651286e-06
Position 1512: 6.481351129652213e-06
Position 1657: 4.806606376736197e-06
Position 1355: 3.5186820009143164e-06
Position 1583: 2.0797287654698863e-06
Position 5: 1.5911509929246438e-06
Position 291: 1.3422867362328602e-06
Position 153: 9.365833465636228e-07
Position 2036: 6.4619709704217e-07
Position 1604: 6.052898793665461e-07
Position 1662: 4.7676253097505717e-07
Position 459: 2.0607877838182132e-07
Position 399: 5.320585970371625e-08
Position 2485: 2.7805654183287937e-08
Position 2263: 2.3107667541079654e-08
Position 2196: 3.6047900185112002e-09
Position 962: 2.661093156104292e-11
Position 751: 2.5017162185578844e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1791: 0.9971074481616061
Position 327: 0.9970826307801103
Position 661: 0.9949554436273571
Position 1270: 0.993662553729546
Position 2045: 0.9725394844642193
Position 1526: 0.9511928010191851
Position 2533: 0.9342526501089449
Position 2365: 0.07312263159519572
Position 1547: 0.04212224358936152
Position 2372: 0.01802531617468949
Position 2051: 0.01646912272776255
Position 2641: 0.00933537222958496
Position 850: 0.00867371565322535
Position 2944: 0.00769243053434888
Position 773: 0.007254421096361004
Position 149: 0.0068795445615001385
Position 988: 0.006735816226532081
Position 1589: 0.005799769211155388
Position 1330: 0.0025166306927309656
Position 1801: 0.0024820114471957515
Position 2419: 0.0022353395586595455
Position 609: 0.002079268478930327
Position 2899: 0.0018461548024501923
Position 2091: 0.0017904674218181594
Position 2195: 0.001714268888383471
Position 1380: 0.001564617679714046
Position 784: 0.0014458670963129964
Position 2697: 0.0013955744991010495
Position 1355: 0.0013081794035688199
Position 2402: 0.001074166912853061
Position 554: 0.0009388366040264372
Position 673: 0.0008969388738914045
Position 124: 0.0006147823798873487
Position 2701: 0.00038824548003856365
Position 1390: 0.0002857883692057591
Position 2823: 0.00022775979799253234
Position 2004: 0.00015102095019874748
Position 2790: 0.0001460316819017137
Position 170: 0.00013616682027682307
Position 2108: 0.0001299195969353195
Position 1454: 0.00011553729694227013
Position 781: 0.00011443051511482863
Position 2447: 9.149777329167206e-05
Position 932: 7.93058711047931e-05
Position 2156: 6.59499991233948e-05
Position 114: 6.35957877081064e-05
Position 167: 5.807726960099624e-05
Position 346: 5.771435444544003e-05
Position 1651: 5.348725526147549e-05
Position 703: 5.279436909702888e-05
Position 1823: 5.039475350769731e-05
Position 2873: 4.681083177142048e-05
Position 713: 4.628135188495285e-05
Position 615: 4.2352096722101516e-05
Position 1810: 3.8705329282327536e-05
Position 1418: 3.569918309816728e-05
Position 910: 3.0287891342726475e-05
Position 1657: 2.5826974518571294e-05
Position 183: 1.5663655539144813e-05
Position 357: 1.2833784879822442e-05
Position 366: 1.0939061405672352e-05
Position 459: 8.536599607437618e-06
Position 399: 6.611315861270388e-06
Position 378: 6.483410701483576e-06
Position 1604: 6.085271400404475e-06
Position 348: 5.606042629970178e-06
Position 1828: 5.1742351431168936e-06
Position 206: 4.491409697491751e-06
Position 1699: 4.0929483299965754e-06
Position 1364: 4.0452814770344764e-06
Position 2159: 2.4875549521139083e-06
Position 1674: 2.0249451403859223e-06
Position 451: 9.627145197924797e-07
Position 218: 7.542277704840663e-07
Position 1813: 6.870659253538595e-07
Position 1870: 4.50775753476806e-07
Position 240: 4.96760500665526e-08
Position 384: 1.1980228162494147e-09
Position 445: 6.092155290635943e-11
