Gene = Spindly
index = 1513
Annotated 5SS: [ 550  780 1062 1262 1501]
Annotated 3SS: [ 613  845 1119 1401 1560]
SMsplice 5SS: [ 550  780 1062 1501]
SMsplice 3SS: [ 613  845 1119 1560]
top_k =  100
Partition function (log Z): 6.639177391502416

Sorted 5' Splice Sites (High to Low Probability):
Position 1501: 0.9962918913681655
Position 550: 0.9936187677022816
Position 1062: 0.9892258086706365
Position 780: 0.9656838097226162
Position 1262: 0.22640470650002414
Position 1359: 0.10772057017348648
Position 1354: 0.03742446461265732
Position 783: 0.026614523399653
Position 1223: 0.009749923958211284
Position 1940: 0.005922911559408469
Position 2735: 0.005082945612779992
Position 2477: 0.004553997618384632
Position 1992: 0.004203216763047277
Position 2252: 0.003906856966674276
Position 1865: 0.0034097278879632437
Position 1706: 0.003118513042618494
Position 1313: 0.0024269300178457213
Position 405: 0.002406877607597799
Position 2745: 0.0018550543955952303
Position 728: 0.0014760341785489777
Position 417: 0.0012611359593514976
Position 343: 0.0011838532931321402
Position 1066: 0.0011533957825887466
Position 2042: 0.0007338632673207191
Position 2732: 0.0006201717948751455
Position 535: 0.0006003472345624264
Position 641: 0.0004945625545215953
Position 501: 0.00037963407135396706
Position 476: 0.0003754474892414445
Position 1083: 0.00018487557517008962
Position 569: 0.00016697261294444576
Position 1281: 0.00013590722702603607
Position 1227: 0.00011502103159686146
Position 1268: 0.00010859798344268072
Position 1087: 8.511933024481748e-05
Position 288: 3.106876861805078e-05
Position 978: 2.668738118761809e-05
Position 84: 1.2805781643609237e-05
Position 1041: 1.1424865778095106e-05
Position 1023: 8.292942124489835e-06
Position 711: 7.516635159650028e-06
Position 281: 7.0714401259221685e-06
Position 33: 4.511231572923189e-06
Position 195: 4.148436171755823e-06
Position 449: 3.659883070065253e-06
Position 11: 3.6078882790593314e-06
Position 224: 2.2561243456498416e-06
Position 76: 1.7773146703671485e-06
Position 316: 6.927584908913095e-07
Position 1712: 4.949728116183274e-07
Position 64: 3.0594219783881485e-07
Position 1108: 2.946396901776626e-07
Position 995: 2.88621372111551e-07
Position 246: 2.1029009808792178e-07
Position 1481: 1.6981749632972472e-07
Position 1710: 5.204022945382149e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 845: 0.9942869104011299
Position 1560: 0.9937983434085109
Position 613: 0.9928077294131772
Position 1119: 0.8103543371484112
Position 1401: 0.5226227561861729
Position 1165: 0.016616329724752757
Position 2092: 0.014877163395582352
Position 1193: 0.0144401208803679
Position 1124: 0.0083503520041298
Position 2802: 0.0069712802796174315
Position 2532: 0.004590200676815103
Position 2317: 0.0039068569666742764
Position 463: 0.003383944272333707
Position 635: 0.0028723291108186306
Position 1760: 0.0017237163423872222
Position 1651: 0.0012718922972187812
Position 2032: 0.0008447652335802339
Position 2056: 0.0007799976870480201
Position 1739: 0.0007375759156366597
Position 2836: 0.0005868915236329364
Position 2035: 0.0003850769729769976
Position 874: 0.0003696675400876502
Position 1105: 0.0003359006543990972
Position 822: 0.00033432027579571015
Position 1358: 0.00028205141817406006
Position 1453: 0.00017800638040074465
Position 1330: 0.00016760654795039165
Position 1196: 0.0001469213681676753
Position 1313: 0.00012232824140717132
Position 1354: 0.00012035518320956001
Position 1450: 9.958726860865571e-05
Position 1108: 7.894184681990133e-05
Position 853: 7.568043085881062e-05
Position 492: 7.238453132889609e-05
Position 1170: 7.017515558829184e-05
Position 416: 5.698184449474504e-05
Position 1041: 3.225435004960054e-05
Position 658: 2.841747698868795e-05
Position 207: 1.2742078236832912e-05
Position 405: 9.069450109659821e-06
Position 673: 7.568838977824009e-06
Position 62: 3.5533897429899727e-06
Position 390: 3.3265789901088614e-06
Position 904: 2.432188943611789e-06
Position 888: 1.4443155030449532e-06
Position 960: 8.272845481194542e-07
Position 342: 7.024735360570773e-07
Position 264: 5.024746457469813e-07
Position 111: 4.6459334053099844e-07
Position 114: 3.0747333844469846e-07
Position 426: 2.570606862156509e-07
Position 507: 2.42860981471798e-07
Position 90: 1.8305489380689243e-07
Position 694: 2.68919186528503e-10
