Gene = mTerf3
index = 1783
Annotated 5SS: [819]
Annotated 3SS: [877]
SMsplice 5SS: [819]
SMsplice 3SS: [877]
top_k =  100
Partition function (log Z): -2.531563385915502

Sorted 5' Splice Sites (High to Low Probability):
Position 819: 0.9885231932670889
Position 146: 0.03198186302538391
Position 791: 0.009788997958125635
Position 168: 0.006407882036083904
Position 521: 0.00255628907722235
Position 404: 0.0021613850947125655
Position 345: 0.0007748468370837616
Position 377: 0.0004686278499244655
Position 630: 0.0004528430052146933
Position 788: 0.00026912534459688244
Position 132: 0.00025361516808421436
Position 823: 0.0001596384777349817
Position 676: 0.00015597529435829393
Position 51: 0.00010146880882837221
Position 213: 9.204058869906911e-05
Position 303: 7.795411284447982e-05
Position 263: 7.16013401570233e-05
Position 290: 5.0083116193296244e-05
Position 780: 3.361553797399586e-05
Position 134: 3.06329128254782e-05
Position 730: 2.8628717110983518e-05
Position 39: 1.6822920854006047e-05
Position 1115: 7.554255492068192e-06
Position 152: 3.7164903052430004e-06
Position 621: 2.1873292662781e-06
Position 332: 1.6384330075960211e-06
Position 1002: 1.3830955894209992e-06
Position 995: 1.2094414899645074e-06
Position 428: 1.2236966442817064e-11
Position 853: 1.1892602957105122e-11
Position 440: 1.1306055248844943e-11
Position 154: 2.025914766833032e-12
Position 230: 1.6536108596007784e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 877: 0.9997313613488277
Position 609: 0.015434676395320443
Position 462: 0.012012321292272305
Position 230: 0.003363642789750494
Position 313: 0.002494162407855083
Position 436: 0.0024204412678778906
Position 730: 0.002075497133059624
Position 196: 0.0017228221873054211
Position 643: 0.0014367800282444156
Position 580: 0.0013950029557477483
Position 687: 0.0005825009294852799
Position 184: 0.0003997962244068489
Position 218: 0.00028613767141583217
Position 748: 0.00027085351087208166
Position 227: 0.00025008795314304194
Position 918: 0.00013381148874619457
Position 324: 9.455301389524829e-05
Position 942: 8.20362028700273e-05
Position 345: 6.967475895128485e-05
Position 514: 6.164782112463232e-05
Position 493: 5.867513416423119e-05
Position 385: 5.351800556234126e-05
Position 905: 1.4998503646849375e-05
Position 845: 1.2589749896560068e-05
Position 1169: 7.554255492068192e-06
Position 951: 3.7125588688049288e-06
Position 983: 3.3714494855598433e-06
Position 1072: 2.5925370793855064e-06
