Gene = pns
index = 1840
Annotated 5SS: [ 106  853 1018 1996 2349 3492 3821 4697 5099 5292 5600 5822 6007 6456]
Annotated 3SS: [ 386  907 1582 2058 2410 3613 4518 4758 5161 5348 5675 5887 6072 6516]
SMsplice 5SS: [ 853 1996 2349 3492 3821 4697 5099 5292 5600 5822 6007 6456]
SMsplice 3SS: [ 907 2058 2410 3613 4518 4758 5161 5348 5675 5887 6072 6516]
top_k =  100
Partition function (log Z): 46.424418497650684

Sorted 5' Splice Sites (High to Low Probability):
Position 5822: 0.999867342576995
Position 5099: 0.9994535986031318
Position 3492: 0.9989709716563603
Position 5292: 0.996881797031689
Position 6456: 0.996250211921439
Position 853: 0.9935962986695699
Position 6007: 0.9932416518270641
Position 4697: 0.992824871188157
Position 2349: 0.9858523527185437
Position 5600: 0.9489500765147534
Position 1996: 0.9459617118265493
Position 3821: 0.7000571538097672
Position 1018: 0.3067998772223323
Position 4016: 0.23153137329605047
Position 1267: 0.08276411776066785
Position 315: 0.07513586331329987
Position 3871: 0.07499738507507327
Position 7564: 0.049134685896606356
Position 4134: 0.04312135694105788
Position 1090: 0.04168396223580367
Position 5604: 0.03765115935196171
Position 334: 0.024327624891021887
Position 1220: 0.021979299624940375
Position 1915: 0.02073928598036735
Position 1070: 0.019054332393097152
Position 3202: 0.018732019218214647
Position 3723: 0.014515160588189361
Position 6659: 0.012216159720240661
Position 106: 0.009711454655788734
Position 1062: 0.009193362539353515
Position 2435: 0.009157797514112748
Position 1166: 0.00842686938864772
Position 2308: 0.008024285084744587
Position 4869: 0.007123155162804433
Position 4130: 0.006847388204927764
Position 675: 0.006422002747355273
Position 6789: 0.006354451793468486
Position 4640: 0.00440106880931649
Position 3020: 0.004242477038734498
Position 1954: 0.00343108922426338
Position 2126: 0.003221015426298309
Position 1033: 0.0028824346408194727
Position 3302: 0.002814171328693488
Position 6436: 0.0018906589588730284
Position 5560: 0.0016397747149745076
Position 202: 0.0016099037278340103
Position 6172: 0.001093884181806818
Position 5287: 0.001077128453219767
Position 1098: 0.0008833061817274037
Position 7223: 0.0008760632392132509
Position 4699: 0.0008014448305843311
Position 4718: 0.0007706462987644539
Position 27: 0.0006927982692022947
Position 6803: 0.000610120193888468
Position 6022: 0.0005655030738067994
Position 5969: 0.00047615332731843147
Position 5529: 0.00046487438860177207
Position 57: 0.0004469051826937943
Position 3809: 0.0003953259942774032
Position 3989: 0.0003795469436791115
Position 5296: 0.0003576926414242558
Position 7590: 0.0003517082002600023
Position 187: 0.00031029940598348044
Position 444: 0.0002978034533206249
Position 3998: 0.0002853509159035227
Position 5987: 0.00023271777371499126
Position 5108: 0.00022561521721178968
Position 2287: 0.00021505844113646732
Position 5103: 0.0002131380299950801
Position 306: 0.00017499042284766766
Position 5404: 0.00015937804991426584
Position 5280: 0.00013545953567105232
Position 30: 0.00012855097873879236
Position 2330: 0.00011431425256166963
Position 372: 0.00011151472741645672
Position 223: 0.00011025601341639249
Position 2665: 0.0001059248250417074
Position 5484: 0.00010004016942526814
Position 244: 8.933006199927252e-05
Position 208: 6.627582261626987e-05
Position 235: 6.527195890755879e-05
Position 5972: 5.954095972039963e-05
Position 231: 5.947136079876045e-05
Position 5809: 5.9361689997110503e-05
Position 3043: 5.913374303748152e-05
Position 5616: 5.526234324850368e-05
Position 238: 2.922889555029017e-05
Position 93: 2.2747900193702065e-05
Position 5783: 2.197468641596506e-05
Position 3008: 2.01034091155467e-05
Position 5837: 1.8116296030593374e-05
Position 154: 1.7466976067162034e-05
Position 5131: 1.5725884491101223e-05
Position 6409: 1.2265715195895469e-05
Position 829: 1.2168989668185815e-05
Position 5447: 1.1275343859871539e-05
Position 857: 1.0039333279638655e-05
Position 5713: 5.5360353222272454e-06
Position 6389: 2.3159993161082885e-06
Position 6134: 1.0200951838334476e-06
Position 5789: 8.281287542714379e-07
Position 2280: 6.059599899741029e-07
Position 6366: 5.886625494353566e-07
Position 2159: 3.632125994327355e-07
Position 6329: 3.127717824016422e-07
Position 6287: 1.3703130346803946e-07
Position 6293: 1.2873585550235811e-07
Position 5960: 3.0218324792423843e-08
Position 6025: 6.084095746500231e-09
Position 5953: 5.850016502626437e-09
Position 5271: 2.703120435061005e-10
Position 5239: 1.2694284452516548e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5887: 0.9996730642697224
Position 5675: 0.9945151332146854
Position 2410: 0.9941833134859351
Position 6072: 0.9940782381077179
Position 5348: 0.9923733360706183
Position 6516: 0.9916650125990437
Position 4758: 0.9814582885278744
Position 5161: 0.9675430985102006
Position 2058: 0.9171196466042102
Position 3613: 0.8986964266071096
Position 907: 0.7446840542733295
Position 4518: 0.7103949181756267
Position 1582: 0.6241700264829306
Position 4069: 0.17994134705626166
Position 386: 0.10967665698134561
Position 4298: 0.08037592442112754
Position 2074: 0.0793613138513107
Position 3649: 0.0758515481315769
Position 3871: 0.06924747112686637
Position 1165: 0.048453294260347717
Position 7628: 0.0473088897162023
Position 4184: 0.03919747962718945
Position 5192: 0.03180202023179675
Position 3276: 0.02872498241532565
Position 1597: 0.024645615296678303
Position 4947: 0.023940896218950306
Position 1084: 0.01003277414246745
Position 3875: 0.00923884963139433
Position 1276: 0.007910240360944589
Position 6551: 0.007791291264780703
Position 743: 0.007309655902580167
Position 7221: 0.005503014663396087
Position 3393: 0.005477956028677797
Position 7644: 0.004906767940967301
Position 7184: 0.004790482433319984
Position 2177: 0.0036000743451060904
Position 6911: 0.0033967736176124647
Position 3881: 0.003345420310616255
Position 7127: 0.0032269181588914244
Position 3574: 0.002494550388529072
Position 3899: 0.0017538052131553783
Position 369: 0.0015464066376511152
Position 3911: 0.0015375767193344058
Position 1060: 0.0005509910282469015
Position 109: 0.0004514950279448036
Position 5213: 0.0004181339677162713
Position 4773: 0.0004176928060090297
Position 7077: 0.0004103425132873875
Position 5893: 0.0003114402303938254
Position 5677: 0.0003082229299367883
Position 5713: 0.0002906030765807926
Position 6235: 0.00022214668941646608
Position 1098: 0.00019037467561822138
Position 725: 0.00015824141467163217
Position 526: 0.0001574587546733572
Position 4779: 9.769849621632687e-05
Position 5201: 9.480828319885912e-05
Position 154: 8.498713020955559e-05
Position 737: 8.207843989647872e-05
Position 89: 7.179610907746934e-05
Position 6254: 7.044452756787088e-05
Position 183: 5.7795158764023946e-05
Position 467: 4.666475787349768e-05
Position 5736: 3.9519049123697594e-05
Position 418: 2.9424543671382106e-05
Position 200: 1.1313235562852256e-05
Position 3772: 9.589353323383557e-06
Position 127: 8.943927091965933e-06
Position 3670: 8.85691907307286e-06
Position 180: 8.349445347654746e-06
Position 948: 4.40566733072479e-06
Position 975: 3.914004314295941e-06
Position 5253: 2.4214205271696567e-06
Position 5854: 5.093731901959966e-07
