Gene = Sh3beta
index = 1498
Annotated 5SS: [ 371 1702 2819 3099 4191]
Annotated 3SS: [1275 2743 3049 3151 4298]
SMsplice 5SS: [371]
SMsplice 3SS: [1275]
top_k =  100
Partition function (log Z): -7.274681542468883

Sorted 5' Splice Sites (High to Low Probability):
Position 371: 0.6379962666826915
Position 1198: 0.3831419545191323
Position 1702: 0.281107063312602
Position 2819: 0.19685887242529
Position 1164: 0.19671085064985874
Position 3099: 0.13685488413632832
Position 34: 0.09394537328940761
Position 543: 0.05987502323989233
Position 1414: 0.01121193520402353
Position 539: 0.009607295698715207
Position 768: 0.0060312367866214075
Position 628: 0.004281634281245717
Position 576: 0.0031095890968514985
Position 580: 0.003032447578273332
Position 535: 0.0029009514670307155
Position 616: 0.0021599931005706345
Position 2639: 0.0020045527433526188
Position 1478: 0.00044433775671616526
Position 1142: 0.00038816378512832543
Position 1112: 0.0003756202461406056
Position 437: 0.00028214676733246465
Position 972: 0.00026581248259760265
Position 191: 0.00021088021804888248
Position 896: 0.000199484055423467
Position 650: 9.521673817284509e-05
Position 780: 7.804696723209888e-05
Position 764: 7.194604655062407e-05
Position 155: 7.097231815073437e-05
Position 8: 5.4307064425240615e-05
Position 719: 4.421011791514534e-05
Position 1406: 3.7743554111269e-05
Position 375: 3.74277276505041e-05
Position 1329: 2.1070610061118172e-05
Position 86: 1.3896474025821864e-05
Position 531: 1.0979870918459537e-07
Position 258: 2.630412798574893e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1275: 0.9966484482250648
Position 3151: 0.1761643923677659
Position 1011: 0.17025172376009817
Position 2743: 0.16673360180243388
Position 2869: 0.10134070797730652
Position 129: 0.0858138299501161
Position 601: 0.06638082932828065
Position 1869: 0.05655735474917763
Position 3049: 0.04835686106881641
Position 976: 0.028733032419380893
Position 1943: 0.02135801071063672
Position 453: 0.017248892872598405
Position 1761: 0.01715858344015006
Position 443: 0.011660586151608148
Position 759: 0.009562189448824166
Position 1804: 0.008739149152057384
Position 2911: 0.007851795147729495
Position 2730: 0.006880095746026332
Position 700: 0.006862351227862411
Position 2571: 0.0048582639476163775
Position 2050: 0.0048146497431534605
Position 2697: 0.004095190740692965
Position 93: 0.0037642253123082894
Position 2061: 0.003573245890631627
Position 1839: 0.0023515636037071876
Position 874: 0.0022333458426444133
Position 84: 0.00164022178540672
Position 155: 0.0008028361464981595
Position 2075: 0.0005451307855979392
Position 1590: 0.00039521644003544644
Position 1536: 5.938403971197894e-05
Position 1452: 5.8814164172387175e-05
Position 261: 1.5758710146435072e-05
Position 467: 9.108535431692068e-06
Position 176: 8.612332591909592e-07
Position 194: 5.31145200566241e-07
Position 202: 4.1563788368583456e-07
Position 313: 1.4399437550070584e-07
