Gene = Fhos
index = 1165
Annotated 5SS: [13011 23699 29039 31439 31687 31981 32297 32613 32819 33726 34102 35687
 35899 36890 37682 43608]
Annotated 3SS: [23377 28928 31379 31501 31756 32074 32352 32680 33002 33899 35319 35751
 36550 36965 43380 44501]
SMsplice 5SS: [  877  9507 29039 31439 31687 31981 32297 32613 32819 33726 34102 35687
 35899 36890 37682 43608]
SMsplice 3SS: [ 9430 28928 31379 31501 31756 32074 32352 32680 33002 33899 35319 35751
 36550 36965 43380 44501]
top_k =  100
Partition function (log Z): 41.4514169625615

Sorted 5' Splice Sites (High to Low Probability):
Position 29039: 0.9999999999999982
Position 37682: 0.9999956700215077
Position 36890: 0.9996318738543553
Position 34102: 0.9992862372805983
Position 31439: 0.9927833226129954
Position 32297: 0.9910371431961706
Position 32819: 0.9896492502499012
Position 35687: 0.9743351018128561
Position 32613: 0.970323499690173
Position 877: 0.9563074079007418
Position 43608: 0.9440082695517392
Position 35899: 0.9275771569299435
Position 31981: 0.8949033068390241
Position 9507: 0.8904475322271583
Position 33726: 0.8524113399389563
Position 31687: 0.6665584579451854
Position 5762: 0.5089120228435255
Position 36216: 0.48352151001383836
Position 9267: 0.2291113570668591
Position 34762: 0.22160715727066763
Position 35039: 0.21525208860081685
Position 6454: 0.21494162404816713
Position 6919: 0.15849614139114876
Position 34551: 0.10595842730374284
Position 44203: 0.10459550188116486
Position 30866: 0.08150178841841488
Position 34824: 0.046228788451689526
Position 6038: 0.04219699340641827
Position 6030: 0.035187042610819244
Position 34444: 0.03167565421730828
Position 43625: 0.023607368704851903
Position 103: 0.016949114975263538
Position 32543: 0.012725653943117442
Position 407: 0.012587625834504438
Position 35655: 0.010895956328201286
Position 32279: 0.008687071845987274
Position 605: 0.0069002932728575135
Position 32592: 0.005836248333222676
Position 853: 0.004763755418147607
Position 6410: 0.003468662349645371
Position 33633: 0.002843962768354278
Position 158: 0.0024918025984821466
Position 33170: 0.002486626000449935
Position 35581: 0.0024013005146154088
Position 34224: 0.002357179256823316
Position 31919: 0.0020338308084955166
Position 32452: 0.001639425866523209
Position 32364: 0.0010272408509738348
Position 32556: 0.0008568852428058181
Position 32030: 0.0007212914484174663
Position 32586: 0.0006405157121675451
Position 6158: 0.0006255852647621269
Position 32498: 0.0005230591192083762
Position 35595: 0.0004940253075046472
Position 36885: 0.00036812614564439285
Position 32301: 0.0002743523957111936
Position 39218: 4.857903297039175e-06
Position 32289: 1.4024518606232237e-06
Position 31624: 5.762117171838162e-07
Position 32227: 4.914352140763142e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 28928: 1.0000000000000018
Position 35319: 0.9999999999999979
Position 36965: 0.999999993266051
Position 32074: 0.9989771882919402
Position 32352: 0.9969930674669937
Position 33899: 0.9968079326240331
Position 32680: 0.9965323641171615
Position 31501: 0.9915285645644656
Position 35751: 0.9749783012904476
Position 43380: 0.9715150305781091
Position 36550: 0.9292421722966978
Position 44501: 0.920234937471357
Position 31379: 0.9060781525766815
Position 9430: 0.8904475322271591
Position 31756: 0.532866207368956
Position 5710: 0.5191028706263285
Position 5820: 0.5114358217969193
Position 33002: 0.4867346606606773
Position 35954: 0.42013083493687436
Position 34614: 0.39015518024854745
Position 34319: 0.23056693559567773
Position 30170: 0.16896997192956584
Position 43717: 0.16805532802992076
Position 6518: 0.1587006831803433
Position 33231: 0.13609053065915475
Position 33513: 0.07189895401237349
Position 33048: 0.06973576156350582
Position 33399: 0.04691933149526393
Position 36509: 0.019930404388216676
Position 33162: 0.01964327876802022
Position 36409: 0.01717768570125301
Position 31795: 0.014210744379839735
Position 33138: 0.01359501148391489
Position 31858: 0.012469323268317645
Position 35999: 0.011212892685284045
Position 35757: 0.01083775980486581
Position 43902: 0.00936806513026543
Position 31521: 0.007551001575191606
Position 36388: 0.006940859138039705
Position 36005: 0.0064638177974162886
Position 33328: 0.005842490103631081
Position 31923: 0.004121067224897301
Position 35714: 0.0023103228678646556
Position 6545: 0.0020496641518600854
Position 34146: 0.0017666441245137747
Position 43684: 0.0017626220111212469
Position 6206: 0.0016503892258900419
Position 43740: 0.0012472904470949041
Position 32034: 0.0009208367714689076
Position 31951: 0.0006520707515068012
Position 31560: 0.00015742038550382853
Position 32695: 4.709717403318953e-05
Position 39428: 1.3109895359239605e-05
Position 37955: 6.763607730634859e-06
Position 39280: 4.8579032970391855e-06
Position 39110: 2.956332795132579e-06
Position 38156: 7.066555107840848e-07
Position 36969: 3.3916816704349843e-09
Position 37103: 2.274083355630616e-09
Position 36971: 1.0681799213920085e-09
