Gene = Mocs1
index = 1283
Annotated 5SS: [ 460  604 1885]
Annotated 3SS: [ 524 1032 2035]
SMsplice 5SS: [ 460  604 1885 2230]
SMsplice 3SS: [ 524 1032 2035 2819]
top_k =  100
Partition function (log Z): 4.687391665036624

Sorted 5' Splice Sites (High to Low Probability):
Position 460: 0.9870633550847933
Position 1885: 0.9790975301505955
Position 604: 0.928083449973545
Position 2230: 0.8116815578761
Position 226: 0.2815214824344099
Position 2234: 0.040810962919029144
Position 1680: 0.02236786703710741
Position 812: 0.01924220475600879
Position 1425: 0.01106248039361215
Position 1864: 0.010904705882547255
Position 84: 0.0068686869314095395
Position 132: 0.005526959665207167
Position 762: 0.0036979142580757882
Position 608: 0.0030080501781797725
Position 2750: 0.0027798556789693212
Position 104: 0.0015743588426414398
Position 2502: 0.0012471863677289531
Position 237: 0.0009434034924508488
Position 1500: 0.0008243414097586067
Position 826: 0.0006414460552952851
Position 448: 0.00040396903585069037
Position 928: 0.0004001492228054001
Position 1761: 0.0002393804777818213
Position 243: 0.00017171027456290046
Position 122: 0.00017085434385288417
Position 476: 0.00015124731900625343
Position 156: 0.00010266300949405534
Position 2614: 9.011986245723029e-05
Position 1377: 7.405488431109589e-05
Position 148: 4.4197788480941444e-05
Position 464: 2.1640421184865376e-05
Position 869: 1.4355266887063058e-05
Position 197: 1.257791484571324e-05
Position 39: 3.13783916866639e-06
Position 66: 2.3818673885427134e-06
Position 791: 2.027858227728945e-06
Position 12: 4.1492573620259535e-09
Position 24: 2.8521229036755026e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 524: 0.9263634779122446
Position 1032: 0.9120345420003513
Position 2035: 0.7713800681056043
Position 2819: 0.3707334856061425
Position 1943: 0.2260008792560036
Position 2296: 0.19022781676330416
Position 305: 0.15012241046394484
Position 330: 0.13311673939071086
Position 2781: 0.12700397524985851
Position 2363: 0.09668710665414074
Position 683: 0.07504334636503113
Position 2385: 0.06115034988567331
Position 1729: 0.0202141039165711
Position 969: 0.014629292418541285
Position 1489: 0.009616642065713814
Position 148: 0.006418948421844284
Position 249: 0.005275321644167613
Position 829: 0.0035925284608312267
Position 2485: 0.003338078811276079
Position 2703: 0.002996322327279737
Position 2380: 0.0029640008665800964
Position 1070: 0.002365978072944124
Position 1056: 0.002265704621445463
Position 917: 0.0013980707403077088
Position 2102: 0.0009694385353886927
Position 2761: 0.000658721584252959
Position 892: 0.0006397183758440078
Position 2724: 0.0006321917949590026
Position 2561: 0.00044965441037044733
Position 642: 0.00044738006185086123
Position 181: 0.00043846158881655515
Position 1113: 0.000436268094742751
Position 1963: 0.00040636465912785054
Position 2129: 0.00030734564555231846
Position 338: 0.0002603946469756767
Position 172: 0.00016122313585912888
Position 333: 4.450783107762269e-05
Position 2154: 2.2529503729637454e-05
Position 230: 1.7667060015613578e-05
Position 367: 1.262448153919817e-05
Position 384: 2.636992283055346e-06
Position 107: 2.1519936031209445e-06
Position 419: 1.8134984516080749e-06
Position 447: 9.459607924896476e-07
Position 426: 4.943152913072172e-07
Position 487: 4.70350546579308e-07
Position 571: 4.8467548248816864e-08
Position 126: 2.0741243675832036e-08
Position 114: 8.30813396746957e-09
Position 66: 1.7166409936284592e-09
