Gene = CkIIalpha-i3
index = 1076
Annotated 5SS: [ 298  870 1051 1275 1396 1528 1617]
Annotated 3SS: [ 359  993 1112 1323 1452 1583 1678]
SMsplice 5SS: [ 870 1051 1396 1528]
SMsplice 3SS: [ 993 1112 1452 1583]
top_k =  100
Partition function (log Z): -0.752468777158851

Sorted 5' Splice Sites (High to Low Probability):
Position 1396: 0.9207215379098687
Position 870: 0.8969889421663961
Position 1051: 0.793582379506642
Position 1528: 0.7836340937736525
Position 1617: 0.4308814795355679
Position 1275: 0.3578586065846154
Position 532: 0.2490703536053954
Position 573: 0.181771006670364
Position 82: 0.08884108515383084
Position 304: 0.07718800739309074
Position 15: 0.04866556730661219
Position 1200: 0.04334683991733034
Position 648: 0.02835755488698795
Position 1400: 0.022249280907603208
Position 162: 0.02143212276580459
Position 1042: 0.016195101008679397
Position 23: 0.010187407478924845
Position 298: 0.007561226704366674
Position 279: 0.006410787106396104
Position 101: 0.004582300420496894
Position 170: 0.002793604971406529
Position 1195: 0.00236178198002302
Position 310: 0.0020807800434875434
Position 602: 0.002022434422129081
Position 1141: 0.0014957636434511433
Position 879: 0.0012835198038349935
Position 181: 0.0005372809537840141
Position 187: 0.000506306908007484
Position 152: 0.0004430363870094183
Position 580: 0.0003785498879248509
Position 147: 0.00032379610148911166
Position 315: 0.00015371969969241452
Position 1055: 2.4923660466574516e-05
Position 365: 5.841858304720434e-06
Position 445: 1.8194991064732225e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1452: 0.9500443904833515
Position 993: 0.8730753955683841
Position 1112: 0.7827789695007044
Position 1583: 0.7776005033903463
Position 1323: 0.4542942414137166
Position 1678: 0.43009488025796627
Position 629: 0.356505178751773
Position 359: 0.24744377346485744
Position 716: 0.07132323602143563
Position 755: 0.01721168554015825
Position 588: 0.006830969252237647
Position 1681: 0.0064672346398732435
Position 663: 0.005511237492881242
Position 607: 0.005231039803633488
Position 1199: 0.004958205925865647
Position 761: 0.004329525201956806
Position 393: 0.0028824997651265886
Position 787: 0.0015963655539840953
Position 213: 0.001347914740576443
Position 695: 0.0009856618027277186
Position 1001: 0.0006805287882159888
Position 332: 0.0006554701017793191
Position 1646: 0.0004996522828835703
Position 81: 0.0004787155947374651
Position 170: 0.000439959235783168
Position 137: 0.00021772005216033692
Position 62: 0.00016702331649846055
Position 1474: 0.0001383816886068954
Position 429: 9.541717937467665e-05
Position 187: 2.935694084601256e-05
Position 181: 2.1370367449512675e-05
Position 147: 1.1864340590610897e-06
Position 279: 5.85316573960632e-07
Position 291: 5.647522175899525e-07
