Gene = Edc3
index = 1148
Annotated 5SS: [ 953 2156 2379 2526]
Annotated 3SS: [1240 2217 2440 2580]
SMsplice 5SS: [  89  953 2156 2379 2526]
SMsplice 3SS: [ 141 1240 2217 2440 2580]
top_k =  100
Partition function (log Z): 7.242471041218749

Sorted 5' Splice Sites (High to Low Probability):
Position 2379: 0.9988057298478152
Position 2156: 0.9827857394857079
Position 89: 0.8439317852275966
Position 2526: 0.8392963004089569
Position 953: 0.7754427541099438
Position 2518: 0.13790164433928204
Position 3669: 0.1361289714695608
Position 228: 0.11859836047373021
Position 2811: 0.1147526701775185
Position 235: 0.055831887939440945
Position 2794: 0.01859588788599963
Position 242: 0.01677538838618844
Position 2802: 0.016171710435073157
Position 246: 0.010144400991416409
Position 2832: 0.009649288664694637
Position 2627: 0.006874608688377752
Position 1527: 0.005720306386259779
Position 72: 0.002694482605795038
Position 1027: 0.001831776007242312
Position 834: 0.0016526100857890817
Position 2171: 0.0016345347393607902
Position 2848: 0.0014549655163281245
Position 93: 0.001299454741901765
Position 1426: 0.0011862427361793934
Position 78: 0.0005301447333113979
Position 2383: 0.0005124290640460039
Position 1350: 0.00035616270225494314
Position 1368: 0.000325076030568065
Position 1662: 0.0002296838108079246
Position 507: 0.00022740480000645432
Position 2553: 0.0002092929679419857
Position 263: 8.636258250317997e-05
Position 64: 8.070611679357455e-05
Position 239: 6.152341417926471e-05
Position 2372: 5.45880349173601e-05
Position 2363: 4.4594531768575144e-05
Position 1344: 4.0237194647790895e-05
Position 3101: 2.595740821444676e-05
Position 2530: 2.1293045452178145e-05
Position 2516: 1.5614880797043835e-05
Position 2638: 6.857334094599891e-06
Position 1124: 6.394968001624134e-06
Position 2338: 5.295950111101727e-06
Position 31: 3.3507275011224484e-06
Position 80: 2.7149670679550376e-06
Position 2281: 2.327828157377731e-06
Position 1003: 1.8590613808554457e-06
Position 2546: 6.74577136836899e-09
Position 2357: 8.446643983819504e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2217: 0.9970513698651899
Position 2580: 0.9603578161632815
Position 2440: 0.9087956941296297
Position 1240: 0.8551389911059386
Position 141: 0.7800829394718175
Position 2896: 0.14755017755084196
Position 2455: 0.08775268086218814
Position 326: 0.06311103835811634
Position 3919: 0.05624445289157266
Position 3932: 0.05563359916486864
Position 1007: 0.02923113554678838
Position 2018: 0.022422715940009726
Position 3768: 0.021745488940403075
Position 1306: 0.01881552027430464
Position 2681: 0.013149154209942627
Position 1044: 0.011137619226846071
Position 1267: 0.0109713826715165
Position 288: 0.010073138612244322
Position 2600: 0.00975364840040735
Position 3262: 0.006865726353046408
Position 187: 0.005558347238149845
Position 371: 0.005027406284489896
Position 3880: 0.0049352278227759545
Position 3792: 0.004632557967130379
Position 173: 0.004268024512052962
Position 2237: 0.0026478953183785457
Position 583: 0.0019965109214210757
Position 2937: 0.0015977537811529342
Position 429: 0.0015538818971836035
Position 467: 0.0015189310811546339
Position 3583: 0.0007190433994299059
Position 2848: 0.0007152987773596953
Position 438: 0.0003559069245994377
Position 285: 0.00031836535611655994
Position 2243: 0.00019785383231209195
Position 3168: 7.391526066936516e-05
Position 2504: 7.799558625172386e-06
Position 207: 8.872403668905692e-07
Position 1080: 7.275272383006183e-07
Position 1027: 5.810223591337644e-07
Position 204: 1.4939901960619836e-07
Position 143: 1.0612300738897673e-08
Position 210: 7.910491208400202e-09
Position 112: 6.875169899992519e-09
