Gene = l(2)37Cd
index = 1745
Annotated 5SS: [133 397 584]
Annotated 3SS: [194 453 710]
SMsplice 5SS: [133 397 584]
SMsplice 3SS: [194 453 710]
top_k =  100
Partition function (log Z): 2.9646945300937024

Sorted 5' Splice Sites (High to Low Probability):
Position 397: 0.9988547940343016
Position 133: 0.9753114691574382
Position 584: 0.9662821812506928
Position 933: 0.08853231621882199
Position 1022: 0.028464999601747924
Position 636: 0.014423110944623025
Position 1948: 0.011673841751488886
Position 1465: 0.011342677591517369
Position 1098: 0.0045681223874105325
Position 928: 0.0030370204613540982
Position 588: 0.002185716017157944
Position 79: 0.0020407858141329943
Position 656: 0.001630634872236433
Position 877: 0.0012250453373004353
Position 530: 0.0008684576341904648
Position 150: 0.0006017300090489346
Position 126: 0.0005917153925057949
Position 1738: 0.0003517160711242624
Position 401: 0.00020354579767403963
Position 124: 8.635933096210312e-05
Position 408: 5.588376098312496e-05
Position 817: 1.2608560247741659e-05
Position 76: 5.122353253478972e-06
Position 354: 4.190122849806327e-06
Position 63: 3.850913254901497e-06
Position 360: 3.8094190453423426e-06
Position 309: 2.882421276228446e-06
Position 362: 2.121182879393121e-06
Position 54: 6.39243501506414e-07
Position 29: 4.112992516244236e-07
Position 3: 1.5286260203969257e-07
Position 195: 1.0803731126052217e-07
Position 210: 8.650629491923782e-08
Position 224: 3.44740009209201e-08
Position 15: 1.777883724869603e-08
Position 545: 6.046216519643499e-09
Position 499: 3.12613789764373e-11
Position 612: 2.8288485259325763e-11
Position 605: 2.7980019762870077e-11
Position 460: 2.84764226154172e-14
Position 289: 2.8060846184533915e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 453: 0.9891338483255868
Position 194: 0.9785342974020467
Position 710: 0.9201078814936221
Position 1076: 0.107836205966682
Position 681: 0.038863596695824905
Position 2017: 0.021466260557951655
Position 1534: 0.009173339701400739
Position 1777: 0.00829336682212489
Position 799: 0.006894025941626697
Position 1178: 0.005951164097271326
Position 499: 0.005935922259274596
Position 722: 0.005398058570816996
Position 1284: 0.004116269017227022
Position 1152: 0.0037917801657599086
Position 802: 0.001852404666641983
Position 1521: 0.001000231146742207
Position 927: 0.00089738960815268
Position 652: 0.0008599702684244212
Position 1493: 0.0007815139639453395
Position 1212: 0.0004896481499259619
Position 521: 0.0004141752182538602
Position 644: 0.00023975185116566067
Position 2053: 0.00020815476362820036
Position 154: 4.397862203465905e-05
Position 132: 2.7604496694704215e-05
Position 545: 2.088355514449729e-05
Position 210: 9.726272644452123e-06
Position 726: 8.93507006540002e-06
Position 691: 7.891681434278972e-06
Position 855: 6.189703042214771e-06
Position 284: 2.421216030066119e-06
Position 242: 4.836187536051506e-07
Position 326: 4.319827884533829e-07
Position 313: 1.4988288598283615e-07
Position 379: 9.119965606498592e-08
Position 376: 3.858245316473234e-08
Position 332: 3.664081281770152e-08
Position 100: 2.482145045827545e-08
Position 524: 2.0745105012323683e-08
