Gene = Tmc
index = 1563
Annotated 5SS: [  321  6215  6328  6939  7295  7668  8174  8383  8740  9436  9596  9750
 10052 12073 13545 13799 14031 14409]
Annotated 3SS: [ 6077  6286  6647  7166  7562  7984  8251  8628  9340  9498  9656  9895
 10115 13439 13616 13853 14085 14478]
SMsplice 5SS: [  321  6215  6328  6939  7295  7668  8174  8383  8740  9436  9596  9750
 10052 12073 13545 13799 14031 14409]
SMsplice 3SS: [ 6077  6286  6667  7166  7562  7984  8251  8628  9340  9498  9656  9895
 10115 13439 13616 13853 14085 14478]
top_k =  100
Partition function (log Z): 23.944444405995384

Sorted 5' Splice Sites (High to Low Probability):
Position 321: 0.9972360543622057
Position 9596: 0.9966679177698414
Position 8174: 0.9940339509986088
Position 9436: 0.993686676048558
Position 7295: 0.991083063531501
Position 9750: 0.9816185354449749
Position 10052: 0.9760699920591925
Position 6215: 0.9540117913074723
Position 8383: 0.9133355057161803
Position 7668: 0.8994034349441756
Position 6328: 0.6966705671501974
Position 12073: 0.4152053757055875
Position 8740: 0.4085775854490562
Position 10355: 0.26588999438944844
Position 9234: 0.20895170268979274
Position 8813: 0.135216560489559
Position 7119: 0.12257486721650232
Position 9291: 0.10135832274675977
Position 3072: 0.09508344458021646
Position 7874: 0.08933899100752411
Position 8432: 0.069531145668006
Position 6950: 0.04518176539295432
Position 8786: 0.04110230096406671
Position 8749: 0.02892889170306778
Position 10534: 0.023505605089544808
Position 10868: 0.017639544627657443
Position 8855: 0.013254831532331018
Position 6337: 0.009092438185437684
Position 9742: 0.008740650220466781
Position 6415: 0.007418027467003075
Position 7646: 0.005353545877080995
Position 6943: 0.005083437553304476
Position 6346: 0.0033548202663596085
Position 10301: 0.0030584460911270857
Position 10444: 0.0029055806549546062
Position 432: 0.0024578515724652337
Position 7282: 0.002042175411835108
Position 8119: 0.0019623223696895705
Position 7299: 0.001544687335396314
Position 1520: 0.0011814154335213916
Position 8436: 0.000761111005224554
Position 7286: 0.0007043090318820484
Position 10364: 0.0006879709113313091
Position 9808: 0.0005958086183327474
Position 8396: 0.0003863210411514677
Position 9754: 0.00032236339891524073
Position 10000: 0.00030885215458301173
Position 8524: 0.000296606119027731
Position 7672: 0.00010428324631747261
Position 10036: 9.692555177099517e-05
Position 9600: 9.165928523655991e-05
Position 8344: 9.15032477311658e-05
Position 9697: 1.5639486381196837e-05
Position 9730: 1.3607603115667616e-05
Position 962: 4.252555278429163e-06
Position 9685: 3.835173985967611e-06
Position 9733: 3.7402827736083938e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9895: 0.9999358744867771
Position 8628: 0.9991858765761493
Position 9498: 0.9961750036671261
Position 9656: 0.987791813271839
Position 8251: 0.9778990872564014
Position 7166: 0.9624846824490692
Position 7562: 0.9611369948062166
Position 6077: 0.8314798502510908
Position 9340: 0.7858035632370993
Position 6286: 0.6902260494474359
Position 10115: 0.5999844087198644
Position 14478: 0.520149470862561
Position 7984: 0.3539882880378358
Position 7948: 0.349344169488057
Position 7732: 0.2643789199315792
Position 10669: 0.22459101555813807
Position 10997: 0.14790713822051715
Position 6667: 0.11686909001112286
Position 10419: 0.11567073073762409
Position 9299: 0.11314531501225243
Position 5489: 0.10581729001475203
Position 6647: 0.08756788455536164
Position 2821: 0.061308785268506326
Position 11423: 0.06049076417934339
Position 7860: 0.046587537003350714
Position 4913: 0.04225819937643819
Position 8902: 0.02008095735299767
Position 2789: 0.01605575190345997
Position 12420: 0.014376917719211707
Position 10173: 0.01213117784620594
Position 2786: 0.011459928495699727
Position 9380: 0.009325134178804465
Position 7383: 0.008180497932288483
Position 10615: 0.00786553341334835
Position 7719: 0.004533029632628461
Position 8266: 0.00420095688818038
Position 9025: 0.0037277223590982916
Position 2740: 0.003683488898974953
Position 9207: 0.0028191478078535732
Position 1614: 0.0025754900135755688
Position 4987: 0.0022120219574640063
Position 10711: 0.0017935121756564702
Position 6565: 0.0010240556224586253
Position 8559: 0.0007868850242475002
Position 6568: 0.000760684075238939
Position 6470: 0.0007428979621317247
Position 6715: 0.0006793489509195959
Position 9675: 0.0003240257233856902
Position 1286: 0.000314059959817557
Position 10099: 0.0002740571129519536
Position 6414: 0.0002274295802285085
Position 6694: 0.0002235057617658599
Position 8286: 0.00021283452857067694
Position 1025: 0.00020057619112897967
Position 6672: 0.0001842484431801695
Position 6611: 0.00016523846673964732
Position 10181: 0.0001335606897755624
Position 893: 0.00013325165943579446
Position 755: 0.00012772637683171141
Position 954: 0.00010395973625240099
Position 9677: 2.2068522234193088e-05
Position 8640: 1.6327098506948779e-06
Position 8681: 1.4843498113184794e-06
Position 9914: 3.2877470082710362e-09
