Gene = Oseg5
index = 1348
Annotated 5SS: [ 370  893 1185 1636 2224]
Annotated 3SS: [ 435  956 1255 1695 2384]
SMsplice 5SS: [ 370  893 1185 1431 1636 2224]
SMsplice 3SS: [ 435  956 1255 1492 1695 2384]
top_k =  100
Partition function (log Z): 15.388252429186771

Sorted 5' Splice Sites (High to Low Probability):
Position 370: 0.999615054605383
Position 1636: 0.9949967869650924
Position 1431: 0.9696762923473115
Position 1185: 0.9361955775305606
Position 2224: 0.9274429959587626
Position 893: 0.7565334434017876
Position 43: 0.3991662037468601
Position 879: 0.16806280922704028
Position 23: 0.13412785797410534
Position 2653: 0.05328684057384464
Position 843: 0.049807369160927796
Position 2025: 0.02938740983091686
Position 1143: 0.024212719181491184
Position 2239: 0.010079595132276773
Position 570: 0.009079276360380197
Position 1192: 0.008116950415849573
Position 830: 0.006116389507872749
Position 2155: 0.0036374660861705566
Position 1984: 0.0035420468391248487
Position 138: 0.0031730098085002976
Position 726: 0.0031354429673098394
Position 1195: 0.002564040107276501
Position 2310: 0.0025112101168305737
Position 2123: 0.002078606206772336
Position 1625: 0.0019403448533932414
Position 67: 0.0017323418555918887
Position 1906: 0.0008893838019205093
Position 1616: 0.0007579149188282215
Position 594: 0.0005951089005482843
Position 222: 0.0005259400078910842
Position 773: 0.0004525005233879914
Position 365: 0.00038269118210206194
Position 3: 0.00037710148872560417
Position 770: 0.0003737843352240592
Position 1865: 0.00030226539137573447
Position 2017: 0.0002825594154397598
Position 787: 0.00028055401071784303
Position 21: 0.0002744694295948081
Position 467: 0.00021785365150852896
Position 583: 0.00018361907982055754
Position 186: 0.00018092871071273352
Position 1428: 0.00014065904611581707
Position 1110: 0.00012171494142829131
Position 15: 0.00010775616839579586
Position 1040: 9.308141898477511e-05
Position 728: 8.388390573196718e-05
Position 561: 8.221572580245247e-05
Position 558: 7.327353596040006e-05
Position 1570: 6.011234474651741e-05
Position 1169: 4.2826034144272695e-05
Position 2273: 2.3758519849161024e-05
Position 287: 6.539925972027884e-06
Position 1824: 6.485871723949398e-06
Position 1893: 3.1954759891546176e-06
Position 2021: 3.1499227075686145e-06
Position 611: 1.4192948006367628e-06
Position 1550: 6.865367415253949e-07
Position 1499: 3.0009516730532797e-08
Position 1435: 2.590559468098633e-08
Position 327: 1.3148196548910491e-08
Position 374: 8.572884001254171e-10
Position 1529: 6.187961986377556e-10
Position 75: 1.7615882592245913e-12
Position 118: 2.6376317464909583e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1695: 0.9946240272852417
Position 956: 0.9874821161133316
Position 1492: 0.96918764708106
Position 1255: 0.9672362381983229
Position 435: 0.9566859208785283
Position 2384: 0.9508501081215253
Position 112: 0.4504597303099759
Position 80: 0.08458667071005284
Position 448: 0.03896902185589017
Position 2732: 0.036742808525469156
Position 2414: 0.010001515217735136
Position 2703: 0.009917503169974883
Position 2337: 0.009573714341447213
Position 1017: 0.006326778334349267
Position 2301: 0.005787280610312089
Position 2781: 0.005657170682085868
Position 991: 0.003616894917205695
Position 1322: 0.003061282351514749
Position 2148: 0.0019946746171531186
Position 2057: 0.001829655591998626
Position 625: 0.0017497053524791304
Position 2421: 0.0015166600591478582
Position 259: 0.0014163525069195956
Position 2046: 0.001075072081038962
Position 2838: 0.0009693581963146978
Position 238: 0.0008782494278811844
Position 191: 0.0008664271259302738
Position 1222: 0.000725791431112603
Position 202: 0.0006980693674022244
Position 1926: 0.0005642740598524713
Position 1865: 0.0004776939567247083
Position 2106: 0.00033877178358960626
Position 286: 0.0002901541712767199
Position 290: 0.00026360613128123685
Position 273: 0.0001925582491685843
Position 662: 0.00018703615814469514
Position 1284: 0.00012651604483729568
Position 665: 6.083667223995849e-05
Position 1393: 4.316356301415687e-05
Position 1503: 4.02679707109215e-05
Position 1602: 3.37986176722522e-05
Position 1390: 1.7322189719254552e-05
Position 59: 9.179291808776203e-06
Position 345: 4.709757875501073e-06
Position 327: 4.200997723050398e-06
Position 1783: 3.5931406181409523e-06
Position 1789: 8.23431381558443e-07
Position 482: 4.715977828689645e-07
Position 457: 1.6170886947101997e-07
Position 50: 7.506705637881955e-10
Position 47: 1.1337750259521582e-10
