Gene = Ac78C
index = 6
Annotated 5SS: [  279 11293 24436 24797 25345 25624 25939 26211 27123 27283 27747 29567
 30840 31621 31779 31981 32264 33127 33278 33600 34077 34365 34573]
Annotated 3SS: [10927 23996 24498 25039 25481 25756 26008 26988 27192 27584 29429 30698
 31067 31682 31840 32108 32359 33181 33418 33672 34135 34426 34709]
SMsplice 5SS: [  491 11293 24436 24797 25345 25624 25939 26211 27123 27283 27747 29567
 30840 31621 31779 31981 32264 33127 33278 34077 34365 34573]
SMsplice 3SS: [10927 23996 24498 25039 25481 25756 26008 26988 27192 27584 29429 30698
 31067 31682 31840 32108 32359 33181 33418 34135 34426 34709]
top_k =  100
Partition function (log Z): 74.46624743376081

Sorted 5' Splice Sites (High to Low Probability):
Position 11293: 1.0000000000000309
Position 27283: 0.9999943757972581
Position 30840: 0.9989577641546441
Position 33278: 0.9970424295982833
Position 27123: 0.9957918575913447
Position 34365: 0.9955972177404132
Position 25939: 0.9944193750232065
Position 33127: 0.9936194635890763
Position 25345: 0.993155802065235
Position 24436: 0.9880348955056348
Position 27747: 0.9874362567520277
Position 34077: 0.9868541166214014
Position 31621: 0.9829668045314154
Position 31779: 0.9824288548669926
Position 34573: 0.9585457656159939
Position 29567: 0.9319278628298937
Position 31981: 0.9269733663251106
Position 32264: 0.9223447906106034
Position 26211: 0.8642955681785424
Position 24797: 0.7129617014091156
Position 25624: 0.6952382791523629
Position 491: 0.5283750308907218
Position 33600: 0.49781725816031097
Position 25707: 0.2755619008107583
Position 227: 0.25303598178252684
Position 24831: 0.18615018776322853
Position 279: 0.15888874737720884
Position 26818: 0.08968109504562405
Position 24805: 0.08581665042873404
Position 32215: 0.056403062567412246
Position 292: 0.052559167324614846
Position 1257: 0.0464474652522942
Position 146: 0.045464218337974246
Position 2062: 0.03862598789398323
Position 29610: 0.025415597841550022
Position 25628: 0.023771513402899267
Position 26843: 0.022584983842528737
Position 26634: 0.020423604901558475
Position 29571: 0.017581289487953202
Position 34582: 0.016117386610774213
Position 30570: 0.015693790265406383
Position 26945: 0.01450047422606773
Position 31626: 0.012349097734332558
Position 26585: 0.012269088728071274
Position 27924: 0.009812842598810255
Position 34828: 0.006599269838931734
Position 33732: 0.006574791765041578
Position 26356: 0.006488714079673591
Position 31997: 0.005751364596907013
Position 34081: 0.0053436137764434665
Position 25863: 0.005198900097796089
Position 29838: 0.004800902081964535
Position 31251: 0.004578531383964085
Position 34070: 0.0039019644772185108
Position 31956: 0.003365333257864671
Position 33137: 0.003206201626476933
Position 33347: 0.0026981178340144047
Position 33921: 0.002438662603866814
Position 27074: 0.0021150028696475523
Position 868: 0.0018604088406973256
Position 32451: 0.0017876112546770279
Position 34382: 0.0014318085631271154
Position 34614: 0.0013435057988945194
Position 1031: 0.0013321624797146623
Position 34845: 0.0013052295896639515
Position 25635: 0.0012234199326307997
Position 27096: 0.001221826701314359
Position 26629: 0.0011925239322021516
Position 25360: 0.0011660295331277887
Position 159: 0.0011343968931108478
Position 31985: 0.0010561916271141425
Position 283: 0.0009540507535133061
Position 246: 0.0008482531050202379
Position 32398: 0.0008396844104744635
Position 25906: 0.0007998547625913509
Position 621: 0.0007423160020032338
Position 756: 0.0006975890900879901
Position 35306: 0.000622304233326963
Position 485: 0.0005388484716294914
Position 31960: 0.0005348995944772015
Position 35106: 0.00041600364550080154
Position 34229: 0.00041533507970841805
Position 27127: 0.0004026834319617806
Position 27481: 0.00033417316746594644
Position 30870: 0.00028514208154818265
Position 25255: 0.0002824282573164711
Position 362: 0.00027390609832161667
Position 153: 0.0002633199179241476
Position 27466: 0.00026191268465926645
Position 25593: 0.00024183420708969442
Position 27443: 0.0002303634494831643
Position 917: 0.00019254484442719958
Position 31987: 0.0001839660132894828
Position 818: 0.00016114581869101504
Position 31562: 0.00013595863867448538
Position 34063: 0.0001168282589743266
Position 302: 0.00011248710636308309
Position 626: 0.00010931533111432768
Position 25806: 8.223905915843906e-05
Position 30844: 6.467146908781056e-05
Position 25605: 5.9365301446099106e-05
Position 31424: 5.233336087498197e-05
Position 34026: 4.627370052725137e-05
Position 33366: 3.5817237319423607e-05
Position 31783: 3.2361084065032995e-05
Position 256: 3.212384262768858e-05
Position 338: 2.9450651757377202e-05
Position 778: 2.778299409458791e-05
Position 858: 2.6894521214004496e-05
Position 32675: 2.5568531720029927e-05
Position 33290: 1.825181578378723e-05
Position 26242: 1.5239906163928274e-05
Position 25973: 9.403657902861955e-06
Position 25860: 9.126764427440442e-06
Position 25815: 5.922367239415072e-06
Position 33225: 5.916849491277324e-06
Position 34543: 4.808535237432612e-06
Position 239: 4.370004436005973e-06
Position 44: 3.629149880788158e-06
Position 33182: 3.540984854009008e-06
Position 34522: 2.075416147335086e-06
Position 34587: 1.5771577852863918e-06
Position 34513: 1.5521723193387253e-06
Position 33579: 1.4642499298225184e-06
Position 34585: 1.1752299873001781e-06
Position 34873: 1.0259381287440693e-06
Position 34553: 1.0159226612752919e-06
Position 26026: 4.6754850874554624e-07
Position 26089: 3.7372918362237657e-07
Position 33822: 3.0896762717305425e-07
Position 33604: 2.918929902758722e-07
Position 33573: 2.795400170666466e-07
Position 30851: 1.849531643544372e-07
Position 25632: 1.710512372885053e-07
Position 25662: 1.4019579460220915e-07
Position 27287: 2.3856350083701974e-08
Position 26167: 1.2890712087233348e-08
Position 27355: 2.3556421738874944e-09
Position 27235: 1.794105005293548e-10
Position 25870: 4.172528138679488e-12
Position 25801: 3.2537814585835065e-12
Position 25867: 1.037203065105772e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 23996: 1.0000000000000309
Position 10927: 1.0000000000000284
Position 27192: 0.9997242989904928
Position 34135: 0.9989858831608888
Position 33418: 0.9987257370560588
Position 25481: 0.998593801829231
Position 33181: 0.997246036924878
Position 25756: 0.9951360447684086
Position 31682: 0.9936232328445069
Position 31067: 0.9920101932393398
Position 26008: 0.9872162695397204
Position 34426: 0.9701759465905171
Position 34709: 0.9575349784046984
Position 32108: 0.9539711816551294
Position 31840: 0.9471486107397304
Position 32359: 0.932094297732176
Position 27584: 0.9259041179295208
Position 30698: 0.9119857574136674
Position 26988: 0.8701006609918752
Position 25039: 0.8626402384208016
Position 29429: 0.7256244097358948
Position 24498: 0.6800009454831808
Position 33672: 0.38291653193687486
Position 24501: 0.2998860181701948
Position 29407: 0.1311994369655312
Position 33890: 0.11362407237533025
Position 26762: 0.11046732168235154
Position 1136: 0.06964547790489156
Position 30669: 0.05428864420553392
Position 331: 0.04766814162966016
Position 25092: 0.0396248650066814
Position 29305: 0.039140523084730455
Position 24977: 0.03696665706106117
Position 29410: 0.035381421166050274
Position 34739: 0.034551138556965476
Position 32503: 0.030744196293754023
Position 24964: 0.03066094979906879
Position 27402: 0.02323984478188439
Position 29159: 0.02308597880642132
Position 27641: 0.020611147784386975
Position 30174: 0.01916211420517749
Position 30701: 0.018459036178200102
Position 1098: 0.015427975241385344
Position 27355: 0.01406671613906384
Position 26298: 0.01317506566594985
Position 26688: 0.012096147243106486
Position 26344: 0.010121648046433595
Position 25069: 0.009231093843629256
Position 26041: 0.008036281972297008
Position 35104: 0.007906753280956278
Position 27022: 0.0068076948874364615
Position 32318: 0.006418945644135011
Position 24932: 0.0062647743286089125
Position 33781: 0.005914009271737233
Position 28484: 0.005832798816936199
Position 28785: 0.005817586632731783
Position 27439: 0.00555892413765873
Position 32323: 0.005337505857269225
Position 26264: 0.005158231065873543
Position 27845: 0.004899763265138697
Position 32552: 0.004680857180183919
Position 29935: 0.0044408219569197025
Position 31305: 0.004411372743016673
Position 26633: 0.004407882629334459
Position 32810: 0.0041833663967525084
Position 34503: 0.004109479502345481
Position 34648: 0.004015591360685331
Position 29653: 0.0036292681876207576
Position 32630: 0.003444284737075306
Position 30958: 0.003375670139945353
Position 32379: 0.0031236971530253285
Position 31885: 0.0031039894797996984
Position 30102: 0.002963591974695354
Position 27486: 0.0028145437153509556
Position 29692: 0.0025974266073782435
Position 28046: 0.0025524672630422114
Position 34664: 0.0024536687460045177
Position 24890: 0.0023289640182868913
Position 32331: 0.002162985981925381
Position 32412: 0.002007350048572645
Position 29955: 0.0019277104773648308
Position 28653: 0.001899218413468014
Position 31016: 0.0018105143065009516
Position 32160: 0.0017921099189020825
Position 31690: 0.001362569021347947
Position 26870: 0.0013108838401752858
Position 28203: 0.0013060932342082966
Position 25929: 0.0012870868488035116
Position 26278: 0.0012235191448934425
Position 28960: 0.001214816859397321
Position 33440: 0.001136610404735703
Position 27608: 0.0010700607040320816
Position 25441: 0.0010293013922313989
Position 33756: 0.000742337503124371
Position 28997: 0.0007281156779804978
Position 28253: 0.000666863564903101
Position 31924: 0.0006608650650470241
Position 30946: 0.00062637280521356
Position 35361: 0.0006223042333269632
Position 31861: 0.0005471971250228405
Position 27876: 0.0005250229118260764
Position 34276: 0.0005144747481960609
Position 31097: 0.00048368505730164084
Position 30883: 0.0004692760832016518
Position 25988: 0.0004400658469310846
Position 25719: 0.0004265621784830487
Position 35165: 0.0004160036455008013
Position 26447: 0.0004088706998457862
Position 34198: 0.0004066546512420521
Position 31698: 0.0003058410734185232
Position 34159: 0.00028300669123079605
Position 31094: 0.0002515771708908545
Position 31302: 0.0002468879852017899
Position 34481: 0.00020585768788503465
Position 25444: 0.00020268517349495056
Position 30918: 0.0001881911125665144
