Gene = JhI-21
index = 1239
Annotated 5SS: [ 141  958 1740 2061 2386 3279 3483]
Annotated 3SS: [ 682 1543 1957 2117 2953 3357 3538]
SMsplice 5SS: [ 141  958 1740 2061 2386 3279 3483]
SMsplice 3SS: [ 682 1543 1957 2117 2953 3357 3538]
top_k =  100
Partition function (log Z): 16.699419069589045

Sorted 5' Splice Sites (High to Low Probability):
Position 3483: 0.999898907375071
Position 3279: 0.9947914551743346
Position 2061: 0.9872653326606113
Position 1740: 0.9852551490413359
Position 2386: 0.8943203309789334
Position 958: 0.8914138584752538
Position 141: 0.7812027096747524
Position 2757: 0.09424319668826853
Position 2657: 0.08401935338226099
Position 634: 0.06199943517174043
Position 816: 0.042092721913322445
Position 2527: 0.015611789595769842
Position 2277: 0.010699833453895689
Position 3825: 0.01027648370254001
Position 1303: 0.010204385978477665
Position 1245: 0.00975215016060147
Position 3594: 0.009009538971136677
Position 715: 0.007458508330389621
Position 1686: 0.00735346187409093
Position 2682: 0.006602042222384702
Position 379: 0.006474567111304451
Position 328: 0.006086009587122722
Position 323: 0.005654373190399692
Position 2319: 0.005204361829507569
Position 1009: 0.004990994426859576
Position 563: 0.0032940184963064093
Position 3747: 0.0029351094689391097
Position 2183: 0.002593865868291933
Position 1879: 0.002207808150568641
Position 965: 0.0017997015987247585
Position 40: 0.0013535490742862337
Position 2412: 0.0012590067672301928
Position 610: 0.0009897282662075996
Position 2065: 0.0009583902491636311
Position 4007: 0.0006667770609851973
Position 2531: 0.0006591407345957029
Position 516: 0.0005603706399690268
Position 2417: 0.00047647328611491886
Position 1247: 0.00042387110734790317
Position 4003: 0.0003951447930345191
Position 1914: 0.0003686766056955893
Position 3942: 0.000362482074201374
Position 896: 0.0003253626604198238
Position 1753: 0.00032179047197525263
Position 2451: 0.0003050923178319285
Position 543: 0.0003019019414695577
Position 962: 0.00026106690283507055
Position 2069: 0.00025603361159458045
Position 61: 0.0002460566882969235
Position 491: 0.00022385066826167152
Position 3036: 0.0002101186704479964
Position 3722: 0.00020731438880064858
Position 3337: 0.00020477075436184136
Position 153: 0.00019279106097495075
Position 367: 0.00018286933392216994
Position 169: 0.0001793187969091619
Position 4049: 0.00017916079784752835
Position 2055: 8.469310275860802e-05
Position 2033: 8.132878275388022e-05
Position 6: 7.08674530745807e-05
Position 1744: 3.044343469585724e-05
Position 1808: 2.988637404848502e-05
Position 2396: 6.126467734156348e-06
Position 162: 5.196139542091412e-06
Position 2390: 4.272842819981103e-06
Position 121: 4.023218270245415e-06
Position 457: 3.993021204248146e-06
Position 3462: 8.804428499673545e-07
Position 32: 7.727227867817933e-07
Position 3487: 6.299389176389811e-07
Position 126: 3.07177495652468e-07
Position 51: 2.977273947875192e-07
Position 2088: 1.8812444802688022e-08
Position 155: 8.160971380145821e-09
Position 3442: 2.143802909212907e-09
Position 3439: 1.2509386554029022e-09
Position 3519: 1.0804774359998978e-09
Position 75: 2.614136443326206e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3357: 0.995481777050436
Position 1543: 0.994054542174989
Position 3538: 0.9936683129725093
Position 1957: 0.991789889420194
Position 2953: 0.9696619909668368
Position 2117: 0.9680978742907576
Position 682: 0.6984223545062134
Position 2465: 0.09581182426980821
Position 735: 0.06068443299957486
Position 2515: 0.035764625986765726
Position 708: 0.03293333329486504
Position 2581: 0.016741278670213067
Position 465: 0.014304446526616117
Position 4029: 0.013639074547702565
Position 2152: 0.010573441806246656
Position 1165: 0.005768933010765438
Position 202: 0.005755005368540309
Position 3564: 0.005656863531121516
Position 4116: 0.004588206598867573
Position 1008: 0.004505820466920007
Position 780: 0.004011404355083192
Position 3955: 0.0038785224502020676
Position 740: 0.003247116435923392
Position 2720: 0.003209069004209949
Position 1102: 0.0031280949733442937
Position 1828: 0.0028069468539455153
Position 248: 0.0021483084483721955
Position 2527: 0.0017085443071921422
Position 445: 0.001511930946873119
Position 2819: 0.0015077054417662896
Position 2026: 0.0013484734385471463
Position 2835: 0.0010504824421599217
Position 711: 0.0010081566881885
Position 279: 0.0009827526093415873
Position 1179: 0.0008919241944993841
Position 3843: 0.0007033536216858764
Position 3750: 0.0005457087009230113
Position 1046: 0.0005363514737645864
Position 2170: 0.0004912460509422171
Position 3402: 0.0004607540012427764
Position 1058: 0.00042223163252061766
Position 3933: 0.00040832309684811507
Position 4152: 0.0003790103666568613
Position 469: 0.0003595950905108562
Position 3419: 0.00032460058373090853
Position 556: 0.0002986251370810322
Position 3341: 0.00029633204400357775
Position 251: 0.000245712522270349
Position 1926: 0.00020541649937718182
Position 4041: 0.00020074574503506216
Position 4207: 0.0001939688287158492
Position 1996: 0.00012845487258602938
Position 1900: 8.665890422651293e-05
Position 94: 7.961591945276565e-05
Position 1349: 7.393111834088121e-05
Position 4268: 7.062052199339176e-05
Position 61: 7.034055653204539e-05
Position 1018: 4.911492970520091e-05
Position 1082: 4.503968037431773e-05
Position 1739: 3.15798942579706e-05
Position 1036: 2.3790463521833357e-05
Position 3439: 1.936764280981046e-05
Position 2600: 9.611566511782895e-06
Position 327: 2.7523191653166415e-06
