Gene = NimC2
index = 1322
Annotated 5SS: [ 149  315  432 1409]
Annotated 3SS: [ 211  375  489 1551]
SMsplice 5SS: [ 315  432 1409]
SMsplice 3SS: [ 375  489 1551]
top_k =  100
Partition function (log Z): -1.99340705985187

Sorted 5' Splice Sites (High to Low Probability):
Position 315: 0.9899761068072732
Position 1409: 0.9144177095704501
Position 432: 0.6439230700008023
Position 1486: 0.19150939931421673
Position 149: 0.049437541992763345
Position 1179: 0.014852505838426639
Position 1923: 0.011656591855739126
Position 1413: 0.011070679420745855
Position 612: 0.005314919433607985
Position 572: 0.0036747721517740527
Position 1401: 0.00222730893857564
Position 353: 0.001656254211688918
Position 294: 0.0010870751028914836
Position 1017: 0.0009296525145335332
Position 962: 0.0009184148449143943
Position 3006: 0.0007997776754412334
Position 702: 0.0007753377850229029
Position 1531: 0.0007316553477604928
Position 1803: 0.0007269189465400088
Position 123: 0.0001991281119401904
Position 16: 0.0001847775846266088
Position 153: 0.00013161357075430608
Position 1380: 0.00010019456812879349
Position 161: 8.02968324719975e-05
Position 247: 2.1462274066501707e-05
Position 33: 1.4958060022492308e-05
Position 237: 7.9996291610765e-06
Position 46: 3.6561646887423893e-06
Position 135: 3.010844729008993e-06
Position 213: 2.518670073885057e-06
Position 197: 2.274498936716173e-06
Position 102: 2.0969377137390834e-06
Position 229: 1.8375143614822223e-06
Position 177: 1.63386904132706e-06
Position 404: 3.778079659945445e-07
Position 397: 2.615661057109785e-07
Position 283: 1.9233784995881614e-07
Position 350: 1.6948334884718875e-07
Position 216: 1.5110679509809184e-07
Position 133: 2.2829370086415648e-11
Position 9: 1.31414661224937e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 375: 0.9729105542810623
Position 1551: 0.8513363561615802
Position 489: 0.6635005259278349
Position 1457: 0.19854400517834286
Position 211: 0.04625219965823326
Position 1607: 0.035628566667026594
Position 1579: 0.02194187736103595
Position 3137: 0.018795073924646622
Position 2574: 0.01369070644189331
Position 1274: 0.012200320965479362
Position 820: 0.004977125305176976
Position 257: 0.0026164535166390596
Position 1088: 0.000929652514533533
Position 1013: 0.0009119071732644687
Position 493: 0.0007822757381848337
Position 1531: 0.0007553645984101189
Position 251: 0.0002899902482048412
Position 347: 0.00021220407070922853
Position 122: 0.00011117642130346311
Position 452: 3.447679671425449e-05
Position 67: 1.1657360566860644e-05
Position 307: 7.076997007196611e-06
Position 128: 1.948499346721763e-06
Position 264: 1.5361130917411766e-06
Position 301: 6.403678442358725e-07
Position 465: 4.0903258050537325e-07
Position 149: 2.2190120647027934e-07
