Gene = Rnmt
index = 1430
Annotated 5SS: [1280]
Annotated 3SS: [1336]
SMsplice 5SS: [1280]
SMsplice 3SS: [1336]
top_k =  100
Partition function (log Z): -5.337630370262471

Sorted 5' Splice Sites (High to Low Probability):
Position 1280: 0.978588593912634
Position 1561: 0.12693718307213314
Position 1535: 0.12294581796233271
Position 1671: 0.03817567406493416
Position 917: 0.027618291498324322
Position 1207: 0.018256941152836006
Position 211: 0.014959904149397282
Position 1239: 0.003761625816792367
Position 1440: 0.0032426575998128378
Position 711: 0.0030224096233119977
Position 1539: 0.002527285341338197
Position 1483: 0.001465549971808134
Position 749: 0.001136440544998179
Position 1549: 0.0011137044186097752
Position 42: 0.0007109986981790259
Position 1458: 0.0004377335545018268
Position 1348: 0.00042878583720014124
Position 1401: 0.0002997395022682671
Position 444: 0.00015261411668194958
Position 1243: 0.0001461907349609813
Position 639: 6.568840346121883e-06
Position 215: 4.241129547994208e-06
Position 694: 2.0878761048011857e-06
Position 479: 1.2858154467989953e-06
Position 657: 1.1908755813911015e-06
Position 384: 1.1858301346293696e-06
Position 377: 6.765433669522063e-07
Position 46: 3.8744983689963214e-07
Position 1211: 6.965624615805007e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1336: 0.925447757506862
Position 1608: 0.131488972693003
Position 1582: 0.10482333088186246
Position 1777: 0.058079765769383215
Position 1362: 0.0407472799793743
Position 1613: 0.03143643411302712
Position 1110: 0.01715850459277601
Position 981: 0.007205513608024593
Position 1143: 0.004035628895365017
Position 1221: 0.0035894723990047674
Position 1027: 0.0031436893678428992
Position 814: 0.002816838106342939
Position 732: 0.0025686150890055215
Position 753: 0.0018742543028167486
Position 1323: 0.0016520718660209717
Position 847: 0.0011622497254375093
Position 1446: 0.0011602718996180956
Position 491: 0.0011150856771863827
Position 777: 0.0010672012174287224
Position 1714: 0.0009549827246900569
Position 1276: 0.0008944767443520834
Position 109: 0.0007113861480159255
Position 1747: 0.0005520608856360523
Position 1520: 0.0005368747356671388
Position 456: 0.0004268703078943449
Position 1790: 0.0004240086929038425
Position 543: 0.0002871832933166498
Position 274: 0.0002789695023405063
Position 1640: 0.0002703195768890277
Position 1050: 1.4503636891316883e-05
Position 1074: 1.212015846200533e-05
Position 694: 4.977464830615649e-06
Position 789: 4.16402739598714e-06
