Gene = chic
index = 1646
Annotated 5SS: [  66 1607 4408]
Annotated 3SS: [1313 4235 7343]
SMsplice 5SS: [ 755 1607 4408]
SMsplice 3SS: [1313 4235 7343]
top_k =  100
Partition function (log Z): -3.481584051495179

Sorted 5' Splice Sites (High to Low Probability):
Position 4408: 0.9911054965237941
Position 1607: 0.8098507742352636
Position 755: 0.42338279642940635
Position 68: 0.2641018713178467
Position 460: 0.22754928038896746
Position 1079: 0.13664212979631113
Position 7553: 0.08879121668171834
Position 5861: 0.04369156857308628
Position 284: 0.0378254095291866
Position 172: 0.03394509308860324
Position 7579: 0.03177960684399539
Position 1419: 0.027187825785940044
Position 5820: 0.0266556613356272
Position 1200: 0.025374593031597156
Position 872: 0.02041698827200424
Position 6345: 0.0113399416085646
Position 8432: 0.009748968395737193
Position 1611: 0.009505707144820458
Position 4428: 0.00850996872748648
Position 993: 0.006643020791246569
Position 431: 0.006553777193465812
Position 77: 0.006183920136133969
Position 5364: 0.005504782479348782
Position 266: 0.004876787723411573
Position 5867: 0.004450333352933382
Position 1320: 0.003942555478935514
Position 288: 0.003718839092872366
Position 290: 0.0033340998244067144
Position 292: 0.002639940777802797
Position 1059: 0.0022687576025811644
Position 751: 0.0021769385831752752
Position 296: 0.002088605325636262
Position 974: 0.0020256763456978867
Position 998: 0.002007750737487956
Position 1067: 0.0017732402705008378
Position 2471: 0.0006929745602371595
Position 1540: 0.0005395860049315905
Position 436: 0.0004955253663935741
Position 236: 0.00021788508437475373
Position 386: 0.00011077785135563532
Position 286: 0.00010895450503650798
Position 379: 0.00010293603181477505
Position 137: 0.0001012636302200629
Position 1063: 5.381041088802221e-05
Position 66: 3.100587774725869e-06
Position 767: 2.6298116703198803e-06
Position 354: 1.8155762380078918e-06
Position 129: 1.0826071771882712e-06
Position 134: 8.953579766452886e-07
Position 57: 8.546350472512063e-07
Position 59: 4.1282604619022325e-07
Position 33: 4.110885520839595e-09
Position 72: 1.5507276348277438e-09
Position 14: 1.5463354937934712e-09
Position 81: 6.289737045543411e-10
Position 96: 9.50438693861218e-11
Position 8: 1.912763646817542e-11
Position 26: 8.469006110963023e-12
Position 6: 3.9335864019625195e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4235: 0.9998355039820951
Position 7343: 0.9717325105975962
Position 1313: 0.7644548174810795
Position 519: 0.23946264358333905
Position 5554: 0.06537488521578744
Position 8121: 0.05308305413337139
Position 7654: 0.03727580155932443
Position 7657: 0.03176503811414925
Position 8655: 0.018037840596624773
Position 621: 0.016098626962463527
Position 1540: 0.014667447466630467
Position 5229: 0.012386909477306801
Position 5421: 0.008455588949982926
Position 568: 0.007841378061261119
Position 963: 0.007798148393939758
Position 1491: 0.00696928454784512
Position 7836: 0.006374115632930108
Position 5691: 0.00556577791183872
Position 117: 0.005236416334455457
Position 4732: 0.004604665736598019
Position 5069: 0.0030590463791388277
Position 1141: 0.0028255490352874293
Position 527: 0.0019672622168324895
Position 6652: 0.0011921210053681044
Position 6395: 0.0007787586025397247
Position 4959: 0.000776526450337767
Position 802: 0.0006784779242993784
Position 4883: 0.00035755716710347867
Position 4629: 0.0002760927368836487
Position 679: 0.0002759239634916851
Position 5406: 0.00020265728593941765
Position 5147: 0.00015740567837531195
Position 4651: 0.00013680135199018793
Position 4797: 9.775785923417346e-05
Position 188: 5.150962704490386e-05
Position 4198: 5.050103679006095e-05
Position 407: 4.544444236154832e-05
Position 410: 4.078344116152496e-05
Position 330: 3.2679293510255864e-05
Position 498: 2.7786890360218524e-06
Position 483: 1.720249942321459e-06
Position 2774: 3.8330117831592226e-07
Position 3562: 2.437598080483541e-07
