Gene = BBS1
index = 41
Annotated 5SS: [ 301 1432]
Annotated 3SS: [ 363 1513]
SMsplice 5SS: [ 301  468 1432]
SMsplice 3SS: [ 363  537 1513]
top_k =  100
Partition function (log Z): 3.9044803019577503

Sorted 5' Splice Sites (High to Low Probability):
Position 1432: 0.9958537280645898
Position 301: 0.9750707632313341
Position 468: 0.6701117268251694
Position 1651: 0.0943183862590346
Position 1993: 0.0837604507747624
Position 630: 0.04312715415296409
Position 1633: 0.016804074233103386
Position 1729: 0.004154802400635408
Position 1436: 0.003785280565044519
Position 312: 0.0027057735141015602
Position 1038: 0.002250718816632894
Position 201: 0.0017598113679831314
Position 486: 0.0007644959772764936
Position 386: 0.0006609476836573916
Position 639: 0.000460043915930374
Position 1840: 0.000249702558135303
Position 489: 0.00021824205089446537
Position 1661: 4.039312787414516e-05
Position 265: 3.9212410840360074e-05
Position 122: 3.3116481088429645e-05
Position 363: 3.100119041774927e-05
Position 211: 2.504611348237319e-05
Position 208: 1.5868945589689392e-05
Position 1690: 1.1747286893641579e-05
Position 28: 1.1589799470341786e-05
Position 1593: 1.103547120495148e-05
Position 117: 9.182051877993137e-06
Position 48: 1.0427107186074415e-06
Position 1279: 6.870438474999977e-07
Position 425: 4.6400566029336993e-07
Position 1306: 3.870310162622374e-07
Position 135: 3.643685797951876e-07
Position 499: 3.0751114860734545e-07
Position 97: 3.041359554563776e-07
Position 1252: 1.3581842863401027e-07
Position 1199: 1.2293137532217268e-07
Position 390: 8.637122247276624e-08
Position 372: 1.9538479208476388e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1513: 0.9966178956608613
Position 363: 0.9631576581501173
Position 537: 0.599692620051189
Position 1148: 0.0897035152724736
Position 1773: 0.07011240576527385
Position 2039: 0.06287681519568149
Position 1713: 0.04498463986453513
Position 2112: 0.017969502204267428
Position 773: 0.016076807459112222
Position 443: 0.013707605624323728
Position 682: 0.00431854443770468
Position 824: 0.0023542437373193334
Position 413: 0.0021176089969349816
Position 2043: 0.001535600343755162
Position 1488: 0.0014932507968643633
Position 2157: 0.0011772812970447088
Position 752: 0.0009745700331114252
Position 968: 0.0009077010751270738
Position 2073: 0.0008338116096595146
Position 2050: 0.0008057079941857057
Position 1120: 0.000725185375691772
Position 548: 0.0006033183950024657
Position 1016: 0.0005586187918354696
Position 1534: 0.000510956499731915
Position 590: 0.0005106709753170439
Position 1037: 0.00040066553197515444
Position 566: 0.00038790025577762553
Position 620: 0.0003147745677792854
Position 779: 0.000250276890929659
Position 1561: 0.00020733148849530825
Position 2062: 0.00016182898968963866
Position 425: 0.00014645192582586733
Position 1804: 6.168491684900565e-05
Position 97: 1.1924114545563044e-05
Position 337: 1.0293186457929806e-05
Position 252: 2.7247904879486643e-06
Position 390: 2.5100619719118014e-06
Position 1526: 1.8794847501946926e-06
Position 224: 4.19001742674882e-07
Position 265: 3.646136947407074e-07
Position 200: 3.076102261999083e-07
Position 233: 2.0622175247718547e-07
Position 122: 1.0503224655238722e-07
Position 230: 2.0509690018416862e-08
Position 179: 9.861255048290046e-09
Position 293: 1.1808393249401634e-09
Position 182: 5.756406099848825e-10
Position 287: 3.166774038224478e-10
