Gene = Mdr65
index = 1275
Annotated 5SS: [ 117  746 1267 1491 1866 2382 2537 2994 3759 4112 4541]
Annotated 3SS: [ 425 1020 1318 1550 1924 2435 2605 3049 3814 4173 4600]
SMsplice 5SS: [ 746 1267 1491 1866 2382 2537 2994 3759 4112 4541]
SMsplice 3SS: [1020 1318 1550 1924 2435 2605 3049 3814 4173 4600]
top_k =  100
Partition function (log Z): 24.337389013811208

Sorted 5' Splice Sites (High to Low Probability):
Position 2537: 0.9968966603796494
Position 1491: 0.9954234737551143
Position 3759: 0.9902572992039327
Position 2382: 0.9800640774289672
Position 1267: 0.9676395927484838
Position 4541: 0.9497675742198034
Position 1866: 0.8878246512366361
Position 4112: 0.8719152835886317
Position 2994: 0.7653134141948211
Position 746: 0.6853385077360501
Position 858: 0.35081126158931336
Position 2960: 0.1948502282055391
Position 4084: 0.05945130416024328
Position 4463: 0.035448426973515065
Position 117: 0.033046600683869255
Position 2756: 0.027615464957155025
Position 4040: 0.02571011133072849
Position 174: 0.0206336385497728
Position 1793: 0.020349069113656474
Position 652: 0.01996372039033367
Position 2070: 0.0182777230225685
Position 736: 0.01774892865756926
Position 2781: 0.01600912737152593
Position 4646: 0.015686702155449605
Position 733: 0.013948009397869433
Position 762: 0.013868997354022819
Position 2862: 0.011876732702432183
Position 4066: 0.011191509312957267
Position 2787: 0.01033257732493961
Position 3433: 0.010330540178893736
Position 1841: 0.00869561991248971
Position 2147: 0.008646505629568521
Position 514: 0.007346482284834886
Position 2927: 0.005313503100895676
Position 2204: 0.004639265840059931
Position 74: 0.004505780208696213
Position 3255: 0.0036149474689502904
Position 3969: 0.003143425828750712
Position 2345: 0.0030098737503241953
Position 922: 0.002554407010264815
Position 7: 0.0023854477733499828
Position 356: 0.0021281076264915246
Position 4076: 0.0018338437288490455
Position 3742: 0.0018257751155002196
Position 1262: 0.0014896099603847299
Position 333: 0.0014429384671861914
Position 3377: 0.0013171148402127187
Position 1218: 0.0013125429780653207
Position 4892: 0.0012878642264562447
Position 1356: 0.0012624634178446438
Position 2254: 0.0009671913644147072
Position 2801: 0.0009314612662328022
Position 3559: 0.0008692170918902724
Position 842: 0.000821881076008998
Position 2832: 0.0006981845470966383
Position 1271: 0.0006348878448815966
Position 2910: 0.0005972231337494163
Position 2308: 0.000467215057074491
Position 4477: 0.00042880059200650595
Position 3733: 0.0003540787259490839
Position 1440: 0.0003337920725371815
Position 328: 0.00030282091165320494
Position 3963: 0.0002656007381194383
Position 4512: 0.0002631288917248023
Position 4957: 0.00025926715382754335
Position 181: 0.00025147703116812614
Position 3771: 0.00018258088628379695
Position 33: 0.00017069067025035688
Position 299: 0.00015572421212967989
Position 2323: 0.0001425642511426329
Position 3681: 0.00014135842926538082
Position 2349: 0.00014101918061052145
Position 1166: 0.00013908348985818507
Position 247: 0.00013140862519784704
Position 785: 0.00011536935337076737
Position 750: 0.00010445866701109478
Position 1638: 0.00010102737234273568
Position 668: 9.099218014810466e-05
Position 2027: 7.421188335037662e-05
Position 1377: 7.022983823403972e-05
Position 1461: 6.747121548731082e-05
Position 196: 6.386925557395212e-05
Position 5085: 5.5870060810696626e-05
Position 2153: 5.45527523906087e-05
Position 1668: 1.5448881919852534e-05
Position 3710: 1.1141214608238263e-05
Position 3537: 3.674523121407403e-06
Position 4374: 2.8304777044495965e-06
Position 4359: 1.8399647549421094e-06
Position 391: 1.690078286112607e-06
Position 1827: 1.4072551146946022e-06
Position 297: 1.29738446742736e-06
Position 103: 1.2922901708504912e-06
Position 4436: 1.1175107157647184e-06
Position 4446: 9.39335765076777e-07
