Gene = ND-39
index = 1298
Annotated 5SS: [ 133 3438 3994 4442]
Annotated 3SS: [3269 3542 4075 4509]
SMsplice 5SS: [ 133 4442]
SMsplice 3SS: [4075 4509]
top_k =  100
Partition function (log Z): 0.5747910074299349

Sorted 5' Splice Sites (High to Low Probability):
Position 4442: 0.9999420067595488
Position 133: 0.9236992891207935
Position 3994: 0.29130274892704633
Position 786: 0.13847896303908788
Position 2973: 0.05006416384415394
Position 3438: 0.04213140267598875
Position 190: 0.024425860717221005
Position 2962: 0.015565194985041914
Position 520: 0.009072861924580611
Position 1232: 0.00818877964534196
Position 493: 0.002956590068099914
Position 1985: 0.0006629319933894154
Position 1960: 0.000489029685399586
Position 18: 0.0004012100219342997
Position 371: 0.0003174202445399655
Position 188: 0.0001130111085819489
Position 4718: 0.000102853686037927
Position 561: 7.897968330431573e-05
Position 137: 6.87000519184508e-05
Position 321: 6.141141552047786e-05
Position 278: 5.8308270369893566e-05
Position 254: 5.396099237788782e-05
Position 308: 3.788731541303056e-05
Position 484: 2.4305181349038673e-05
Position 126: 2.097761606879496e-05
Position 270: 1.8201082555878855e-05
Position 4890: 1.7506540458881938e-05
Position 4195: 1.446363782650461e-05
Position 4464: 1.4426685989514302e-05
Position 76: 1.3401935850990096e-05
Position 315: 1.2374551402842623e-05
Position 4781: 7.805638796043432e-06
Position 4864: 4.182061150388171e-06
Position 827: 4.1333114174782425e-06
Position 4187: 2.2621777692533245e-10
Position 4151: 7.449162956761776e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4509: 0.9990537464543053
Position 4075: 0.9770233056893591
Position 2689: 0.17690867874914223
Position 3218: 0.11110719991769004
Position 3430: 0.09492566366784791
Position 684: 0.09335691586816842
Position 2513: 0.01719421401975798
Position 592: 0.01403396822076155
Position 2726: 0.00609051683997599
Position 3269: 0.005295483494274027
Position 3542: 0.003780932509066285
Position 3036: 0.003377808980396109
Position 2205: 0.0026862169101781047
Position 4525: 0.0009152594550979487
Position 665: 0.0009126247280695541
Position 188: 0.0005362385395098444
Position 2634: 0.00048111414128680993
Position 185: 0.0004602433334661482
Position 1672: 6.395179457766428e-05
Position 4777: 6.280323819333601e-05
Position 1984: 3.3816191785231606e-05
Position 895: 3.0495942319990703e-05
Position 4780: 2.297083677054711e-05
Position 4944: 1.8940465681144543e-05
Position 4567: 1.755671346079856e-05
Position 4774: 1.7079611074043902e-05
Position 4831: 7.805638796043432e-06
Position 1048: 7.044632327097046e-06
Position 4959: 2.748135928125552e-06
