Gene = nvd
index = 1826
Annotated 5SS: [  337 23857 41197 76101 76329]
Annotated 3SS: [23462 40892 75988 76154 76388]
SMsplice 5SS: [  337  1059  5579  5766 76101 76329]
SMsplice 3SS: [  401  5438  5642 75831 76154 76388]
top_k =  100
Partition function (log Z): -93.62039390128623

Sorted 5' Splice Sites (High to Low Probability):
Position 337: 0.9867581721351475
Position 5766: 0.980126948186902
Position 5579: 0.9646451601590399
Position 1059: 0.4868604855216548
Position 6170: 0.17887158081411247
Position 651: 0.1505998168991785
Position 6016: 0.06089396447451323
Position 5972: 0.004075250820213607
Position 409: 0.0013680393633527244
Position 20: 0.0011531112346177166
Position 341: 0.0009094805478257168
Position 353: 0.0008939712491944504
Position 554: 0.0007721017513454992
Position 357: 0.00015636184897085942
Position 1099: 7.434551303264034e-05
Position 141: 3.227057546263056e-05
Position 370: 2.717077715410524e-05
Position 381: 1.8579505559164932e-05
Position 136: 1.3289241878049671e-05
Position 470: 1.1720576909387515e-05
Position 402: 1.0478508927419733e-05
Position 459: 1.0341017185178929e-05
Position 248: 8.252537023261113e-06
Position 122: 1.2100035285380698e-06
Position 97: 6.215292608298513e-07
Position 120: 3.022772268269011e-07
Position 25: 1.5904975371656882e-07
Position 103: 1.1427033531760418e-07
Position 27: 1.1301358171786747e-07
Position 48: 9.257016115635145e-08
Position 899: 6.113124897240987e-08
Position 149: 1.6731111361272987e-08
Position 146: 5.116469012931826e-09
Position 266: 3.6210136616601695e-09
Position 203: 4.093112097930745e-10
Position 259: 3.3972081782507677e-10
Position 216: 1.9318656994007105e-10
Position 339: 1.3747334153994447e-10
Position 283: 1.0447205128705822e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5642: 0.9639874738550378
Position 5438: 0.7755996576438234
Position 5882: 0.612589772314984
Position 401: 0.563317369799919
Position 5298: 0.2238077091106973
Position 6256: 0.18940628417631977
Position 5836: 0.17532669522800137
Position 5839: 0.16539451076787587
Position 937: 0.03617869168005976
Position 6223: 0.02529914623660461
Position 6071: 0.022074814261502256
Position 6090: 0.019969106683830572
Position 5863: 0.014565100930632787
Position 528: 0.009807521589723138
Position 850: 0.009397483216285496
Position 902: 0.005146747973980019
Position 558: 0.0030682459621769716
Position 992: 0.0030296382352571587
Position 1182: 0.00024713738212120195
Position 2185: 3.473739322796195e-05
Position 1834: 1.8267595069410976e-05
Position 1311: 1.6276379223172305e-05
Position 174: 5.905955606212827e-06
Position 771: 2.079867810848497e-06
Position 1019: 2.0527060598114164e-06
Position 879: 3.4332530584666026e-07
Position 203: 2.5552848812738235e-07
Position 749: 2.1513255327180344e-07
Position 280: 7.028454053837346e-08
Position 228: 6.595883917176311e-08
Position 248: 6.4519243850459e-08
Position 141: 3.9349744153284194e-08
Position 459: 2.667524536565114e-08
Position 564: 2.6660096284363263e-08
Position 325: 2.024425423292907e-08
Position 413: 1.855236773047223e-08
Position 429: 1.8333756695668933e-08
Position 146: 2.246795987295169e-09
