Gene = TfIIEbeta
index = 1554
Annotated 5SS: [174 351 589 940]
Annotated 3SS: [245 425 648 995]
SMsplice 5SS: [174 351 599 940]
SMsplice 3SS: [245 425 648 995]
top_k =  100
Partition function (log Z): 4.506003116939827

Sorted 5' Splice Sites (High to Low Probability):
Position 351: 0.9963728647866165
Position 174: 0.9391987224532907
Position 940: 0.7796547045714894
Position 599: 0.5152697035766279
Position 589: 0.4713379084204357
Position 844: 0.06251784021032673
Position 880: 0.010373451532867624
Position 620: 0.0031397620242293715
Position 1237: 0.002736003355598947
Position 580: 0.0012478999042415846
Position 877: 0.0009398857364196159
Position 603: 0.0007199992762271686
Position 178: 0.0003407206962150423
Position 1250: 0.00031649147425648387
Position 1206: 0.00025870853513322806
Position 944: 0.0002528671580938897
Position 711: 0.00019310832819535508
Position 685: 0.00015379760439301633
Position 42: 0.00012790463859967797
Position 355: 6.629354509956405e-05
Position 388: 6.254709147716674e-05
Position 610: 3.247158335477749e-05
Position 1239: 2.0901832025509842e-05
Position 31: 7.093950583954142e-06
Position 49: 3.3818645345418928e-06
Position 189: 2.9678391979819195e-06
Position 70: 2.5259733159389368e-06
Position 5: 1.7268784453115226e-06
Position 80: 2.5126369514615426e-07
Position 481: 2.039144405279247e-07
Position 453: 1.228902177760667e-07
Position 761: 8.710879361372178e-08
Position 247: 1.6093564911867984e-08
Position 258: 6.446740777268766e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 648: 0.980199215652933
Position 425: 0.9797196263109597
Position 245: 0.9250680970370672
Position 995: 0.8367721258050013
Position 972: 0.01834373645799934
Position 446: 0.010497791899389484
Position 272: 0.008362334259372302
Position 684: 0.005388841047296746
Position 923: 0.004444541169713365
Position 659: 0.004260553268470305
Position 1303: 0.003299759790602966
Position 507: 0.002367866475685794
Position 305: 0.0022828083078227793
Position 258: 0.0012029663668156221
Position 453: 0.0008760954281255555
Position 255: 0.0006579063623597603
Position 432: 0.0005971454804869815
Position 293: 0.0005161866389834695
Position 1100: 0.00013645690444352612
Position 277: 0.00011379752569049403
Position 121: 6.194986703989977e-05
Position 477: 5.6406839791094786e-05
Position 335: 5.575857128550116e-05
Position 1267: 3.234540641120419e-05
Position 264: 3.000713987545285e-05
Position 466: 4.096475705934341e-06
Position 83: 2.9601024683434747e-06
Position 66: 1.0896703390550377e-06
Position 63: 3.2722106209893337e-07
Position 153: 8.714345402879064e-08
Position 206: 6.193208636941741e-08
Position 141: 7.154604521553126e-15
Position 70: 9.23284724962912e-16
Position 85: 6.272663108216977e-18
