Gene = nudE
index = 1824
Annotated 5SS: [ 115  844 1066 1456 1778 2194]
Annotated 3SS: [ 484  911 1181 1519 2101 2319]
SMsplice 5SS: [ 844 1066 1456 1778 2194]
SMsplice 3SS: [ 911 1181 1519 2101 2909]
top_k =  100
Partition function (log Z): 11.425538687624522

Sorted 5' Splice Sites (High to Low Probability):
Position 844: 0.9991984175492455
Position 1066: 0.9864178248642116
Position 1456: 0.9747939160490814
Position 2194: 0.9326417266649353
Position 1778: 0.6898010566919052
Position 34: 0.2947080780995775
Position 2845: 0.16308278988980335
Position 1669: 0.14476340950493907
Position 115: 0.08300721858054248
Position 1646: 0.06206614746024566
Position 2251: 0.06139411136477604
Position 2660: 0.058149311786843516
Position 157: 0.03032465662335328
Position 2627: 0.01831800273590286
Position 1738: 0.01736250849629299
Position 1863: 0.011001523947248293
Position 15: 0.010593102976849074
Position 1266: 0.010053269747629599
Position 73: 0.008098787790393
Position 1733: 0.00787517037236075
Position 1004: 0.005174573815522473
Position 2015: 0.004804636489885741
Position 1714: 0.004696303576633955
Position 1708: 0.004586097130371895
Position 2785: 0.004012300769736888
Position 2002: 0.0038839261388725287
Position 28: 0.003644204993624377
Position 2255: 0.0033606698413501342
Position 210: 0.003230626886857374
Position 3035: 0.0030974252803052248
Position 7: 0.002638043685839208
Position 1947: 0.0024171852233545173
Position 417: 0.0022016193711781365
Position 1125: 0.0021779350512716425
Position 2710: 0.001762305590761435
Position 2471: 0.001484545740263773
Position 1868: 0.0014655186048540907
Position 1038: 0.0014398067858706978
Position 2683: 0.0012548306919789387
Position 2522: 0.0012203317604691727
Position 1606: 0.001134116471848919
Position 332: 0.0011320663669792752
Position 337: 0.000953223231642015
Position 319: 0.0009408275765335401
Position 522: 0.0009192202096550833
Position 93: 0.0008855555540476926
Position 122: 0.0006760797504805526
Position 1398: 0.00042830037877501564
Position 2080: 0.0004209830519634087
Position 143: 0.0003711663278927174
Position 1119: 0.0003213401589825988
Position 2369: 0.0002803536764205322
Position 2423: 0.00026753141181479065
Position 1268: 0.00018482583658622698
Position 1056: 0.00012909303614870354
Position 2178: 0.00012345782946872414
Position 1239: 9.599950771867045e-05
Position 618: 4.573366223629292e-05
Position 1309: 4.0746333773235205e-05
Position 933: 7.477959481039155e-06
Position 632: 5.349986031245321e-06
Position 31: 1.885830330681783e-06
Position 119: 8.845653224762876e-07
Position 106: 3.6004480452136233e-07
Position 113: 3.1366247743529e-07
Position 296: 2.5352414759528064e-07
Position 220: 2.3287612502240384e-07
Position 287: 1.5125010736058987e-07
Position 19: 1.4683413965902885e-07
Position 942: 8.971748417103969e-08
Position 135: 4.0627927099506914e-08
Position 214: 1.9562481202149553e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 911: 0.9994726302014009
Position 1181: 0.9798256010462567
Position 1519: 0.9787987104741184
Position 2101: 0.9491543521372283
Position 2909: 0.7659248691393697
Position 2319: 0.47897870432911466
Position 210: 0.1565219719199525
Position 390: 0.11148499561236101
Position 156: 0.08366286010857517
Position 96: 0.056935119576157454
Position 2039: 0.008729291587077167
Position 761: 0.00728659853434027
Position 1113: 0.006968425513011666
Position 570: 0.00555392289875653
Position 484: 0.0052811601156130825
Position 714: 0.004197256434338012
Position 2005: 0.0030023685435101306
Position 2729: 0.0027904133639619776
Position 789: 0.002472605906107291
Position 1333: 0.0022471473510297813
Position 1187: 0.0019340487813181504
Position 1338: 0.0018830026049484196
Position 3097: 0.0018692482704700806
Position 1229: 0.001622788131886025
Position 728: 0.0015587214885619427
Position 624: 0.0014200236757970876
Position 734: 0.0014082558230365091
Position 2141: 0.001316318373455023
Position 3245: 0.0012281770098351427
Position 618: 0.0011255341702211797
Position 433: 0.0010288127779268471
Position 652: 0.0010077127513535766
Position 240: 0.0009924569627142992
Position 135: 0.0009743823274467261
Position 2861: 0.0007776389799273235
Position 1561: 0.000440820955086129
Position 1119: 0.00043772338561530477
Position 311: 0.0003070299508644978
Position 106: 0.00025210593423799743
Position 919: 0.00023471779192113485
Position 113: 0.00017309079766937528
Position 1157: 0.00015760564090086106
Position 1912: 9.954841201685957e-05
Position 892: 2.019633726075885e-05
Position 954: 1.1747306485997139e-05
Position 1152: 7.272388846020451e-07
Position 122: 2.354701383059215e-07
Position 887: 2.6768160245559798e-08
Position 1764: 1.5667472152568996e-08
Position 119: 1.4578939220781495e-08
Position 930: 1.228213469250431e-08
