Gene = UQCR-C2
index = 1580
Annotated 5SS: [321 599 959]
Annotated 3SS: [ 464  654 1060]
SMsplice 5SS: [321 599 959]
SMsplice 3SS: [ 464  654 1060]
top_k =  100
Partition function (log Z): 4.581082682777806

Sorted 5' Splice Sites (High to Low Probability):
Position 599: 0.9981391214724206
Position 959: 0.9885683607628325
Position 321: 0.7896687547184349
Position 387: 0.052217279182904267
Position 773: 0.040339234966850476
Position 10: 0.029808656734691515
Position 197: 0.0032361591867989376
Position 347: 0.0022447493445986403
Position 1303: 0.001578294424732132
Position 382: 0.001463243731295378
Position 780: 0.0008466135522571
Position 224: 0.0008105787479613268
Position 325: 0.0007931199246246661
Position 926: 0.0005061791534633578
Position 401: 0.00043191316720724785
Position 995: 0.00028848612878362625
Position 904: 0.00028125237075234593
Position 1901: 0.000257098830318059
Position 119: 0.00022694395962179586
Position 380: 0.0002268871895922186
Position 33: 0.0001781013712643731
Position 283: 0.00016870881025496224
Position 824: 0.0001655591635428552
Position 425: 0.00014424655821346243
Position 546: 0.00013592783107094482
Position 168: 0.00011522362093048658
Position 112: 8.633040772149428e-05
Position 947: 8.124559144786116e-05
Position 418: 7.464618340567623e-05
Position 591: 6.667343069110122e-05
Position 543: 5.8187803299311906e-05
Position 582: 5.367604627414222e-05
Position 525: 5.067894499992599e-05
Position 1826: 4.872242358530794e-05
Position 929: 4.622044508330717e-05
Position 603: 9.554773556963795e-06
Position 51: 7.2797005321519846e-06
Position 158: 2.736788918203543e-06
Position 88: 5.577661101922281e-07
Position 102: 8.020019164747108e-08
Position 573: 3.789983299611482e-08
Position 519: 3.084225568258373e-08
Position 908: 2.0907141381646906e-08
Position 259: 5.731991938027819e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 654: 0.9986332580324194
Position 1060: 0.9968514184864066
Position 464: 0.8524323798651339
Position 65: 0.020649800665856838
Position 836: 0.019697692093097113
Position 871: 0.0068847476974484905
Position 839: 0.005429222473077169
Position 1138: 0.002391229555294808
Position 108: 0.0019897633441916937
Position 102: 0.001432497505238505
Position 401: 0.001400644321070815
Position 429: 0.0008023401527088445
Position 1366: 0.0007845291555686626
Position 239: 0.0004446217571556617
Position 688: 0.0004172886862172523
Position 369: 0.0004169888902370193
Position 292: 0.0004107011103217649
Position 1804: 0.00040146677814561604
Position 432: 0.00033900069053599893
Position 1960: 0.000305821253903367
Position 471: 0.0002546485562438715
Position 1798: 0.00018931101126199327
Position 524: 0.0001874076190632974
Position 262: 0.0001651237080638977
Position 1420: 0.0001268295704162196
Position 1390: 7.615790933964015e-05
Position 375: 7.563772895833438e-05
Position 1087: 6.909035103091445e-05
Position 772: 5.036733878667226e-05
Position 656: 4.79570304700632e-05
Position 158: 1.7069313076735393e-05
Position 250: 1.6102393577241086e-05
Position 151: 1.3001272598186121e-05
Position 719: 1.214626027513844e-05
Position 135: 5.82084078414369e-06
Position 243: 5.287463112447366e-06
Position 253: 4.7525760211768015e-09
