Gene = l(2)k14505
index = 1751
Annotated 5SS: [167 552 790]
Annotated 3SS: [243 608 844]
SMsplice 5SS: [167 552 790]
SMsplice 3SS: [243 608 844]
top_k =  100
Partition function (log Z): -0.11629215145285343

Sorted 5' Splice Sites (High to Low Probability):
Position 552: 0.984048233396426
Position 790: 0.8767865057676029
Position 167: 0.6493061544759944
Position 723: 0.06730335994487945
Position 1154: 0.013017516897188849
Position 1158: 0.01170275827423425
Position 545: 0.011582378397975105
Position 194: 0.009486056669725495
Position 78: 0.003802981766069713
Position 772: 0.003042870112282039
Position 1147: 0.0011344453563030962
Position 636: 0.0011228865141232058
Position 1072: 0.0010686125033936534
Position 306: 0.0009206139595997424
Position 534: 0.0008727066293192617
Position 1058: 0.0006720681416120353
Position 556: 0.0005604958525894661
Position 1162: 0.0002441900800361078
Position 309: 0.00019568816245388602
Position 154: 0.000151357554103736
Position 1045: 7.426652382515003e-05
Position 42: 5.2286068543868796e-05
Position 424: 3.1122987176453854e-05
Position 498: 3.02443966246645e-05
Position 488: 1.5216929047434148e-05
Position 764: 2.157497880362974e-06
Position 311: 3.0209292492126283e-07
Position 82: 2.2214378662625857e-07
Position 23: 1.512208066453312e-07
Position 806: 4.471166873593611e-08
Position 85: 3.911943486641639e-08
Position 108: 4.8490422411697315e-09
Position 146: 3.493007412535784e-09
Position 196: 3.124212917984549e-09
Position 395: 1.6278432590500193e-09
Position 229: 1.7588773788516443e-10
Position 126: 1.5449219273117255e-10
Position 279: 1.20136042239354e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 608: 0.9951276628742228
Position 844: 0.9458637956859146
Position 243: 0.5671614299177546
Position 364: 0.06748795805022935
Position 1227: 0.01865550223879459
Position 1211: 0.007638499396482502
Position 272: 0.006380421708159207
Position 387: 0.00477726253806265
Position 488: 0.004336424762350586
Position 528: 0.003668094301431741
Position 257: 0.0033513992531436993
Position 873: 0.0019755024091394216
Position 1139: 0.0013852415957569593
Position 407: 0.0012075305782467494
Position 269: 0.0011200095016711067
Position 798: 0.000978916922160025
Position 674: 0.0008020440684085544
Position 122: 0.0007643225426432129
Position 617: 0.000687257661192448
Position 591: 0.0006357449670674642
Position 410: 0.0006113870704451043
Position 295: 0.0005792135662139906
Position 1232: 0.0004793946315096196
Position 341: 0.00035357256160775826
Position 626: 0.0003002795057938663
Position 695: 0.0002831945620902618
Position 772: 0.00026413582845935687
Position 545: 0.00018933373916103584
Position 698: 0.0001128514396903646
Position 146: 2.5217297223498678e-05
Position 126: 2.1869319521845723e-05
Position 133: 2.1003218425255694e-06
Position 89: 1.9490463557962728e-07
Position 85: 7.597786468551338e-08
Position 136: 4.6347265323682067e-08
Position 78: 3.6861538808118256e-08
Position 143: 1.4002711870962287e-08
Position 635: 8.458693254604951e-09
Position 100: 3.2315438758468186e-10
