Gene = YL-1
index = 1603
Annotated 5SS: [245 438 815]
Annotated 3SS: [304 513 873]
SMsplice 5SS: [245 438 815]
SMsplice 3SS: [304 513 873]
top_k =  100
Partition function (log Z): 3.0158202572179493

Sorted 5' Splice Sites (High to Low Probability):
Position 438: 0.9968889476703358
Position 245: 0.9808202701608769
Position 815: 0.967700152055124
Position 1416: 0.05859764478861336
Position 1080: 0.03535152312860097
Position 819: 0.014915685017045677
Position 1034: 0.008435302170707992
Position 730: 0.004472884086862406
Position 1516: 0.0038905003677379892
Position 208: 0.0032155893948324463
Position 1397: 0.0019250781254727533
Position 1528: 0.0017547730414974273
Position 1381: 0.001075372999557049
Position 4: 0.0010414960001430803
Position 51: 0.0006556438462177323
Position 586: 0.00035091689532231325
Position 1519: 0.0003064263420103775
Position 1305: 0.0002583077829300438
Position 17: 0.00022818016184172364
Position 1050: 0.00013656659972709117
Position 619: 0.00011289166248108159
Position 412: 4.3902753373606156e-05
Position 34: 3.941279085805127e-05
Position 200: 3.0181819123623833e-05
Position 417: 2.414184166027308e-05
Position 581: 1.927026884900213e-05
Position 1159: 1.7969957400139037e-05
Position 471: 1.279699740767693e-05
Position 414: 8.895194728147727e-06
Position 1008: 6.932744988498895e-06
Position 578: 2.837462315983219e-06
Position 88: 2.2499004683428275e-06
Position 1318: 9.806723574371986e-07
Position 736: 2.000298516693098e-07
Position 696: 1.423661684669482e-07
Position 495: 2.136496393809852e-09
Position 369: 7.897891830116806e-11
Position 327: 5.32177981902375e-11
Position 346: 4.1650319704219985e-11
Position 330: 1.9021869054057305e-11
Position 605: 4.501083122962173e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 513: 0.9965542143885217
Position 304: 0.9833017702257415
Position 873: 0.9784483378334785
Position 1463: 0.06405525285210266
Position 1147: 0.03482411058026542
Position 884: 0.006935527707224293
Position 1576: 0.004891127537153506
Position 1106: 0.00466730518196554
Position 1181: 0.0018365262882018157
Position 72: 0.001203381263660298
Position 1599: 0.0009451496927752829
Position 1602: 0.0008109612527737264
Position 875: 0.0007476262358124795
Position 346: 0.0006326047172068534
Position 1184: 0.00048248195849355497
Position 694: 0.0003169456119640669
Position 1467: 0.00029428065269163816
Position 312: 0.0002795094780773274
Position 156: 0.00023122223922969208
Position 1090: 0.00019992962249224818
Position 1556: 0.00012441602036892527
Position 522: 0.00011143248791234722
Position 88: 9.377020962066445e-05
Position 546: 6.153726281228043e-05
Position 529: 5.959045361531253e-05
Position 1224: 5.9255552689446876e-05
Position 1238: 5.50082101389667e-05
Position 1623: 3.459636559226643e-05
Position 672: 2.1700649131436682e-05
Position 282: 2.1645104223532488e-05
Position 173: 9.413480301564267e-06
Position 567: 8.72420880525192e-06
Position 324: 5.293095813001604e-06
Position 537: 5.077461723298467e-06
Position 714: 4.713101019019429e-06
Position 666: 3.944685793568697e-06
Position 318: 2.3758896550414642e-06
Position 380: 2.0158147573533727e-06
Position 218: 4.7118888427374644e-07
Position 177: 4.2604202339102164e-07
Position 179: 2.518256083597553e-07
Position 356: 1.0436717452556231e-07
Position 221: 3.634332387900537e-08
Position 182: 4.283292397148999e-09
Position 230: 3.762492048689605e-12
Position 236: 2.5670404063180045e-12
Position 228: 9.098438364446923e-13
