Gene = frm
index = 1706
Annotated 5SS: [  376  6188  7541  7923  8669  9826 10081 10208 10540]
Annotated 3SS: [ 6057  7211  7693  7984  9786  9891 10144 10272 10599]
SMsplice 5SS: [  376  6188  7923  8875  9826 10081 10208 10540 10669]
SMsplice 3SS: [ 6057  7693  7984  8944  9891 10144 10272 10599 10731]
top_k =  100
Partition function (log Z): 10.455240245836494

Sorted 5' Splice Sites (High to Low Probability):
Position 10208: 0.9965765497374448
Position 10540: 0.9949327956710766
Position 9826: 0.9925580152114387
Position 376: 0.9915040212298241
Position 10081: 0.9682220913509385
Position 7923: 0.8735221140039292
Position 6188: 0.8585608790934314
Position 7541: 0.77419477950908
Position 10669: 0.6283590794493565
Position 8875: 0.5891069245465004
Position 8855: 0.21438005400717297
Position 8669: 0.0850513247642693
Position 32: 0.08383759039382721
Position 10984: 0.0645442495471824
Position 60: 0.024691514842256165
Position 126: 0.0045569233026038795
Position 182: 0.0036740304999018933
Position 10212: 0.0031875892851708078
Position 192: 0.0012698188025029593
Position 9588: 0.0012166901906080173
Position 4615: 0.0008755368413032273
Position 10041: 0.0007864633979201003
Position 44: 0.00026969149439010065
Position 10704: 0.00010921354929126829
Position 194: 0.0001071240204720276
Position 9: 8.195340284012154e-05
Position 10214: 7.706445756714362e-05
Position 89: 1.2241889047651098e-05
Position 23: 7.979165774009533e-06
Position 10507: 3.087549103320293e-06
Position 10525: 1.5152207483825063e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 10272: 0.9998291151062927
Position 9891: 0.997614252806466
Position 10599: 0.9947309915487903
Position 8944: 0.9947050413912911
Position 10144: 0.9683457856682957
Position 7984: 0.8790584521461515
Position 6057: 0.7572225385603799
Position 7693: 0.6360859149901584
Position 10731: 0.4874612012601684
Position 6763: 0.3333165735793663
Position 7605: 0.24691605018556065
Position 7066: 0.18429831942222794
Position 7221: 0.18223430407324215
Position 182: 0.08360908863908578
Position 5079: 0.080736729332592
Position 7211: 0.0743455824342433
Position 11174: 0.07260723933683973
Position 11838: 0.033248345856151704
Position 247: 0.02187780084549656
Position 10910: 0.018060640990538068
Position 11510: 0.01680248169176586
Position 10775: 0.014888242265803974
Position 11305: 0.013253361370299744
Position 4688: 0.01062976507191208
Position 12645: 0.009934173592567107
Position 11045: 0.007919022724319671
Position 5256: 0.007295340744355216
Position 12509: 0.004803710443530918
Position 10796: 0.003978492686603
Position 11689: 0.0039025648075190524
Position 11770: 0.002725626580531244
Position 4178: 0.0026765053841921495
Position 112: 0.0019931259785051984
Position 109: 0.00196467978687829
Position 9948: 0.0013935958242090173
Position 11051: 0.00130521493949808
Position 10916: 0.0011817314053629959
Position 11153: 0.0010344456476788161
Position 4454: 0.0008755368413032273
Position 10152: 0.0006535782190138472
Position 139: 0.0005681937934775012
Position 10582: 7.900136307347699e-05
Position 10634: 2.385869804357521e-05
Position 10425: 1.9591360388589664e-05
Position 10401: 1.91539464292903e-05
Position 10301: 1.5842959696761837e-05
Position 10289: 1.5828798405459613e-05
Position 10458: 9.966930344390282e-06
Position 10637: 9.586626817110873e-06
Position 10570: 2.717732610324452e-06
Position 10491: 3.8501894797342124e-11
