Gene = Srpk79D
index = 1523
Annotated 5SS: [4747 5060 5575 5952 6333 7799 8848]
Annotated 3SS: [4837 5122 5628 6173 7246 8576 8918]
SMsplice 5SS: [1454 5060 5575 5952 7799 8848 9165]
SMsplice 3SS: [4837 5122 5628 7693 8576 8918 9217]
top_k =  100
Partition function (log Z): 9.778019316214683

Sorted 5' Splice Sites (High to Low Probability):
Position 7799: 0.9815992746436365
Position 5952: 0.9813829749316719
Position 5575: 0.9800313271885644
Position 8848: 0.9616271432975854
Position 5060: 0.9568362871228537
Position 1454: 0.9231022942214259
Position 9165: 0.6817615465191249
Position 6333: 0.30297699999292527
Position 6338: 0.19803581998192338
Position 5385: 0.17521149054591825
Position 9634: 0.07932645178514988
Position 9734: 0.06987009906048898
Position 274: 0.049439162112025835
Position 270: 0.04557513188225702
Position 1488: 0.037879704041113384
Position 9669: 0.03610542710050223
Position 8815: 0.034550783704236185
Position 9648: 0.03370096163794287
Position 2863: 0.025567033334538598
Position 7916: 0.02210559144369149
Position 2422: 0.019699478777414077
Position 9404: 0.014830158574428822
Position 9128: 0.014743260751945802
Position 9106: 0.0136516056892824
Position 6360: 0.010342390418594572
Position 266: 0.005974165302347124
Position 6313: 0.005587042238419701
Position 5336: 0.004672895360036165
Position 278: 0.004400718337268868
Position 99: 0.00393929708768582
Position 6058: 0.0035074659222298662
Position 5284: 0.003491101247194921
Position 9091: 0.003436011249044353
Position 90: 0.0030462937033223026
Position 39: 0.0025511923447732615
Position 5349: 0.002476015925727952
Position 1915: 0.0021338264482279093
Position 256: 0.0020000320201643044
Position 1720: 0.0019795763955791656
Position 1875: 0.0018446286044287298
Position 1446: 0.0015862662062531634
Position 1450: 0.0015415327283707465
Position 3227: 0.0013392209713548096
Position 2456: 0.0012659869814492881
Position 2290: 0.0012214196843449293
Position 2027: 0.0010589769688145417
Position 2217: 0.000784424169493486
Position 5570: 0.0007483431663938707
Position 8980: 0.0005785833372334913
Position 5004: 0.0005757839740050629
Position 1039: 0.00045598260280199063
Position 8183: 0.0003820144545330662
Position 9110: 0.00019706862106581483
Position 319: 0.00019320753008510548
Position 9088: 0.0001693930354564308
Position 268: 0.00015262240860199695
Position 5654: 0.00012717291939814192
Position 5544: 0.0001230783738034898
Position 4951: 5.9612868428627964e-05
Position 1958: 5.525456445173556e-05
Position 5277: 5.101790354464809e-05
Position 1458: 1.4441780510236945e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 4837: 0.9994785146152709
Position 5628: 0.9920308089387028
Position 8918: 0.9907417303483029
Position 5122: 0.9396958527330972
Position 7693: 0.905091025359318
Position 9217: 0.6840065626426983
Position 6173: 0.4772735164745356
Position 8576: 0.3664288115917307
Position 7989: 0.14965144138703992
Position 9765: 0.1448921676023609
Position 8046: 0.14175577718360569
Position 8290: 0.10122808918421719
Position 9864: 0.09870680630302259
Position 7881: 0.08307012321852442
Position 5434: 0.07535230115438411
Position 5465: 0.06459141201523559
Position 8179: 0.059712778703585344
Position 7272: 0.04761937040662233
Position 7851: 0.04633064007373133
Position 2121: 0.03170210021085452
Position 8269: 0.02707056198578402
Position 361: 0.019513420605425585
Position 6195: 0.018828151338829924
Position 1333: 0.016379063538317126
Position 6993: 0.01579457091200666
Position 6887: 0.015266371947747737
Position 5405: 0.015178246563203334
Position 1298: 0.014433885597507603
Position 7018: 0.014238251883788942
Position 7935: 0.013955885589366814
Position 5443: 0.013522832131019279
Position 9812: 0.012064770406982232
Position 393: 0.011594977497289266
Position 8432: 0.010431736794998646
Position 1581: 0.010197953562913517
Position 8922: 0.009191324301852691
Position 9790: 0.008767205756447075
Position 2526: 0.0072014607720365725
Position 5124: 0.006421562373964494
Position 6006: 0.006349472198351621
Position 5175: 0.0063181235964388
Position 150: 0.0058484729841348036
Position 1301: 0.005166192107074991
Position 5438: 0.004198186340256114
Position 418: 0.0033949674209595706
Position 1046: 0.003361441877645835
Position 2001: 0.003174743939037481
Position 5632: 0.0028157267602395113
Position 2042: 0.0027722017828530976
Position 5716: 0.002340188437019541
Position 6224: 0.0012506315474758744
Position 2753: 0.0012102949577082473
Position 1002: 0.0011997755648387564
Position 5516: 0.0009546357241228023
Position 5129: 0.0007496993341865503
Position 8603: 0.0006289618311002655
Position 2327: 0.0005956556237322485
Position 922: 0.0004863832640721998
Position 1101: 0.00045598260280199063
Position 6543: 0.0003348299649001738
Position 5996: 0.00022160458384994276
Position 5575: 0.0001369508129421415
Position 1840: 7.752442516166572e-05
Position 5648: 5.83044768262662e-05
Position 5722: 5.315800613506355e-05
Position 6830: 3.834783402350895e-05
Position 5645: 3.417161713714752e-05
Position 2268: 1.789162579996066e-05
Position 408: 2.6443484784628727e-06
Position 331: 1.8392980017854708e-06
