Gene = Pfas
index = 1373
Annotated 5SS: [ 130 1623 3976]
Annotated 3SS: [ 523 1698 4038]
SMsplice 5SS: [ 130 1623 3976]
SMsplice 3SS: [ 523 1698 4038]
top_k =  100
Partition function (log Z): -3.31074047311361

Sorted 5' Splice Sites (High to Low Probability):
Position 1623: 0.9984922308891084
Position 3976: 0.8873037486279994
Position 130: 0.6114787077698269
Position 92: 0.11084559086698374
Position 3066: 0.10224010325140148
Position 2720: 0.10019363414316994
Position 3988: 0.1001808720187501
Position 353: 0.06031231762261283
Position 2522: 0.057699124340488336
Position 157: 0.03531569748433304
Position 3073: 0.034997238967692794
Position 378: 0.03427018751527022
Position 384: 0.012492197705284487
Position 1886: 0.010471750722366752
Position 783: 0.008983517568609446
Position 114: 0.007782565743079416
Position 1966: 0.007578046951850188
Position 357: 0.0034840374880151506
Position 489: 0.0023640546148021744
Position 136: 0.0023207520329383354
Position 4473: 0.002215852113469126
Position 4372: 0.002000297609570846
Position 142: 0.0019566600377981455
Position 375: 0.0017785491980332282
Position 280: 0.0017240501838642513
Position 4417: 0.0011334876030211119
Position 952: 0.0008193131389537874
Position 212: 0.00077874668039268
Position 128: 0.0007404986497052141
Position 40: 0.0005828554836918342
Position 335: 0.0005438987805296608
Position 480: 0.000474959427612265
Position 4266: 0.0004453084465997702
Position 360: 0.0004412053983239678
Position 166: 0.0004094816366672241
Position 216: 0.00040737187259188727
Position 878: 0.0003388656115136688
Position 1083: 9.349935169522097e-05
Position 134: 2.9262875357768464e-05
Position 116: 6.382564599042876e-06
Position 206: 4.107261099441775e-06
Position 409: 3.6832563998516953e-06
Position 393: 2.2194906593146543e-06
Position 1376: 6.432022891359452e-07
Position 3144: 3.487497914410835e-07
Position 37: 1.9872660124835468e-07
Position 493: 1.2765194328621298e-07
Position 12: 3.449400603113012e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4038: 0.9919791508451042
Position 1698: 0.975353444007541
Position 523: 0.7354784181717537
Position 197: 0.1370457912181354
Position 3162: 0.09623135036632612
Position 2782: 0.0775719078096337
Position 2897: 0.05237955566687386
Position 2573: 0.04938962978474025
Position 3504: 0.039521838443563155
Position 1763: 0.018199176749406493
Position 859: 0.013240076069236073
Position 562: 0.007527816280213152
Position 4540: 0.005794945772660862
Position 248: 0.003016091675079888
Position 407: 0.001533718452475867
Position 205: 0.0009608368784638147
Position 259: 0.0005145031706441075
