Gene = Culd
index = 1112
Annotated 5SS: [ 292  685 1153 2055 2818]
Annotated 3SS: [ 353  747 1685 2112 2883]
SMsplice 5SS: [ 292 1153 1519 2055 2818]
SMsplice 3SS: [ 353 1348 1685 2112 2883]
top_k =  100
Partition function (log Z): 5.313463301914851

Sorted 5' Splice Sites (High to Low Probability):
Position 2055: 0.9948701236650576
Position 292: 0.989818982690641
Position 1153: 0.9847919756490512
Position 2818: 0.9471477970518932
Position 1519: 0.7176317957607631
Position 2998: 0.4599572883804505
Position 685: 0.4085239555334732
Position 909: 0.31628503964454696
Position 2544: 0.13753683313131818
Position 1615: 0.08530698583658057
Position 1000: 0.06406969800994916
Position 705: 0.03933585757704426
Position 2264: 0.016651983461199803
Position 1591: 0.015474741993399571
Position 594: 0.010612217237780148
Position 868: 0.007599655015157051
Position 3197: 0.005664964049030946
Position 437: 0.004238657756395069
Position 1550: 0.003623988412139294
Position 1265: 0.0020497708110015856
Position 1495: 0.0013591120093144472
Position 1430: 0.0009568068811105979
Position 1514: 0.0006923548438798506
Position 1216: 0.0004648061141233686
Position 481: 0.0003333722312163076
Position 271: 0.00027915306182464607
Position 256: 0.0001729711129331185
Position 298: 9.771902903116464e-05
Position 296: 5.0144170035141674e-05
Position 401: 5.748422040899392e-06
Position 162: 3.4401230387045635e-06
Position 503: 2.287423505066462e-06
Position 575: 1.6818566539264337e-06
Position 2000: 1.6486272253154547e-06
Position 328: 4.27070404722119e-08
Position 67: 3.6592879533626786e-08
Position 130: 6.735989711082066e-09
Position 242: 2.8691605717062324e-09
Position 176: 2.52375146770795e-09
Position 40: 1.5761204761298428e-09
Position 221: 9.826911993969481e-10
Position 3: 4.839547751028707e-10
Position 1026: 2.7730467231396873e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2112: 0.9910433230928407
Position 353: 0.9574149357184756
Position 1685: 0.9568806561348748
Position 2883: 0.6559041585657764
Position 1348: 0.604480014711356
Position 747: 0.379082125081645
Position 3078: 0.31581205023765885
Position 2869: 0.21854866348862437
Position 980: 0.21807964017132034
Position 1295: 0.14997596911941025
Position 2674: 0.12964987491990146
Position 1055: 0.12432764023072389
Position 935: 0.08495698440309492
Position 3273: 0.06371010253510181
Position 3134: 0.05885559512312437
Position 2892: 0.056537004779347096
Position 1238: 0.04225594523637006
Position 957: 0.03464895549472116
Position 1354: 0.03093300119623689
Position 2910: 0.02023782400236772
Position 2347: 0.016640160059939253
Position 1380: 0.013307414498717283
Position 3212: 0.012737631553147007
Position 1429: 0.012376769485094197
Position 374: 0.012371906997287855
Position 1614: 0.010072123307875934
Position 3099: 0.009068597245572286
Position 782: 0.006183534155846551
Position 3933: 0.005438275734877284
Position 762: 0.003922584935385212
Position 2608: 0.0031363622700652533
Position 2398: 0.002108423778460799
Position 481: 0.0017728716270495241
Position 1121: 0.0017030438771606384
Position 1304: 0.0016159514762881572
Position 1330: 0.0014573013656819433
Position 1208: 0.001403970101649265
Position 2132: 0.0011860876122769689
Position 384: 0.0009664876931669762
Position 640: 0.0009176169666610726
Position 2851: 0.0006707421571286385
Position 412: 0.0005822488113438313
Position 355: 0.0005630251087823586
Position 533: 0.00037497133895747015
Position 1553: 0.0003630536417364859
Position 2447: 0.00033949140643915255
Position 779: 0.00023589107402671326
Position 573: 0.00017417106049478424
Position 695: 0.0001695750304048464
Position 689: 0.0001614093093724085
Position 2206: 0.0001107783175012098
Position 2321: 9.962998507005949e-05
Position 407: 4.70664036931186e-05
Position 317: 1.9417037540086464e-08
