Gene = comm
index = 1652
Annotated 5SS: [734]
Annotated 3SS: [5158]
SMsplice 5SS: [734]
SMsplice 3SS: [5158]
top_k =  100
Partition function (log Z): -9.931898692263973

Sorted 5' Splice Sites (High to Low Probability):
Position 734: 0.986254108156644
Position 1377: 0.09669870406492267
Position 1600: 0.06225782702347315
Position 2273: 0.027718641875652452
Position 161: 0.016430718581171937
Position 5800: 0.015060754551848354
Position 5394: 0.014099989529061989
Position 192: 0.002436151867438504
Position 1393: 0.001068715489739178
Position 558: 0.00031650019141020376
Position 1047: 0.0002427437325308076
Position 1299: 0.00023802484931144855
Position 1753: 0.00023049879054904592
Position 649: 0.00022098280857057128
Position 619: 0.00019390981989420093
Position 522: 0.0001486059569708777
Position 165: 9.692525694770854e-05
Position 5: 6.602878717392981e-05
Position 1381: 5.192535292016386e-05
Position 526: 3.0086568566851098e-05
Position 145: 2.6768054349581197e-05
Position 159: 2.5989792225868235e-05
Position 156: 2.3714173647585176e-05
Position 636: 1.6232628134641292e-05
Position 585: 1.3879920367337395e-05
Position 582: 1.2866771039486864e-05
Position 711: 8.913266005446852e-06
Position 744: 8.894077043526693e-06
Position 661: 3.9236403308850395e-07
Position 291: 1.0238191676847579e-07
Position 738: 1.8005369260384585e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5158: 0.865162891624144
Position 6136: 0.07883732716711145
Position 1483: 0.05930402711876678
Position 894: 0.05849441066336553
Position 5105: 0.01620072588035791
Position 6144: 0.014772280968189562
Position 1665: 0.014181223455257392
Position 870: 0.013851764461189835
Position 5677: 0.011479371827651269
Position 1850: 0.009811501719282132
Position 1823: 0.009637979328476416
Position 5460: 0.007505526046665563
Position 1727: 0.007376955829331151
Position 1150: 0.007181357695229533
Position 900: 0.0067484345011630965
Position 5454: 0.006594463482396437
Position 1056: 0.006334707959981933
Position 253: 0.006041255147840728
Position 216: 0.0048439115884019255
Position 968: 0.003583289982971975
Position 233: 0.0033571101086909056
Position 1240: 0.0028855050161646256
Position 947: 0.002802615859501151
Position 846: 0.0026490089672604887
Position 1488: 0.0017798088988475202
Position 692: 0.0010635472814716723
Position 2875: 0.0005741931166469531
Position 2341: 0.000377614290359294
Position 2556: 0.00015168074485797026
Position 2522: 0.00014498257570940678
Position 1592: 8.713526081255496e-05
Position 1568: 5.909053294764183e-05
Position 918: 5.7311629675945764e-05
Position 1342: 3.0823842996525104e-05
Position 707: 1.2545178032090161e-05
Position 476: 9.488539530829584e-06
Position 314: 5.754835047131912e-06
Position 432: 3.971611819636083e-06
Position 377: 2.7044981751893516e-06
Position 277: 3.4188854449266757e-07
Position 111: 2.7641379943309577e-07
Position 311: 2.4982856474076265e-07
Position 348: 2.4294440058359194e-07
Position 594: 1.4209473255064202e-07
Position 448: 4.271068626916016e-08
Position 258: 1.9571880409098543e-08
