Gene = Iml1
index = 1230
Annotated 5SS: [  178   541  1090  1752  1984  2455  2644  4929  6361  6596  6845  7375
  7701  8750  9013  9167  9394  9610  9840 10008 10121]
Annotated 3SS: [  232   600  1146  1811  2045  2511  4805  5957  6420  6652  7281  7635
  8641  8805  9068  9225  9448  9676  9894 10064 10177]
SMsplice 5SS: [  178   541  1090  1752  1984  2455  2644  6361  6596  6845  8750  9013
  9167  9394  9610  9840 10008 10121]
SMsplice 3SS: [  232   600  1146  1821  2045  2511  5341  6420  6652  7302  8805  9068
  9225  9448  9676  9894 10064 10177]
top_k =  100
Partition function (log Z): 37.68848047599443

Sorted 5' Splice Sites (High to Low Probability):
Position 2644: 0.9999697039433811
Position 1984: 0.9997252688918935
Position 8750: 0.9984905688478821
Position 10121: 0.9983091119190374
Position 6361: 0.9980144699686415
Position 6596: 0.9958888122484539
Position 6845: 0.9948154949524894
Position 9013: 0.9877132042818154
Position 541: 0.9809413827086256
Position 10008: 0.9687112439555119
Position 9840: 0.9466596602768302
Position 2455: 0.9268114004875531
Position 9394: 0.8538839830401692
Position 1090: 0.8342931041790054
Position 9610: 0.8218983955086351
Position 178: 0.8186748043532562
Position 9167: 0.606686492251115
Position 1752: 0.578199077262752
Position 7701: 0.34015414972390057
Position 1220: 0.3184239656475946
Position 7823: 0.3051467783410356
Position 9573: 0.1382247604164187
Position 7375: 0.0598132981955473
Position 1234: 0.02461475592416298
Position 10012: 0.017174508436218133
Position 2127: 0.015781125076301923
Position 9614: 0.009287620323056914
Position 786: 0.008922828164492101
Position 7038: 0.008647129091608119
Position 9623: 0.006171845380772381
Position 1044: 0.00462396991498613
Position 837: 0.003485339726116941
Position 1327: 0.003202264932444193
Position 6806: 0.002741540287295552
Position 10281: 0.0026984624119685795
Position 1034: 0.0026974526467411137
Position 3294: 0.0024492401712727196
Position 3300: 0.0022795025693079793
Position 1046: 0.00221518233221967
Position 754: 0.002057948580948746
Position 2172: 0.0016570695946915228
Position 7068: 0.0015114158899531187
Position 2408: 0.0012372593229123894
Position 2437: 0.001228313136857684
Position 813: 0.001177169002097285
Position 9989: 0.0009771272125893295
Position 9598: 0.0009055900474497575
Position 2372: 0.0007991869279636768
Position 2354: 0.0006838433515141303
Position 9565: 0.0006777975292786764
Position 6575: 0.0004960910363742778
Position 6907: 0.0003491120527164569
Position 9590: 0.00032326635508946424
Position 10082: 0.0003185461212885817
Position 3246: 0.0003027882294272168
Position 9568: 0.00030105189444074834
Position 889: 0.00023633792745844212
Position 9763: 0.00021117753807653876
Position 8876: 0.00019841180360014772
Position 7085: 0.00019073594804739965
Position 861: 0.00016724822833754033
Position 10128: 0.0001639516571372066
Position 615: 0.00016059284943077613
Position 666: 0.00014177061882690998
Position 6553: 0.00013291239123609482
Position 188: 0.00012438013202289994
Position 704: 9.570093546757819e-05
Position 756: 8.938489867758996e-05
Position 664: 8.58877546107738e-05
Position 9272: 7.859721965086293e-05
Position 289: 7.166272103027918e-05
Position 986: 5.81327071684328e-05
Position 9142: 3.412378279976891e-05
Position 86: 2.7406804387801168e-05
Position 6878: 1.7851594549976274e-05
Position 373: 1.6557002504934358e-05
Position 6886: 1.2797659771167971e-05
Position 6898: 1.1145910903969177e-05
Position 277: 9.568990758680796e-06
Position 286: 7.037488638619575e-06
Position 244: 3.3300824106765223e-06
Position 433: 2.3775311113635495e-06
Position 100: 2.191860862097279e-06
Position 430: 1.7931518222814957e-06
Position 445: 1.7652502241170391e-06
Position 75: 1.1960727117943577e-06
Position 10130: 6.683287817412531e-08
Position 506: 4.5671002886203145e-08
Position 10135: 3.9731044904417154e-08
Position 10106: 3.877070188095331e-08
Position 6567: 3.476563885833201e-08
Position 498: 3.4447204076023926e-09
Position 416: 2.9201067037457298e-09
Position 583: 1.2225937672553714e-09
Position 519: 2.6534479499508406e-10
Position 157: 1.2531704360414076e-12
Position 134: 1.035285037615131e-12
Position 210: 7.092254403912182e-13
Position 96: 5.278451132898571e-13
Position 104: 1.132780315644966e-13
Position 120: 3.364755876141992e-14

Sorted 3' Splice Sites (High to Low Probability):
