Gene = SCOT
index = 1462
Annotated 5SS: [1467 2131 3164]
Annotated 3SS: [1931 2186 3221]
SMsplice 5SS: [ 365 1467 2131 3164]
SMsplice 3SS: [1245 1931 2186 3221]
top_k =  100
Partition function (log Z): 7.541996621609989

Sorted 5' Splice Sites (High to Low Probability):
Position 3164: 0.9995355697892634
Position 2131: 0.9992176838903907
Position 365: 0.6690985881224829
Position 1467: 0.570005806820911
Position 868: 0.2215473683381074
Position 873: 0.14288042196769302
Position 349: 0.11999738195286094
Position 864: 0.08439041538083707
Position 862: 0.07736584391575191
Position 2240: 0.060289323440914006
Position 900: 0.041533210056516244
Position 2276: 0.03579033912455597
Position 696: 0.03179933065115708
Position 60: 0.021963900011021116
Position 448: 0.016793831116537414
Position 700: 0.0048152048497265365
Position 2866: 0.003361810645452563
Position 1148: 0.0026780018035332353
Position 218: 0.002378913313246449
Position 1042: 0.0017465989143808942
Position 671: 0.0012816019348166241
Position 1123: 0.0012564091879209613
Position 555: 0.0012144547381064057
Position 475: 0.0010180132493283485
Position 108: 0.0009867012136911075
Position 119: 0.000876180063633526
Position 259: 0.0008065822778130726
Position 1083: 0.0007231269493376005
Position 242: 0.0005041140751186709
Position 2115: 0.0004963535968649605
Position 373: 0.00038865633277604226
Position 471: 0.00034162342154027105
Position 100: 0.000293620517848617
Position 418: 0.00013207000311377202
Position 3168: 0.00012189252641848318
Position 423: 0.00011446633638930389
Position 210: 0.00010700733035869323
Position 223: 1.6238026338625162e-05
Position 163: 7.503725454999005e-06
Position 133: 4.549341337517958e-06
Position 247: 4.539232689021607e-06
Position 158: 1.282831061226377e-06
Position 85: 6.978683128901227e-07
Position 2742: 6.456668903567507e-07
Position 123: 5.057782246732567e-07
Position 35: 1.7914758620462352e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2186: 0.9999992191301901
Position 3221: 0.9992234570000637
Position 1931: 0.873610085394121
Position 763: 0.5101460212640532
Position 1245: 0.5038484513769051
Position 1916: 0.07093478738391533
Position 2812: 0.05436830671561742
Position 736: 0.019270516683222893
Position 3069: 0.01910013588910037
Position 1693: 0.011752398495038285
Position 2616: 0.010006710156810856
Position 1523: 0.007004954805330568
Position 740: 0.0061391321803356755
Position 2722: 0.005118599580270739
Position 778: 0.004790961263434099
Position 2920: 0.004330823750833863
Position 1567: 0.0031897103992162817
Position 2324: 0.003152755419932862
Position 2407: 0.0020353525047019745
Position 1600: 0.0020013971305080803
Position 689: 0.0017534180341374041
Position 1533: 0.0015598175562359221
Position 925: 0.0013319608793745184
Position 2333: 0.0009726114142092259
Position 297: 0.0005606761327396487
Position 3236: 0.0005178852894840261
Position 455: 0.00033716582615771554
Position 586: 0.0002793825317971186
Position 201: 0.00017956430483920702
Position 2297: 0.00014292821088656639
Position 2294: 0.00013001526158146385
Position 240: 9.809479996092239e-05
Position 432: 1.101480475958717e-06
