Gene = her
index = 1725
Annotated 5SS: [1065 1397]
Annotated 3SS: [1132 1457]
SMsplice 5SS: [1065 1397]
SMsplice 3SS: [1132 1457]
top_k =  100
Partition function (log Z): -4.184050689005333

Sorted 5' Splice Sites (High to Low Probability):
Position 1065: 0.980009633864873
Position 1397: 0.9632852963459692
Position 1864: 0.06499832523051492
Position 47: 0.06191302422948982
Position 1816: 0.042492010872801626
Position 552: 0.03677472576391216
Position 15: 0.03476310380787558
Position 1859: 0.02909424646981849
Position 337: 0.024769189004283054
Position 278: 0.015691514834776373
Position 1081: 0.01228502632221362
Position 1538: 0.009163832401379716
Position 930: 0.008437108407106401
Position 1802: 0.004592125614045521
Position 1857: 0.003256897498019948
Position 1757: 0.00277800381191226
Position 1386: 0.002484896012393702
Position 495: 0.0019072152353948547
Position 1822: 0.0016873049777930812
Position 1553: 0.001322921628218782
Position 120: 0.0011053605451401933
Position 1780: 0.0009046802405928068
Position 75: 0.0005872467113109704
Position 1715: 0.0004457802495163202
Position 1682: 0.00041648901110245357
Position 26: 0.0003923797474791631
Position 395: 0.0003271914395011822
Position 482: 0.00018346008664466267
Position 1059: 0.00015769036170451052
Position 807: 9.721386850623207e-05
Position 369: 9.309203360665236e-05
Position 222: 6.187947502578654e-05
Position 205: 4.053850085582551e-05
Position 937: 3.067133167641625e-05
Position 1617: 1.151168897794383e-05
Position 98: 4.384784861294584e-06
Position 157: 1.5008599318332084e-06
Position 177: 8.174437872865632e-07
Position 434: 7.504203202786271e-07
Position 488: 6.940554174878929e-07
Position 1380: 1.775567103860419e-07
Position 103: 1.460214151619375e-07
Position 174: 1.3171952730394205e-07
Position 185: 5.27567549990783e-08
Position 79: 1.4061927203272157e-08
Position 122: 8.393228591548488e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1132: 0.9924527227100409
Position 1457: 0.9208936099791459
Position 1923: 0.1855079690508939
Position 610: 0.08567017416895686
Position 94: 0.05177772994215473
Position 268: 0.012513715083166836
Position 347: 0.009880278915664486
Position 986: 0.007981273130368007
Position 75: 0.007000084257587254
Position 205: 0.005620453467134719
Position 1667: 0.0027812056764186972
Position 1601: 0.0027206507130721784
Position 1610: 0.002409195626537022
Position 2318: 0.00232693229112982
Position 1243: 0.0018638856233878323
Position 147: 0.0017884696818022585
Position 1533: 0.0016698301813438806
Position 1518: 0.0015731487754410555
Position 1742: 0.001335550644481531
Position 1474: 0.0012402309946698917
Position 98: 0.0009625235970787486
Position 1589: 0.0008190715722395019
Position 1857: 0.0007508487090509544
Position 1482: 0.0007450127013965082
Position 1877: 0.0006200440118153338
Position 1175: 0.0005748016977576159
Position 2005: 0.0005295643334632063
Position 132: 0.0004983053116309982
Position 1598: 0.0004276748212077555
Position 2289: 0.0004068622264731209
Position 392: 0.00038502277844051577
Position 1028: 0.00034493435039267324
Position 2437: 0.00017723570938701417
Position 1240: 0.0001532550027309317
Position 1153: 6.446667656212475e-05
Position 1168: 5.2091169732662854e-05
Position 1292: 4.969993375037941e-05
Position 103: 1.7401818073966099e-06
