Gene = Ripalpha
index = 1428
Annotated 5SS: [106 559 684]
Annotated 3SS: [307 617 737]
SMsplice 5SS: [106 559 684]
SMsplice 3SS: [307 617 737]
top_k =  100
Partition function (log Z): -0.990316299948577

Sorted 5' Splice Sites (High to Low Probability):
Position 559: 0.9903555277604037
Position 684: 0.9559319889902159
Position 106: 0.5053677580169219
Position 194: 0.16570766746874593
Position 242: 0.03871678311593672
Position 68: 0.02302560992494029
Position 239: 0.01347759665816928
Position 842: 0.013470342712250644
Position 906: 0.012413906670498452
Position 706: 0.007150217106889976
Position 381: 0.005265091137996379
Position 952: 0.003505881278310369
Position 189: 0.002243834218259001
Position 165: 0.0009954227227232152
Position 229: 0.0007813536082553056
Position 187: 0.0004790892317695448
Position 1143: 0.00034185399211535014
Position 110: 0.0003293566115392969
Position 114: 0.00021238031743533127
Position 123: 0.0001909957103317848
Position 11: 0.00014830493433670982
Position 132: 0.0001428968499496374
Position 150: 7.420911910590975e-05
Position 71: 5.47726099895416e-05
Position 573: 5.0937359756419625e-05
Position 130: 3.36805871847725e-05
Position 295: 3.2625393684223865e-05
Position 174: 1.5199336443136217e-05
Position 73: 1.3209500148736627e-05
Position 585: 4.950046249077042e-06
Position 571: 3.061706229463452e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 617: 0.9833874420538203
Position 737: 0.9457567479322564
Position 307: 0.6678858882418576
Position 328: 0.04720304229830805
Position 452: 0.02922876064619471
Position 748: 0.015872375225962628
Position 1478: 0.007681694543225704
Position 772: 0.0074309076055225545
Position 381: 0.007024300201483129
Position 1526: 0.0036484472381165386
Position 1007: 0.0036463933555902863
Position 1142: 0.003637951259608633
Position 951: 0.0036150924703467527
Position 968: 0.002878513386715884
Position 1449: 0.0021438350104880676
Position 130: 0.002107373876271804
Position 150: 0.0015843172943096496
Position 918: 0.0014668593288438654
Position 926: 0.001306987388625489
Position 393: 0.001089981217662391
Position 1239: 0.00047696783751324974
Position 639: 0.00040709669166704186
Position 652: 0.0003641069506987239
Position 483: 0.0002988867940992148
Position 140: 0.00025573209697461047
Position 629: 0.00010204765368164524
Position 499: 1.6578923511139448e-05
Position 105: 1.290439691769377e-05
Position 687: 4.276976231197873e-06
Position 60: 3.6747852974995986e-07
Position 171: 3.619732039612665e-07
Position 194: 2.4050701692079014e-07
Position 110: 2.5841530140423107e-08
