Gene = DIP-delta
index = 1123
Annotated 5SS: [  167  5520  7630  9118  9344  9747 11570 12204 12524 13667 15363]
Annotated 3SS: [ 5053  7522  8912  9181  9617 11478 12119 12413 13603 15080 15421]
SMsplice 5SS: [ 1175  5520  7630  9118  9344 11570 12204 12524 13667 15363]
SMsplice 3SS: [ 5053  7522  8912  9181 11478 12119 12413 13603 15080 15421]
top_k =  100
Partition function (log Z): 11.922349949409456

Sorted 5' Splice Sites (High to Low Probability):
Position 11570: 0.998666577523816
Position 12204: 0.9953189340146401
Position 12524: 0.9928348697173047
Position 15363: 0.9850125542884678
Position 9118: 0.9761552027846144
Position 7630: 0.9703649683654081
Position 9344: 0.9242992836228625
Position 1175: 0.8388137463179797
Position 13667: 0.7823939944347595
Position 5520: 0.776021950094207
Position 9747: 0.19362997123425923
Position 12874: 0.16991572428898638
Position 821: 0.15388487500506673
Position 15567: 0.15264960348203624
Position 8438: 0.09961446245613609
Position 14073: 0.07836140281759588
Position 15594: 0.07231908200080664
Position 179: 0.05993150451033694
Position 14919: 0.059528139369496504
Position 13402: 0.04167523580959684
Position 9787: 0.04063442242496155
Position 9656: 0.03795880378380007
Position 6233: 0.0361211431186008
Position 31: 0.03601480668352247
Position 11986: 0.03339150978985651
Position 9372: 0.031324875607684474
Position 167: 0.02760720831715962
Position 14648: 0.02524954078219645
Position 13691: 0.02268234905756985
Position 25: 0.02142246892794712
Position 15832: 0.019909246686393562
Position 8458: 0.016138899412919638
Position 13489: 0.016058934170316702
Position 12857: 0.01531819524210123
Position 115: 0.013306893979427838
Position 14462: 0.012853015973274675
Position 12762: 0.010238763830508382
Position 15359: 0.00875005951367722
Position 15746: 0.006884885842701903
Position 14664: 0.006216738661137683
Position 9114: 0.00364720186995186
Position 13951: 0.0021040973954961264
Position 13089: 0.0013981298365937174
Position 137: 0.0012064815921420547
Position 268: 0.0009687668247794792
Position 206: 0.0009569812656770765
Position 13693: 0.0007721881431308846
Position 804: 0.0007423761390774195
Position 104: 0.000638789256858754
Position 719: 0.0006124291588718821
Position 482: 0.000610298101232383
Position 11772: 0.0005394759270874163
Position 11738: 0.00046068632721361517
Position 667: 0.00039408577375721403
Position 183: 0.00035307290785715556
Position 620: 0.0003041697893374754
Position 215: 0.00029034307293070985
Position 625: 0.00017353155877312455
Position 276: 0.00017139963482679606
Position 15355: 6.744538917660516e-05
Position 43: 3.147488688523301e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 12413: 0.9888167266183485
Position 8912: 0.9732214283707107
Position 11478: 0.9630895721229484
Position 9181: 0.9544617881491662
Position 15080: 0.9503719682662701
Position 7522: 0.946267709833983
Position 13603: 0.887701678446557
Position 15421: 0.7934540355277662
Position 5053: 0.76954916624877
Position 12119: 0.5719812056950258
Position 16193: 0.28919602386959326
Position 11956: 0.2621097710861674
Position 12673: 0.18864313067953922
Position 9617: 0.16268057865075947
Position 14227: 0.14664606623831822
Position 15659: 0.14268094114893587
Position 11922: 0.12408763980676282
Position 878: 0.11562873340802726
Position 8143: 0.09059834086594945
Position 13188: 0.05578018005515972
Position 9656: 0.05534512915125463
Position 11899: 0.044768557931026014
Position 5790: 0.02619844950701437
Position 9491: 0.022854759760402372
Position 11282: 0.020686557658929655
Position 8222: 0.02041281645811244
Position 16600: 0.020261876656964842
Position 715: 0.019931114941948512
Position 6608: 0.017228737416795495
Position 11985: 0.01446071024885452
Position 7377: 0.012734112575538366
Position 11410: 0.012090226192573703
Position 11660: 0.011616897070282007
Position 246: 0.010922024656307103
Position 5703: 0.010158004715014742
Position 366: 0.009299379723265833
Position 7964: 0.007908843246440887
Position 9400: 0.007177513086584477
Position 8617: 0.006990011172896013
Position 4772: 0.00647278384543752
Position 12660: 0.005865032455505115
Position 7835: 0.005851927511999985
Position 12318: 0.005527928962823482
Position 8557: 0.004669091678605523
Position 12339: 0.003589849590519805
Position 9458: 0.0030110080527787843
Position 9410: 0.002598155822454233
Position 10413: 0.0022861647712171442
Position 12755: 0.0020225315892318245
Position 564: 0.0013934635398123285
Position 104: 0.0012609874350880137
Position 11671: 0.001078706731253797
Position 12392: 0.0006914238503972807
Position 13423: 0.0004702425442556161
Position 11700: 0.00032557402288855674
Position 12073: 0.0002519226359719034
Position 14253: 0.00018688723283732717
Position 12363: 0.00010708848672037736
Position 10032: 8.651784719481636e-05
Position 12588: 6.649430085920063e-05
Position 12806: 5.845053929819619e-05
Position 10013: 3.0504421348424065e-05
Position 9475: 2.3312956568825083e-06
Position 11732: 7.627538404611301e-07
Position 9438: 2.961883146311271e-08
