Gene = ssp6
index = 1893
Annotated 5SS: [ 624 2560]
Annotated 3SS: [2196 2619]
SMsplice 5SS: [ 624 2560]
SMsplice 3SS: [2196 2619]
top_k =  100
Partition function (log Z): -5.169884017631696

Sorted 5' Splice Sites (High to Low Probability):
Position 624: 0.9840366071361262
Position 2560: 0.9645861365666016
Position 2705: 0.4349752736667185
Position 3800: 0.2616555748462913
Position 4117: 0.04667269296970816
Position 2750: 0.022685999963946747
Position 2098: 0.016195361353802923
Position 2530: 0.012024167122914856
Position 2551: 0.010196010034609768
Position 2565: 0.008747046414034036
Position 1494: 0.008059173247623659
Position 614: 0.007449112705867655
Position 2095: 0.0065856546307288735
Position 2150: 0.005027698239139311
Position 232: 0.002557636134792366
Position 195: 0.0024831739826463506
Position 2549: 0.0019227303776803793
Position 811: 0.0017334191475267045
Position 2689: 0.001582703220365214
Position 1775: 0.0012710448126446766
Position 2276: 0.0009179143900355331
Position 642: 0.0008943129909504058
Position 426: 0.0008840487556133823
Position 2402: 0.0008123628082750224
Position 2394: 0.0008120983234654054
Position 774: 0.0007230928940994832
Position 1964: 0.0005100838706643638
Position 1746: 0.0004592619585558312
Position 281: 0.0004587640814513568
Position 968: 0.0004190537311934453
Position 1543: 0.00041846993712963315
Position 2887: 0.00026705685567636115
Position 966: 0.000262453392331651
Position 2012: 0.00024474453901008654
Position 2809: 0.00020159169090434997
Position 2816: 0.000147262110711844
Position 2724: 0.0001261058383615228
Position 189: 8.530508487349568e-05
Position 238: 8.352476194515383e-05
Position 244: 7.654676194505402e-05
Position 2426: 6.256468977794198e-05
Position 373: 5.461388679576581e-05
Position 174: 3.6066573081014836e-05
Position 2437: 3.053912488822623e-05
Position 751: 2.0055104572094646e-05
Position 2491: 8.922512117662708e-06
Position 2310: 8.690430197043216e-06
Position 788: 7.97375685111062e-06
Position 116: 6.8473890664001585e-06
Position 817: 6.0108320258855845e-06
Position 226: 3.907119069307029e-06
Position 203: 3.753155738589021e-06
Position 248: 3.119047544089579e-06
Position 827: 2.765876770278666e-06
Position 224: 1.927502235231464e-06
Position 830: 1.4296655955355818e-06
Position 1221: 1.0831331500539457e-06
Position 806: 1.0355102976942859e-06
Position 791: 7.095139662107275e-07
Position 2709: 1.0292211718281135e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2619: 0.9946238476845705
Position 2196: 0.9721091804752954
Position 2780: 0.24712306935512024
Position 3875: 0.1395037399854592
Position 5053: 0.08998077786884727
Position 4182: 0.06192625805167972
Position 3914: 0.04455598092510318
Position 3690: 0.02914149459870351
Position 2065: 0.023811672835076257
Position 876: 0.02092214150278649
Position 3137: 0.020787446046593824
Position 4899: 0.020722871585719286
Position 5385: 0.019837879068578184
Position 5254: 0.018784132284358247
Position 4060: 0.016825539053680443
Position 2806: 0.015748643408568366
Position 4946: 0.009056544703317192
Position 3572: 0.007707637116829335
Position 3897: 0.007378412707739803
Position 1863: 0.007231324658608137
Position 2328: 0.006834484181738365
Position 3918: 0.005195698491822684
Position 2880: 0.004253791206453816
Position 1884: 0.00410751498831122
Position 4179: 0.0035138605969188947
Position 2652: 0.002983432244892725
Position 3708: 0.002027438548837694
Position 2987: 0.0019086409386954305
Position 2461: 0.0015593133078333709
Position 3532: 0.0015586229284905476
Position 1670: 0.0011548336832178975
Position 300: 0.000970063910942417
Position 429: 0.0008543007589740073
Position 1357: 0.0008289919776634188
Position 925: 0.0006217794779933597
Position 1147: 0.0005969000134381838
Position 3069: 0.0004272864498941631
Position 518: 0.00042431873484473977
Position 3452: 0.0003981681618571479
Position 1483: 0.0003812169353296523
Position 500: 0.0002806610226480172
Position 1320: 0.00021659848639424463
Position 892: 0.00020184841712252394
Position 491: 0.00019293052998866356
Position 559: 0.00018033189826557395
Position 343: 4.548246418167983e-05
Position 2664: 1.0848242796520151e-05
Position 2670: 5.343950732537528e-06
