Gene = elg1
index = 1692
Annotated 5SS: [1211 3759]
Annotated 3SS: [1265 4167]
SMsplice 5SS: [1211 3759]
SMsplice 3SS: [1265 4167]
top_k =  100
Partition function (log Z): -0.28365244583334637

Sorted 5' Splice Sites (High to Low Probability):
Position 3759: 0.9861520023218995
Position 1211: 0.974280580224407
Position 262: 0.6477718838599607
Position 2804: 0.08323549383192831
Position 1555: 0.08117168904692858
Position 1956: 0.038275691613874854
Position 4331: 0.03693287047331341
Position 211: 0.016746324101417964
Position 951: 0.012870964172132286
Position 2353: 0.012132235603477187
Position 2552: 0.011646099041182025
Position 602: 0.004546488928421317
Position 495: 0.0034690541089627547
Position 227: 0.0034297835508060423
Position 207: 0.003372509035198955
Position 205: 0.002653850921266432
Position 511: 0.002199086764676118
Position 4299: 0.0019253149169529736
Position 280: 0.0015020090196037406
Position 1346: 0.0004718247937282456
Position 1355: 0.00046343386545174696
Position 61: 0.00041107113444774953
Position 4377: 0.00040924440599540967
Position 936: 0.0003354483310370626
Position 1761: 0.00017200879101316103
Position 4294: 0.00016529627772171712
Position 28: 7.236446598979531e-05
Position 1790: 1.342132849012389e-05
Position 91: 1.0974936622439133e-05
Position 1765: 9.287633411234983e-06
Position 1677: 5.473757975122925e-06
Position 2491: 4.000629200243967e-06
Position 1303: 3.3586137868315968e-06
Position 1525: 3.1186881159548633e-06
Position 1496: 2.766498788103489e-06
Position 217: 2.4385390570199406e-06
Position 250: 2.1741379334202613e-06
Position 15: 2.1619073180249986e-06
Position 1542: 1.9418143197544075e-06
Position 2077: 1.8930383362399863e-06
Position 285: 1.4336022518430105e-06
Position 293: 1.1015951011872723e-06
Position 131: 9.864474795765634e-07
Position 215: 8.640810117417605e-07
Position 225: 7.898209938980335e-07
Position 209: 4.2439587809559396e-07
Position 117: 1.0421010024703366e-07
Position 375: 9.069675558638131e-08
Position 345: 6.605189848702736e-08
Position 354: 5.7346597111014035e-08
Position 1036: 1.3595940652847758e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4167: 0.9745373677401028
Position 1265: 0.8999172777479634
Position 3189: 0.31044868066885456
Position 357: 0.29958762514899706
Position 460: 0.13688564862012084
Position 650: 0.12082836167303505
Position 511: 0.03370922640135775
Position 4377: 0.02873184765431835
Position 552: 0.020972125983431913
Position 1035: 0.020328473789648503
Position 467: 0.019702379546653232
Position 3908: 0.010608501619677784
Position 382: 0.008508064468110822
Position 3884: 0.0071321154009095075
Position 4401: 0.006628023541952464
Position 431: 0.0045521574660807905
Position 4183: 0.004247918478125944
Position 4513: 0.0032420276737192607
Position 2265: 0.0023469163043377634
Position 394: 0.001982873639329662
Position 375: 0.0018395377896451447
Position 445: 0.001587904552471766
Position 3965: 0.0012491410086981811
Position 686: 0.0011896969823418095
Position 2277: 0.0009580421570797455
Position 2054: 0.0007889338011123783
Position 473: 0.0007858138447173153
Position 3825: 0.0007844678439358595
Position 1613: 0.0007384842699137819
Position 683: 0.0007285662555602413
Position 120: 0.0003719811333337488
Position 4404: 0.00026776250080578904
Position 4543: 0.0002620240785682243
Position 4547: 0.00024055217163940277
Position 117: 6.218694267399796e-05
Position 4589: 6.048845297997934e-05
Position 83: 4.933025740380778e-05
Position 1848: 7.893871194747445e-06
Position 153: 6.287911658332776e-06
Position 162: 6.208900332766042e-06
Position 131: 3.8646049387748073e-07
Position 191: 2.028588126109747e-07
Position 146: 2.9634163199951694e-08
Position 205: 1.6128312598762592e-08
