Gene = sip2
index = 1874
Annotated 5SS: [ 136  331 2180]
Annotated 3SS: [ 218  519 2243]
SMsplice 5SS: [ 136  331 2180]
SMsplice 3SS: [ 179  519 2243]
top_k =  100
Partition function (log Z): -1.6449759483701576

Sorted 5' Splice Sites (High to Low Probability):
Position 2180: 0.9739393052507642
Position 136: 0.799554521680099
Position 331: 0.6275514579334892
Position 2016: 0.07325171044763627
Position 442: 0.013743292384677079
Position 1778: 0.007574218641833458
Position 430: 0.004004427050632487
Position 309: 0.003959068987168291
Position 690: 0.002977804773865839
Position 116: 0.0020654349586642588
Position 297: 0.0015626812450278615
Position 2495: 0.0013489722105723544
Position 464: 0.0010079547039636154
Position 140: 0.0007424483703613209
Position 815: 0.0006386224702077993
Position 679: 0.0004174810350202539
Position 2477: 0.0003208594496671395
Position 1950: 0.0002905550013048671
Position 1073: 0.00026570573132799803
Position 1596: 0.00025445002207541656
Position 1916: 0.0002528969401866194
Position 890: 0.0002214025579887422
Position 1614: 0.0001755418132070691
Position 375: 0.00017241869086450547
Position 894: 0.00016445702903556027
Position 745: 7.819812304571458e-05
Position 2280: 4.1834899359128545e-05
Position 87: 2.96812102185304e-05
Position 60: 1.5066222079875151e-05
Position 85: 1.4809693161630858e-05
Position 179: 1.22235236676556e-05
Position 55: 5.17309069002142e-06
Position 41: 1.3976786741880128e-06
Position 34: 5.673418303877721e-07
Position 313: 5.012516503908244e-07
Position 1448: 2.3207533526327384e-07
Position 388: 1.793980191348913e-07
Position 197: 8.565169474552093e-08
Position 362: 6.057657876962387e-08
Position 623: 2.0571312069732265e-08
Position 218: 1.601718094202978e-08
Position 1681: 1.9527176089269744e-09
Position 1055: 1.8457792218801317e-09
Position 656: 1.7113571547960634e-09
Position 199: 1.9887759987514245e-16
Position 208: 1.1699917897849291e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 2243: 0.9908372518397991
Position 519: 0.9699330001130416
Position 179: 0.3995165567489203
Position 2071: 0.06912757603825809
Position 230: 0.044102975599876255
Position 1854: 0.02361289496255588
Position 391: 0.008629827281173336
Position 218: 0.008509129018373713
Position 2551: 0.0017116665595986224
Position 271: 0.0004905284489002612
Position 2279: 0.00016241417114252509
Position 313: 1.2587489284481375e-05
Position 532: 1.1178058140300991e-05
Position 135: 6.085261214527432e-08
Position 132: 5.337945332086964e-08
Position 99: 1.72430938291375e-08
Position 289: 1.3561337074439366e-08
Position 301: 1.0848433349297607e-08
