Gene = pix
index = 1838
Annotated 5SS: [ 109  632 1305 2081]
Annotated 3SS: [ 417  693 1363 2137]
SMsplice 5SS: [ 109  632 1305 2081]
SMsplice 3SS: [ 417  693 1363 2137]
top_k =  100
Partition function (log Z): 2.3016802258607068

Sorted 5' Splice Sites (High to Low Probability):
Position 632: 0.9843411591158573
Position 2081: 0.9755544503141846
Position 1305: 0.9733534856993924
Position 109: 0.6074142525420648
Position 317: 0.04655825206953342
Position 1042: 0.030162706011622943
Position 66: 0.021396532449238066
Position 1139: 0.019185018975523712
Position 1708: 0.019136574910774508
Position 2070: 0.01825410346278002
Position 1767: 0.018108383400724636
Position 2308: 0.017707327885504505
Position 618: 0.009472994324042404
Position 1744: 0.008968109733227704
Position 223: 0.007042458799114032
Position 2608: 0.004719605454544083
Position 842: 0.0047122450042100614
Position 1192: 0.0021717765566223544
Position 1017: 0.0021701195082607576
Position 307: 0.0021413539224777014
Position 636: 0.001622103463015687
Position 1957: 0.0013037295547142622
Position 75: 0.0010520175978302453
Position 191: 0.0004466507591976882
Position 285: 0.00044292817627822074
Position 2230: 0.0004245217108727184
Position 101: 0.00031545199077391843
Position 329: 0.00028477061234569287
Position 141: 0.0002572557377090989
Position 563: 0.00013484532568598206
Position 367: 0.0001243086714265476
Position 612: 0.00011833150952827538
Position 8: 9.625492205425544e-07
Position 79: 7.436293286598e-07
Position 3: 6.192357319212653e-07
Position 70: 3.57316737448566e-07
Position 46: 1.1056035061993396e-07
Position 536: 6.841361340147271e-08
Position 6: 1.3879230739845348e-08
Position 204: 8.679576288473421e-09
Position 298: 2.134358275543796e-12
Position 135: 1.2718367527100362e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 693: 0.9855415661243252
Position 2137: 0.9748234180862668
Position 1363: 0.9171796951267257
Position 417: 0.6033434858398546
Position 1883: 0.08428352278486903
Position 1203: 0.05981538875113758
Position 429: 0.042066909868842615
Position 2156: 0.021344094081078707
Position 1560: 0.016341718761957866
Position 128: 0.016152035152516918
Position 2372: 0.010420940859199238
Position 477: 0.00977501275107713
Position 355: 0.009438550121561876
Position 2379: 0.005526461675794768
Position 2660: 0.004273087096214102
Position 734: 0.0038794292803543034
Position 767: 0.0023928640892246903
Position 433: 0.001820729409824978
Position 293: 0.0014487709382434194
Position 436: 0.0013308562463035475
Position 1254: 0.0013237008258903964
Position 2632: 0.0013187047769307864
Position 1485: 0.0012382918239213533
Position 1257: 0.0008456097137941185
Position 181: 0.0005768157692672889
Position 2683: 0.0005151948603730253
Position 222: 0.00034546983156467475
Position 2487: 0.00032183982577557176
Position 2341: 0.0003167748966763313
Position 2399: 0.0002614001129636695
Position 938: 0.00023734905587456296
Position 457: 0.00020456403496068535
Position 152: 0.00018074516303334193
Position 511: 0.0001633894926087544
Position 172: 4.781123405310243e-05
Position 108: 4.354892696403361e-06
Position 1856: 1.5616051798163512e-07
