Gene = LKRSDH
index = 1247
Annotated 5SS: [ 185  450 1368 1812 2451 3785 4021]
Annotated 3SS: [ 305 1190 1432 1875 2628 3843 4082]
SMsplice 5SS: [ 185  450  828 1368 1812 2451 3785 4021]
SMsplice 3SS: [ 305  513 1190 1432 1875 2628 3843 4082]
top_k =  100
Partition function (log Z): 36.38719334735079

Sorted 5' Splice Sites (High to Low Probability):
Position 4021: 0.9999586551138537
Position 450: 0.9986658699080626
Position 3785: 0.9976672388516804
Position 2451: 0.9976004658077776
Position 1812: 0.9963111811389233
Position 185: 0.9556314517011548
Position 1368: 0.8076533725861161
Position 4455: 0.5272505101088442
Position 828: 0.29077637863686545
Position 605: 0.11719649244128005
Position 629: 0.06803869622482972
Position 618: 0.049119827877914815
Position 906: 0.04870108325487064
Position 242: 0.044213837014830414
Position 591: 0.04414924860880105
Position 2749: 0.036692204756599484
Position 865: 0.035417213765501256
Position 2788: 0.02232881874946096
Position 2775: 0.01213363235115717
Position 820: 0.011815423597560742
Position 3193: 0.011795124940797607
Position 980: 0.009710931330293613
Position 2773: 0.009679177119328896
Position 1263: 0.008803164134254728
Position 568: 0.008303485820230239
Position 4303: 0.007341365608197287
Position 3106: 0.005940216680077666
Position 3209: 0.005475636661883161
Position 613: 0.005336520125980858
Position 1523: 0.00523529473919027
Position 599: 0.0051195426458670226
Position 1089: 0.004797349718371615
Position 572: 0.003317943755149056
Position 4164: 0.002833374538391373
Position 4379: 0.002310853961281955
Position 949: 0.00230681648874289
Position 1387: 0.001541181513882579
Position 2729: 0.0013591614918054419
Position 2447: 0.001259508385564613
Position 2755: 0.0009700644337957299
Position 1242: 0.0009555251595898157
Position 1930: 0.000901820122155097
Position 408: 0.0007520162907412677
Position 2736: 0.000552405312513114
Position 1902: 0.00041926683230441284
Position 4459: 0.00040083688553252454
Position 3724: 0.00036412294049552573
Position 2134: 0.00035203225715901046
Position 430: 0.0003289270689475737
Position 1796: 0.0003046365240378559
Position 4648: 0.0002449665527082743
Position 2950: 0.0002370598124202338
Position 1821: 0.0001960487810575532
Position 3160: 0.0001646955997898996
Position 4432: 0.00016362309471733763
Position 414: 0.0001282881843850014
Position 3341: 0.00012193422337577342
Position 2827: 0.0001024956992946643
Position 1768: 7.462075653746981e-05
Position 386: 6.594793433807453e-05
Position 3701: 6.1923208297851e-05
Position 180: 5.6777178464921716e-05
Position 189: 5.473314879116654e-05
Position 433: 5.304577073588095e-05
Position 2871: 4.359348889761933e-05
Position 3086: 3.858082702286852e-05
Position 3122: 3.1545611947114174e-05
Position 68: 2.8851490102758624e-05
Position 2839: 2.4492024909938907e-05
Position 4025: 2.2331534843170163e-05
Position 3978: 1.8942085330462147e-05
Position 4310: 1.822248598144651e-05
Position 4277: 1.5774259008596548e-05
Position 2246: 1.565277984296158e-05
Position 2517: 1.1995000508895475e-05
Position 2501: 9.845385953718534e-06
Position 134: 9.46201766895976e-06
Position 2012: 8.499381303567911e-06
Position 2953: 6.071629108085755e-06
Position 735: 4.890835960113077e-06
Position 166: 4.692101984031693e-06
Position 402: 2.1434294013759695e-06
Position 422: 2.0489796076556823e-06
Position 2049: 1.658171979681302e-06
Position 390: 1.652232343908307e-06
Position 2022: 1.0988400157458512e-06
Position 2793: 4.417872099353657e-07
Position 127: 1.4781535914815372e-07
