Gene = c(2)M
index = 1639
Annotated 5SS: [ 219  462  799 1042 1481 1841 2034]
Annotated 3SS: [ 297  517  857 1095 1532 1898 2090]
SMsplice 5SS: [ 219  462  799 1042 1841]
SMsplice 3SS: [ 297  517  857 1095 1898]
top_k =  100
Partition function (log Z): 16.880530536485747

Sorted 5' Splice Sites (High to Low Probability):
Position 462: 0.9989585553370082
Position 1841: 0.9980712639142146
Position 219: 0.9969387835523946
Position 799: 0.9918355780114408
Position 1042: 0.9822923528896167
Position 2034: 0.5159391451854417
Position 1481: 0.3576049897217128
Position 1465: 0.11116329557524217
Position 1472: 0.09126720523218607
Position 1233: 0.04336912459967882
Position 19: 0.034329953232376524
Position 2202: 0.01535762328661991
Position 529: 0.009061799457190522
Position 2057: 0.007756696665275813
Position 1534: 0.004042915398430722
Position 3: 0.0023176866525658245
Position 1245: 0.00230637452429977
Position 205: 0.0020077256698233974
Position 8: 0.0017209589158682327
Position 658: 0.0016226139162047316
Position 1777: 0.0006758511882067602
Position 466: 0.0004436195127411691
Position 637: 0.00043657022403566703
Position 778: 0.00031319422868477303
Position 446: 0.00029769599679054903
Position 2170: 0.000268762072015289
Position 1823: 0.00020837779047695713
Position 22: 0.00018622297535724467
Position 199: 0.0001672190176892524
Position 49: 0.00014047649536514468
Position 1691: 7.81272085939686e-05
Position 589: 5.360138873637846e-05
Position 1069: 5.329807173958828e-05
Position 545: 5.22492815432577e-05
Position 664: 5.12524432247029e-05
Position 781: 2.3500071763778312e-05
Position 806: 1.4963440181303919e-05
Position 568: 1.4906102575228084e-05
Position 413: 9.957614655187238e-06
Position 803: 9.946319516244701e-06
Position 857: 8.481037889559568e-06
Position 2011: 7.0989018314362265e-06
Position 2029: 6.2125539828645764e-06
Position 208: 6.101220065817436e-06
Position 674: 5.982398569840676e-06
Position 386: 3.4743510263762234e-06
Position 79: 1.8179296856691819e-06
Position 2038: 1.623562249385926e-06
Position 2032: 1.6033850484443183e-06
Position 67: 8.839366170539069e-07
Position 1413: 8.012067415668397e-07
Position 82: 7.92598294620418e-07
Position 1095: 1.9162190100410174e-07
Position 76: 8.778303633454834e-08
Position 359: 5.8098469206772226e-08
Position 422: 5.1875648364203787e-08
Position 472: 1.2441188024574336e-08
Position 551: 2.208481063585247e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1898: 0.9986772088539047
Position 517: 0.9986500442689616
Position 297: 0.9961085282226523
Position 857: 0.9601249881778843
Position 1095: 0.7945577063257383
Position 2090: 0.4538052732927285
Position 1532: 0.302964060915211
Position 1546: 0.268936412337874
Position 1113: 0.14383586714112734
Position 82: 0.03829262335184403
Position 2114: 0.033230016367852444
Position 1300: 0.026842181177843667
Position 1100: 0.025329273183821815
Position 1680: 0.024523413381707607
Position 2349: 0.02280624029294419
Position 2260: 0.014813460284342612
Position 921: 0.011820084854922228
Position 939: 0.00976589124977917
Position 592: 0.008973763557931747
Position 1572: 0.008381254325359732
Position 2225: 0.006629155980804593
Position 301: 0.0028045780006600734
Position 887: 0.0025813536059392296
Position 2557: 0.0021276448916398086
Position 2431: 0.0016892615480148785
Position 2501: 0.0016396322786229455
Position 1153: 0.0012245477441017703
Position 732: 0.0011722308953989427
Position 2078: 0.0009734478199379141
Position 2328: 0.0009248308317711899
Position 1538: 0.0009209360919059356
Position 628: 0.000877209406592151
Position 946: 0.0007887791998587156
Position 1364: 0.0006981454269095789
Position 750: 0.000680924006316503
Position 1908: 0.0004869092763398556
Position 2668: 0.00041510276159524215
Position 1179: 0.0003598774673353738
Position 680: 0.00032027019058898215
Position 2240: 0.0002454944604813356
Position 1008: 0.0001839827657248828
Position 346: 0.0001475219517740708
Position 877: 0.00012733960714954765
Position 108: 0.00010182929921674214
Position 136: 0.0001015567271736858
Position 687: 9.275432166620416e-05
Position 322: 8.560000979375258e-05
Position 978: 7.601507817958945e-05
Position 777: 6.967746554417919e-05
Position 893: 6.572270747696441e-05
Position 923: 6.303725600128514e-05
Position 729: 5.565604938091601e-05
Position 372: 5.2275645859538977e-05
Position 336: 4.694229131414135e-05
Position 2654: 4.318128170489664e-05
Position 528: 4.027606908120066e-05
Position 1023: 3.2858561321568575e-05
Position 397: 3.2585475109046256e-05
Position 664: 2.924436688126487e-05
Position 607: 2.6976144067834692e-05
Position 49: 1.884597902071155e-05
Position 1118: 1.0187425523782549e-05
Position 438: 6.170921707285857e-06
Position 142: 7.68388271044568e-07
Position 422: 7.308712467123114e-08
Position 208: 3.2459379982279155e-09
Position 110: 3.114816696652371e-09
Position 92: 1.5702263366730559e-09
Position 155: 1.8759577150412936e-11
Position 189: 1.714488961890344e-11
