Gene = Fbw5
index = 1163
Annotated 5SS: [ 650 2128]
Annotated 3SS: [ 702 2181]
SMsplice 5SS: [ 650  910 2128]
SMsplice 3SS: [ 702  967 2181]
top_k =  100
Partition function (log Z): -1.9105902078573265

Sorted 5' Splice Sites (High to Low Probability):
Position 650: 0.8885234205592127
Position 2128: 0.8002166354577744
Position 910: 0.5625209250597396
Position 1319: 0.12409100418604636
Position 590: 0.10762862999203422
Position 2135: 0.02845167717468081
Position 1711: 0.0180555116813699
Position 994: 0.017806858131828158
Position 1475: 0.004208822380547005
Position 833: 0.0037429187480326064
Position 907: 0.0037393349526926374
Position 472: 0.002907348617921342
Position 735: 0.0028825460229620578
Position 921: 0.0025420793256926842
Position 644: 0.002526434635002531
Position 616: 0.0009005813481659815
Position 145: 0.0006482724207623123
Position 295: 0.000618110316147755
Position 917: 0.0005802180416637038
Position 1428: 9.135141152527486e-05
Position 377: 4.874538909126073e-05
Position 424: 4.7411149870137165e-05
Position 292: 4.5726552112178196e-05
Position 768: 4.528600567812653e-05
Position 581: 3.882586906376337e-05
Position 56: 3.182110124189699e-05
Position 137: 2.8791126083479804e-05
Position 821: 2.8296704215464227e-05
Position 493: 2.4203923536923184e-05
Position 101: 2.3931346936562136e-05
Position 375: 1.5632637166598463e-05
Position 382: 1.3642423974050936e-05
Position 725: 1.2095449788251022e-05
Position 654: 1.0180121875905023e-05
Position 342: 9.52712685406296e-06
Position 865: 8.672403872589298e-06
Position 286: 8.147115161121941e-06
Position 412: 7.238035673018837e-06
Position 194: 6.614199281799724e-06
Position 233: 3.962050997016513e-06
Position 551: 3.5839306982146156e-06
Position 823: 2.0000881212912596e-06
Position 723: 1.5835876540545808e-06
Position 786: 1.3571440747459308e-06
Position 756: 1.2731436236668814e-06
Position 814: 1.2648692927678417e-06
Position 21: 5.992690495376819e-07
Position 366: 1.5044908640290764e-09
Position 344: 1.2874641282101145e-09
Position 16: 1.1762425127791664e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 702: 0.9999813893916045
Position 2181: 0.8345518974818134
Position 967: 0.5529624501820104
Position 1369: 0.08434981997280833
Position 1379: 0.044014527569706315
Position 1572: 0.027035695904343023
Position 2157: 0.009485804112013491
Position 1881: 0.004556787146508671
Position 886: 0.0034902131035699237
Position 529: 0.0033754224033323817
Position 1233: 0.002676280731526781
Position 1097: 0.0020751173024444905
Position 786: 0.0017516785879104673
Position 1124: 0.001527337495813027
Position 2327: 0.0005684570683154931
Position 535: 0.00021003997448293353
Position 194: 0.00017148897062343346
Position 634: 0.00015838944560326318
Position 208: 5.534319298896482e-05
Position 205: 4.7932133205876465e-05
Position 466: 3.248123692162223e-05
Position 424: 2.850376343824997e-05
Position 162: 2.134315767493767e-05
Position 390: 1.1113844761596553e-05
Position 113: 9.832816405543907e-06
Position 360: 3.7132891451457714e-06
Position 650: 3.585939745476778e-08
