Gene = GramD1B
index = 1200
Annotated 5SS: [ 2467  5469  6128  7946  9546  9863 10066 10374 10957 12377]
Annotated 3SS: [ 5177  5652  7695  8431  9609  9934 10176 10653 11928 12443]
SMsplice 5SS: [  594  5469  6128  7946  9546  9863 10066 10374 12377 12565 13352]
SMsplice 3SS: [ 5177  5652  7698  8431  9609  9934 10176 11928 12443 13201 13526]
top_k =  100
Partition function (log Z): 20.473077622036115

Sorted 5' Splice Sites (High to Low Probability):
Position 12377: 0.9998515296168236
Position 9546: 0.9965231404111129
Position 6128: 0.9953561901202633
Position 10066: 0.9928062230389101
Position 9863: 0.9912726793690564
Position 594: 0.9841615602963533
Position 10374: 0.9817454807328219
Position 5469: 0.9262148880366287
Position 7946: 0.926179143778912
Position 12565: 0.8232819368461277
Position 13352: 0.6585908602903348
Position 10930: 0.3277777764307816
Position 10957: 0.27899925331142694
Position 1187: 0.24460786796253978
Position 1379: 0.06195756813570729
Position 8086: 0.04366189156550668
Position 8039: 0.04233769154794321
Position 13795: 0.04061184786749186
Position 6519: 0.038735721234719835
Position 5522: 0.034665533067169914
Position 7942: 0.0338272340596693
Position 5473: 0.033061722232006804
Position 8536: 0.02847070914975942
Position 11661: 0.022282141183130686
Position 11012: 0.0159829306211261
Position 13091: 0.010486648070207369
Position 12725: 0.009256850552648552
Position 8631: 0.0061936278260968595
Position 13356: 0.005620146159806615
Position 964: 0.0043648686734158474
Position 10705: 0.004065620956620133
Position 12670: 0.003844483197032974
Position 708: 0.00352818661653083
Position 10828: 0.003024895913753946
Position 948: 0.002827048870370115
Position 755: 0.0018340207688683824
Position 10117: 0.0017427269636225455
Position 5814: 0.0017128945298963444
Position 9331: 0.001091849664110057
Position 9869: 0.001055251516105818
Position 724: 0.0007467829816922308
Position 9659: 0.0005820405471380056
Position 860: 0.0005121729243100069
Position 211: 0.00048191462272591815
Position 9803: 0.00044617444978024595
Position 9995: 0.0004307498742024737
Position 102: 0.0004125064341450508
Position 737: 0.0003660551366063909
Position 459: 0.00028481575453444464
Position 650: 0.00021505025142130638
Position 3155: 0.0002146410542058315
Position 6269: 0.00021139534920089397
Position 935: 0.00019092414360900672
Position 9842: 0.00012919839113304128
Position 746: 0.00011374348481147783
Position 701: 0.0001090420538195273
Position 9812: 5.9370838644390955e-05
Position 477: 5.59265759316301e-05
Position 9795: 5.38137476414309e-05
Position 491: 5.272711169666489e-05
Position 12181: 3.068079353897227e-05
Position 12532: 2.013470364866815e-05
Position 10493: 7.904198917828902e-06
Position 10398: 7.1448982715066106e-06
Position 9935: 7.089518384111445e-06
Position 946: 3.477833573622868e-06
Position 259: 3.1987969911005767e-06
Position 12608: 1.7023279063040044e-06
Position 191: 1.282966676636066e-06
Position 120: 5.499451175063472e-07
Position 126: 3.468639082025244e-07
Position 231: 1.606714053897971e-07
Position 183: 1.1477523628160538e-07
Position 504: 7.542919898957239e-08
Position 267: 6.130189452547526e-08
