Gene = Dh31
index = 1132
Annotated 5SS: [   53   211 13102 13879]
Annotated 3SS: [  138 12992 13752 14042]
SMsplice 5SS: [  211 13099 13879]
SMsplice 3SS: [12992 13752 14042]
top_k =  100
Partition function (log Z): -0.8604679987029487

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9996816396920224
Position 13879: 0.9970030851086186
Position 13099: 0.8645268089059808
Position 2204: 0.09704663866652177
Position 1600: 0.07685236576827925
Position 1035: 0.03961821771138542
Position 44: 0.028192613012570953
Position 3334: 0.02524161222262278
Position 53: 0.01681041444781635
Position 8190: 0.014975709079346962
Position 14554: 0.011921115894211987
Position 74: 0.0060607726571904295
Position 14608: 0.004413604621341024
Position 14229: 0.003773662910555109
Position 14303: 0.0013406883346094036
Position 38: 0.001263527580835468
Position 14641: 0.0012327158284926646
Position 13883: 0.0011443905365568963
Position 1737: 0.000754048227546741
Position 14216: 0.0006178488169587851
Position 14317: 0.0005373462598307943
Position 14210: 0.0004046136754332373
Position 28: 0.00036949668784598295
Position 23: 0.00012498245680793156
Position 373: 7.573037033302782e-05
Position 498: 5.285410063057563e-05
Position 6: 4.3978096747056504e-05
Position 572: 3.088903732257308e-05
Position 12: 1.0298606590601857e-05
Position 565: 9.206087637126427e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 14042: 0.9979305128882562
Position 12992: 0.9520930456583163
Position 13752: 0.8574464905031266
Position 2044: 0.0663676377335807
Position 864: 0.06534472507209979
Position 138: 0.052725693730580954
Position 13412: 0.035072482179277005
Position 1301: 0.019148720373019627
Position 3194: 0.017127935808724123
Position 1870: 0.015479206100785813
Position 829: 0.015310766036869067
Position 7674: 0.014975709079346962
Position 438: 0.008801468873486637
Position 13390: 0.008296513250855198
Position 549: 0.008079775149175463
Position 14679: 0.006552824823143044
Position 14606: 0.00585585597414541
Position 13209: 0.005556791344267516
Position 756: 0.005211943445326451
Position 3231: 0.004230786843982701
Position 13141: 0.004208961615313491
Position 3257: 0.003882889569915959
Position 1508: 0.003326487903853948
Position 14790: 0.0029756405272758587
Position 14380: 0.0029351532732983243
Position 14406: 0.0028485503879186096
Position 1166: 0.002248653417262216
Position 14640: 0.002183115019481369
Position 406: 0.0021705086451434966
Position 14276: 0.0016604855567649139
Position 1683: 0.0015934534735028679
Position 13943: 0.0005500921629848732
Position 14503: 0.0004716691924221545
Position 629: 0.0003930797486718483
Position 13973: 0.00027769650414082627
Position 1234: 0.0002077942729819783
Position 1199: 0.0001786166971221104
Position 352: 0.00015745874877099879
Position 1353: 0.00013032563478180905
Position 898: 0.00010809347241876936
Position 1239: 4.9792313766204855e-06
