Gene = DCP2
index = 1119
Annotated 5SS: [ 953 3177 3461 4353]
Annotated 3SS: [2433 3241 3614 4408]
SMsplice 5SS: [ 953 2256 3177 3461 4353]
SMsplice 3SS: [2016 2336 3241 3614 4411]
top_k =  100
Partition function (log Z): -3.8056918236369386

Sorted 5' Splice Sites (High to Low Probability):
Position 3177: 0.9997721709428545
Position 4353: 0.9844488259516541
Position 953: 0.9509408597882144
Position 2256: 0.4993611727351644
Position 3465: 0.3258804637210067
Position 2609: 0.30593126938607873
Position 2261: 0.19309749436748702
Position 1976: 0.19013355655406183
Position 1628: 0.04579644940018893
Position 1809: 0.041686128014211156
Position 5881: 0.032090157343611043
Position 990: 0.02492268651188409
Position 3500: 0.015266070758236468
Position 979: 0.011993288457843167
Position 1488: 0.008454207469127582
Position 1385: 0.008382012094574082
Position 2251: 0.007351135200881334
Position 3544: 0.0066276111380765305
Position 1919: 0.00578769458351202
Position 210: 0.004101938156804691
Position 3522: 0.0037177625765501834
Position 475: 0.003199919718615148
Position 785: 0.0028980430941857737
Position 3343: 0.0023710144655174213
Position 578: 0.001696024091166969
Position 174: 0.001378544894282567
Position 443: 0.0012467381460700626
Position 3447: 0.001229684979241774
Position 220: 0.001015341327307418
Position 469: 0.0008309529271223019
Position 138: 0.0006552576664047813
Position 734: 0.0002952873122044
Position 103: 0.0002462500562772644
Position 575: 0.00018105719928813706
Position 257: 3.257115101269985e-05
Position 1028: 2.155833104143116e-05
Position 2866: 5.020066141162897e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3241: 0.8533774169612652
Position 2016: 0.5663627039889408
Position 3614: 0.5001821890060892
Position 2336: 0.4949177443618178
Position 4411: 0.45185811552944194
Position 2433: 0.3856243377313239
Position 4408: 0.36224985937356635
Position 2667: 0.3389828118821543
Position 1709: 0.22084238889793167
Position 2046: 0.0816172460945963
Position 6512: 0.060004812427699915
Position 4441: 0.054900652612764306
Position 1556: 0.05010819854133284
Position 5736: 0.031120963310412565
Position 1334: 0.02891475393937148
Position 1513: 0.024481277423721342
Position 2382: 0.02325711044493232
Position 5941: 0.02208770953880934
Position 5046: 0.019242897126559393
Position 1349: 0.015766844788849113
Position 2504: 0.011314953486273507
Position 1413: 0.0106512555031167
Position 2056: 0.01003605396515996
Position 5958: 0.01000244780480172
Position 1086: 0.00972955492626821
Position 2104: 0.006968495281589572
Position 889: 0.005249828787595868
Position 1389: 0.004867393937101873
Position 529: 0.00481216536745042
Position 1205: 0.003354978211056293
Position 4447: 0.003135736991237088
Position 637: 0.0028565882753036507
Position 1929: 0.002492701114193407
Position 4419: 0.001935788579971982
Position 1179: 0.0018894681603562964
Position 1303: 0.0016562146466536172
Position 3220: 0.001305674620743253
Position 665: 0.001160437606680767
Position 549: 0.0011368530487209086
Position 1147: 0.000878515106683721
Position 1482: 0.0008186385288313185
Position 1582: 0.0007352113981331647
Position 1039: 0.00010530475949983442
Position 257: 3.907742968652977e-05
Position 516: 3.151846621588345e-06
Position 323: 2.6851962268221524e-06
Position 346: 2.4939568374061317e-06
