Gene = jhamt
index = 1735
Annotated 5SS: [668]
Annotated 3SS: [731]
SMsplice 5SS: [668]
SMsplice 3SS: [731]
top_k =  100
Partition function (log Z): 0.24013218968383582

Sorted 5' Splice Sites (High to Low Probability):
Position 668: 0.9997413158857038
Position 139: 0.039578171814235626
Position 155: 0.027754009515166846
Position 248: 0.014946328331931914
Position 208: 0.00665658475599183
Position 425: 0.00405040526336316
Position 472: 0.003440601432217964
Position 52: 0.0033115118753025974
Position 956: 0.0032647642083826383
Position 175: 0.0027943510601385426
Position 840: 0.0027331080420879084
Position 501: 0.0017818228330307674
Position 463: 0.001507054671341498
Position 994: 0.0013215953246317764
Position 286: 0.0010768228838016788
Position 917: 0.0004723211424501629
Position 235: 0.0003139189804830449
Position 370: 0.00021912758055644702
Position 504: 0.00020219451939121135
Position 143: 0.00019619984908542392
Position 160: 0.00015769016300130206
Position 1035: 9.746274454181173e-05
Position 684: 7.659000717770752e-05
Position 595: 6.511101091900083e-05
Position 652: 5.909471456197755e-05
Position 672: 2.2596024813540124e-05
Position 1015: 2.2120933505522606e-05
Position 737: 2.211079598069223e-05
Position 862: 1.6095904101512098e-05
Position 926: 1.0649337844074806e-05
Position 1006: 8.000907846529936e-06
Position 636: 1.2412045808766079e-07
Position 578: 7.002020849743311e-08
Position 790: 3.983432088735971e-08
Position 634: 1.1824518923948142e-08
Position 599: 9.790422718262733e-10
Position 616: 7.156886995468002e-10
Position 640: 4.330723043581085e-12
Position 582: 6.835849264341399e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 731: 0.9948496757405261
Position 554: 0.09745733111293496
Position 1013: 0.004565214171505606
Position 519: 0.004296844961331574
Position 776: 0.004059483672817446
Position 417: 0.0024701045054679074
Position 105: 0.0024577101229364185
Position 1066: 0.0016466798808396532
Position 1105: 0.0012738690565253915
Position 835: 0.000842149456712059
Position 217: 0.00047701389944773833
Position 994: 0.00026720449241381307
Position 472: 0.00022042021704745708
Position 742: 0.0001649598348314732
Position 261: 0.00014615576779375032
Position 904: 0.00011276071063423986
Position 501: 0.000101322267613242
Position 1095: 9.372671793115156e-05
Position 231: 7.393010013227407e-05
Position 424: 5.8181402664506086e-05
Position 385: 4.471233992169376e-05
Position 227: 4.326700461185021e-05
Position 248: 4.270032380440039e-05
Position 252: 3.9555361372580965e-05
Position 1130: 3.5632114618966e-05
Position 790: 3.120355338664091e-05
Position 763: 2.5709772951404715e-05
Position 649: 2.2461450065814296e-05
