Gene = Daxx
index = 1129
Annotated 5SS: [ 322 5183 5424]
Annotated 3SS: [1053 5242 5561]
SMsplice 5SS: [ 322 1471 5183 5424]
SMsplice 3SS: [1053 5081 5242 5561]
top_k =  100
Partition function (log Z): -10.238724417668891

Sorted 5' Splice Sites (High to Low Probability):
Position 1471: 0.6465015683537898
Position 322: 0.5507517486468786
Position 630: 0.2975548934205293
Position 5424: 0.0910928879648598
Position 5905: 0.059128402945064884
Position 353: 0.04479245825983093
Position 1999: 0.039869132438321415
Position 1621: 0.039361644931399015
Position 1414: 0.03721786196642868
Position 1109: 0.03580187196467671
Position 373: 0.014809052611907358
Position 678: 0.014187450959788577
Position 361: 0.011629670983716032
Position 357: 0.008178124188010432
Position 961: 0.007957105176812678
Position 207: 0.007029423988935952
Position 406: 0.006393362488856841
Position 359: 0.005406228916614257
Position 378: 0.004584389627072034
Position 1171: 0.0033897662983841874
Position 60: 0.0032739697160705985
Position 617: 0.0032641793753373717
Position 349: 0.003137805517079612
Position 412: 0.0028249078427393863
Position 806: 0.0028233826513678804
Position 223: 0.0018095565929203948
Position 228: 0.0017211316339555002
Position 926: 0.0012724792675771264
Position 625: 0.0008351657627295086
Position 683: 0.00048706700365166273
Position 71: 0.0004266673757941082
Position 162: 0.0004205686799674264
Position 382: 0.000379599272139103
Position 363: 0.00036115528989526057
Position 152: 0.0002853838712049745
Position 178: 0.00025382275265892803
Position 365: 2.5614230120289475e-05
Position 658: 1.0267246509345776e-05
Position 517: 9.054760648339007e-06
Position 653: 7.674827401439036e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 5561: 0.9188096447872087
Position 1053: 0.7384278246858764
Position 5242: 0.1197560640123195
Position 6416: 0.09214942128382109
Position 1321: 0.039459659545291396
Position 1711: 0.010490705555739947
Position 476: 0.005666882393548392
Position 473: 0.003454942790344273
Position 857: 0.0028968197635967953
Position 506: 0.0028785161506858464
Position 1749: 0.0027565460280914588
Position 1803: 0.0022627833094764713
Position 1349: 0.002166919233646397
Position 1806: 0.0018689131234275425
Position 1764: 0.0011085426549297275
Position 1752: 0.001059662591607506
Position 1034: 0.0010470216921042216
Position 428: 0.0008813748122450327
Position 3390: 0.0008176786226221965
Position 392: 0.0003235933501230455
Position 523: 0.0002883715583957447
Position 1112: 0.0002270514873659831
Position 565: 0.00018211475432525548
Position 1578: 0.00017410403551648823
Position 490: 0.00010447625702200914
Position 1149: 5.6458062707335164e-06
Position 1192: 1.2195160441992701e-06
