Gene = sowah
index = 1885
Annotated 5SS: [  231  1004  7644 24058 27140 28224 31255 31361 32153 32921 33993]
Annotated 3SS: [  341  7502 24045 27136 28220 31164 31354 32079 32395 33965 34053]
SMsplice 5SS: [  231  1004  7644 31255 32153 32486 33993]
SMsplice 3SS: [  341  7502 31164 32079 32395 33965 34053]
top_k =  100
Partition function (log Z): 6.245415724584752

Sorted 5' Splice Sites (High to Low Probability):
Position 7644: 1.0000000000000029
Position 231: 0.992988411304044
Position 33993: 0.9833306833545351
Position 1004: 0.9469255740924792
Position 32153: 0.9376822357738087
Position 32486: 0.9160995113614936
Position 31255: 0.7987677359040297
Position 31361: 0.2031002741789086
Position 20972: 0.1693121319889221
Position 33782: 0.12149797959106551
Position 21261: 0.0940346412226855
Position 2012: 0.05023310298007011
Position 4793: 0.03150858044892417
Position 32921: 0.028262672102239303
Position 34486: 0.025818583203993124
Position 1841: 0.02571567912649564
Position 1731: 0.022552202557775906
Position 170: 0.014087550022936405
Position 32896: 0.01343481499265036
Position 34261: 0.00876745977913945
Position 32114: 0.0076720676989121715
Position 33551: 0.00731590623216829
Position 3778: 0.004381269459484502
Position 32978: 0.004111367715532301
Position 32490: 0.0037946947610935813
Position 32692: 0.003758652010813004
Position 34802: 0.0016413825198617073
Position 34679: 0.0007606948206199181
Position 1307: 0.0006276774500724517
Position 38: 0.0005510642033300821
Position 188: 0.0005270109343028526
Position 34454: 0.0004986437842251229
Position 244: 0.0004957658217713222
Position 25: 0.0003719536615736837
Position 1213: 0.00034806090440534974
Position 1475: 0.00030839554471682014
Position 1120: 0.00021704294274465266
Position 32573: 0.0002122203860806041
Position 32: 0.0001876547822400359
Position 1463: 0.00014475359364709992
Position 17: 0.00012758980126515473
Position 87: 0.0001028884597119444
Position 8: 0.00010222665986337545
Position 141: 8.839239194824596e-05
Position 42: 6.404939554476447e-05
Position 235: 5.2583649407928706e-05
Position 1124: 4.897156625455104e-05
Position 242: 1.6719931431452028e-05
Position 275: 8.141259713611808e-06
Position 10: 5.5550669107950455e-06
Position 248: 3.9009808181962364e-06
Position 45: 3.043638866586308e-06
Position 163: 1.7993937598025392e-06
Position 151: 7.843112716310504e-07
Position 47: 6.913961697467825e-07
Position 34194: 6.03935530099807e-07
Position 34257: 5.239559552202213e-07
Position 32867: 3.561889559406494e-07
Position 77: 3.034580976588269e-07
Position 33180: 2.899505945288551e-07
Position 32499: 2.550413368427871e-07
Position 99: 5.873886548608437e-08
Position 69: 3.0799382772909894e-08
Position 79: 1.1505611473707074e-08
Position 128: 1.1066151820977249e-08
Position 121: 4.747405060135952e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 31164: 1.0000000000000027
Position 341: 0.9998940801696321
Position 7502: 0.9959044522446371
Position 34053: 0.9951415838275909
Position 32395: 0.9820370571261471
Position 33965: 0.8687647238486365
Position 31512: 0.48238228138014183
Position 32079: 0.39358081662638694
Position 33500: 0.1875664806376033
Position 20731: 0.1693121319889221
Position 21057: 0.0940346412226855
Position 31737: 0.03977664654707366
Position 34549: 0.034596508288667914
Position 4262: 0.018188472936299042
Position 1546: 0.017994870819239644
Position 31943: 0.017784127440002136
Position 33853: 0.017336696581939107
Position 3522: 0.011197456939139313
Position 32351: 0.011190942822678001
Position 33730: 0.010644503903514284
Position 1569: 0.01018094076257457
Position 31354: 0.009619176822675508
Position 1416: 0.008977747488067185
Position 223: 0.008510077139697404
Position 31449: 0.0069003146758142035
Position 1296: 0.005841579323170614
Position 32636: 0.005784741820098149
Position 3499: 0.00501413907867774
Position 7352: 0.004095547755365915
Position 3914: 0.0014897809542925794
Position 34856: 0.0014591227804551699
Position 34944: 0.00136335915708454
Position 1273: 0.0012871114159368562
Position 1826: 0.0011819955310403802
Position 1183: 0.0008363819252121304
Position 1378: 0.0008208334934171348
Position 87: 0.0006013447957046519
Position 32558: 0.0005316231839170128
Position 99: 0.0004083082321271649
Position 77: 0.00030383303722907636
Position 34999: 6.890177311701852e-05
Position 596: 1.7905475505324106e-05
Position 394: 8.445198235958921e-06
Position 887: 8.42787665485418e-06
Position 460: 8.247634256202813e-06
Position 872: 7.601962531512872e-06
Position 616: 6.047529058860737e-06
Position 850: 3.7818198551713434e-06
Position 118: 2.150457724141704e-06
Position 817: 1.5688470231442676e-06
Position 983: 1.5469043343197226e-06
Position 364: 1.385026195230735e-06
Position 834: 1.3522837302614539e-06
Position 109: 5.992137219520357e-07
Position 667: 5.487408969213834e-07
Position 202: 2.8147200598535063e-07
Position 169: 1.8164446283084196e-07
Position 193: 1.8155813728137795e-07
Position 91: 7.977155879333689e-08
Position 288: 6.462169068609696e-08
Position 430: 6.307503290698837e-08
Position 121: 5.1134385918122934e-08
Position 136: 4.17610061929435e-08
