Gene = Cpsf5
index = 1105
Annotated 5SS: [ 384  706  945 2280]
Annotated 3SS: [ 440  778 2164 2352]
SMsplice 5SS: [ 384  706  945 2280]
SMsplice 3SS: [ 440  778 2164 2352]
top_k =  100
Partition function (log Z): 10.266809122436026

Sorted 5' Splice Sites (High to Low Probability):
Position 706: 0.9998579052518837
Position 2280: 0.9990013208026519
Position 384: 0.843159251523819
Position 967: 0.5431978320500381
Position 945: 0.3333584527023694
Position 68: 0.23370322229373575
Position 1298: 0.21427022544012303
Position 388: 0.12245320623055624
Position 981: 0.089469696854048
Position 33: 0.0271160528584541
Position 985: 0.026633585072866735
Position 66: 0.01860554555799558
Position 103: 0.017497989270902164
Position 332: 0.013940528798679673
Position 342: 0.011644161166393486
Position 1463: 0.010696615397704232
Position 2484: 0.010381211788708737
Position 112: 0.008402687956104892
Position 2501: 0.005010123093836959
Position 90: 0.004793068074588509
Position 123: 0.0020467525612092533
Position 1443: 0.0018938745938160333
Position 2503: 0.0015711277187946825
Position 2505: 0.0015660763480358033
Position 2598: 0.0008105462774657173
Position 1028: 0.00023587165446532605
Position 153: 0.00016373618589969583
Position 222: 8.805596463792204e-05
Position 180: 8.294972614571453e-05
Position 728: 6.728138315681388e-05
Position 13: 6.062170394126935e-05
Position 710: 3.707102744984421e-05
Position 1003: 1.75606726946038e-05
Position 187: 1.4393459901116841e-05
Position 717: 9.93060640495405e-06
Position 676: 9.261582557730042e-06
Position 24: 1.297203089622086e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 778: 0.9998768508573814
Position 2352: 0.9812397638054603
Position 440: 0.9665480043305581
Position 1116: 0.383270831423499
Position 2164: 0.3522263713160785
Position 219: 0.20422565342162075
Position 1565: 0.1334088884478501
Position 1675: 0.08996761653458447
Position 1047: 0.08718643558085667
Position 123: 0.07079306193279254
Position 1519: 0.06603695252916518
Position 1607: 0.03452371984276379
Position 2084: 0.032453743542037713
Position 173: 0.026899706441318078
Position 1542: 0.018749580110086757
Position 2533: 0.017715595136587374
Position 409: 0.01241674225861036
Position 2375: 0.00925541500652618
Position 519: 0.008197445686895542
Position 1365: 0.007604777636731636
Position 1587: 0.007006073108478466
Position 2268: 0.00627818916916441
Position 2661: 0.005076080210670262
Position 2571: 0.003973664815519253
Position 474: 0.0029905601026901187
Position 128: 0.002960465514171082
Position 183: 0.0023402059254690392
Position 477: 0.0022838577935509036
Position 153: 0.0013730087238554
Position 1155: 0.001050151862683277
Position 2673: 0.0009997462264097815
Position 618: 0.0007881492142307135
Position 253: 0.0007751493669648106
Position 103: 0.0007651061075443284
Position 422: 0.0003335462905983846
Position 2782: 8.014082832364836e-05
Position 187: 7.70908979577977e-05
Position 793: 6.0670514999811534e-05
Position 1202: 3.6652137946595906e-05
Position 808: 6.506745250480815e-06
Position 1164: 5.524626386254158e-06
Position 1217: 4.683054440934123e-06
Position 958: 2.7584939518659617e-06
Position 805: 2.6475190796099255e-06
Position 931: 1.3828060706325634e-07
